review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
Loved then upset,"I got my daughter this computer for Christmas and she has absolutely loved it.... until one of the keys broke off. Most of the time she uses an extra keyboard for gaming, she was using the laptop keyboard and the s key broke off!! I can't put it back on very upset about this",Nicole,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 12, 2022",
Vanishing Disk Space,"I've downloaded NOTHING to this laptop except for a few games totaling 30GB, yet I only have 68GB free out of 237GB total.",Matt C,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 22, 2022",
Great laptop for gaming & watching movies!,Great laptop! Bought for my son for gaming and he’s using it to create his own video games on steam.,Krissy Scoon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 6, 2022",
It’s died and didn’t turn back on,It didn’t charge,Dominick brown,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 20, 2022",
The SCREEN.,"I'm sorry to say, but I am so disappointed. They don't make things like they used to.",nickens11520,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 2, 2022",
Good,Good but the charger didn't fit. Luckily my son had one that fir,Shinerria James,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 16, 2021",
crap gaming computer,"If you want a gaming laptop, this is not the droid you seek.  i have 1 (one) game installed.  it will not run it.  constant errors, failures, crashes.  Ive dedicated an entire day to making this single game run on this pc and it will not do it.  I even had my brother come over who is an AVID pc gamer come over to try and fix it, still the same issues, and he has a bachelors degree in computer science.  It literally does not have the hardware to play even one game.  DO NOT BUY THIS PC.  Do yourself a favor and find something better.  I can not, NOT recommend this purchase enough.  This is absolute garbage.  Don't waste your time, effort, energy or money like i did.  Go get an actual gaming PC.  I don't even trust this enough to write this review.  Hope you see this.  Sincerely, Disappointed",andrew montgomery,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 11, 2022",
Great buy... I'm happy 😊,"Great purchase, good quality and very fast! I only wish it had a touch screen. Wish it had better movie picture as well, but still a decent picture.",A. Romero,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 26, 2022",
NOT WORTH IT,The battery life is a joke and the audio system is weak.  The screen is nice and it can handle high-quality graphics/visuals easily. But it's not worth it for a battery that doesn't even last 3 hrs in battery saver mode.,lostinthemire,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 21, 2022",
"Great value gaming laptop, with some standard laptop tweaks","This is my newest laptop since 2017, but the laptop I had was from 2016. Far faster than my old one (of course) and runs every program to its max. For gaming a 3050 ti is limited to mostly 1080p gaming unless you play some of the lighter games where you can eek out 144op, but you can easily get 120fps on most games with some tweaks with around 70 to 90 fps on larger AAA titles. One of the first things you have to do with any Acer laptop is go into control panel and change the power settings, they come standard with USB and HDD/SSD auto power off which pretty much puts your laptop to sleep whether you change sleep settings or not. Also, press the (N) button by the num pad, click on the gear icon, and click to make the keyboard backlight stay on. I read some reviews online that said the keyboard backlight would turn off automatically, luckily my last laptop was a Acer predator and they have the same settings basically. Fans are almost non existent when just browsing and you can control them (finally) when doing some intense gaming (or using programs like CAD or the like). Also, the power cord is a dual step process, the first click means nothing, you have to push in till you hear a second click. I was looking for a 17"" inch laptop with more than 2 USB A ports, those ports NOT on the right side (mouse interference), could game at atleast 1080p/above 60 fps, a better processor, and had a ethernet port. Sounds like alot but most laptops are 15"" inch with 2 USB A ports and no ethernet ports now. I'm satisfied with this purchase.",Maurice A. Taylor,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 21, 2022",89 people found this helpful
Son loves it,Son uses it for gaming,CALM,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 20, 2022",One person found this helpful
Good value for money,I had to add another SSD,Junaid,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 16, 2022",
If you value backlight keyboard do not buy it,"I made sure it had backlight keyboard. Yes, it has one, but shuts off every 30 seconds and NO WAY to keep it on or change that length of time. Stupid feature, so you are always having to hit any key to turn it back on. The most annoying feature ever.at. Worse yet, the keyboard is hard to see in even low light when it isn't lit up. The backlight keyboard, while true, is misleading. Would never have bought this computer if I had known that.",Amazon Customer,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 15, 2022",
Really Great Starting Streaming Laptop,I havent tried out the touchscreen just yet.... but the streaming parts of usage have been phenomenal!,Katrell,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 27, 2022",
Prefect for a beginner,I gave the screen a 4 because I have to figure out how to activate that. I haven't gamed in over 10 years on a laptop and I gotta say I love it. I'm kind of new to gaming and this is prefect for me. However if your having trouble charging angle the charger to point to the right and make sure its pushed all the way in. It gets hot but I bought a cooling fan for this when i made the order so I most def recommended.,jjj,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 11, 2022",
Review,"Battery life is horrible wouldn’t last 2 hours when I first got it I keep it on charge now, Laptop is extremely fast and has ran everything I’ve thrown at it so far, and the black gets extremely dirty really fast",Amazon Customer,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 5, 2022",
Great product,Great quality,Jose J Garces,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 24, 2022",
I love acer,Haven’t figured out touch yet,Brittany,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 8, 2022",
Battery life is horrible...0.o,"The quality and feel of this laptop is definitely top notch, also the performance for gaming which is what it was intended for is great. Unfortunately the battery life is just horrible.  I bought it as a Christmas present and I've been told that it has to stay charged to the wall when in use because how has it depletes battery.",MrD,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 19, 2022",
did not work  and amazon gave me hard time returning it will never by this again,first when it arrived just lift it om my porch then I took it out of the box and plug it in and nothing happen  so I try plugin it in some were else and still no power so I whent to amazon to do a return they call me right back and told be to plug in in and push button  I told them I did all this and then they told be to plug it into and other outlet  then I told her I did this to 3 time then she said did you watch the video make shore you turn it on right  that the first thing I did before opening the box is watch the video  then she gave me wrong  instruction  for return  I would never ever by this from them again,donna meyer,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 7, 2022",3 people found this helpful
Good cheap music production laptop,"Been using this mainly for music production and gotta say very happy with it given what I paid. I use Ableton Live 11 Suite with many plugins like Serum, Omnisphere, Kontakt, etc and performs well. I will occasionally game on it and it looks and runs nice. Been playing Retail WoW and Genshin Impact the most and both run smooth. Can't beat that 144hz!",Jimmy Phillips III,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 1, 2022",
Not for AAA titles,"If you're trying to play minecraft or other small games this is perfect, but AAA titles like Warzone and demanding games alike this isn't your best bet. For reference in warzone with the lowest possible settings you get 50fps on a good day.",Tyler Murphy,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 5, 2022",
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,La mejor calidad precio,Alejandro r.,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 25, 2021",
Good value,"Is a fine computer , is not the best but is good enough.",Agustin,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 26, 2022",
Amazing Gaming Laptop!,Plenty of memory and good performance!,Jeffrey L. Espana,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 3, 2022",
Excelente producto,Excelente producto para el precio lo único que deberían mejorar un poco es la parte de la refrigeración en el sentido que los espacios por donde circula el aire de afuera hacia adentro deberían ser más grandes,Raul Parra,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 21, 2022",
Best budget gaming laptop,Best budget gaming laptop for getting started.,Saeed Khalili,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 7, 2021",
Great laptop,Got this laptop for gaming and it runs great!,cory arrant,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on November 23, 2021",One person found this helpful
Half-functional - Other brands do it better.,"It's been a few weeks, the machine has the following issues;",Motoko,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 16, 2022",One person found this helpful
Fast Computer,"Had it two weeks and it is going in for repairs. Merchant has been extremely helpful. I bought it for the graphics card, as I am a graphic artist. Needed for my work, BUT after two weeks it has stopped working. Acer on the other hand has been difficult to get anyone to talk with...take a number and we will be with you. I am not impressed with Acer Company. I will buy from this merchant again, but not the Acer brand. This merchant had very fast delivery and the machine was packed very well. They were very responsive to my need for help! Good merchant, but poor quality Acer Laptop. I have not used it for gaming only for graphic work (Excellent machine for graphics), so I can not speak to the gaming quality this machine is usually sold for. Merchant receives 5 stars for communications, support and fast shipping. Acer ZERO Stars!",m**tiii,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 10, 2022",One person found this helpful
Absolute TRASH,The screen flickers like an old tube TV attempting to get a station. Attempted to deal with Amazons customer service to trouble shoot and was passed to Acer. Worked with them for 3 weeks and even shipped it to Texas with a VIDEO of the issue. Got a letter back to say they couldn't replicate the issue but replaced the screen. Turned it on myself and within 30 seconds of it idling it was back at it. The customer service was absolutely horrid. Never again. Wasted time and energy on a plastic piece of garbage.,Ryan,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 30, 2022",4 people found this helpful
"GOOD PRICE, GREAT GAMER",Bought just for online gaming. WORKS.,Chris Hickok,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 4, 2022",One person found this helpful
Great entry level gaming pc,Great entry level gaming pc,Jamie,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 25, 2021",
good job!,So far no problems!,Chanell Kuykendoll,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 3, 2022",
👍🏾👍🏾👍🏾,It is what it said it was. 👍🏾👍🏾👍🏾,Nikisha Primus,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 3, 2022",
Sent an inoperable device,"The charging indicator didn't light up when plugged in and the device would not turn on. Just put it in the return post. Will update my review when I get my refund. Because of the price, Amazon won't just send a replacement, I have to wait a week after they get it back to get my money back and then make a new purchase. Because I'm not the first to have this exact issue, I'm contemplating looking to buy a different laptop altogether.",KP,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 19, 2022",3 people found this helpful
Dead on Arrival,Product arrived dead on arrival. Plugged in (firmly after reading other reviews) to charge for the first time and light would not come on to show that it was charging. Attempted to power on laptop and would not turn on either. Offered a refund but price has gone up and would have to pay more. Will not be ordering another after further reading reviews.,Jakob Bridenbaugh,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 24, 2022",
Great gaming laptop.,"This game plays all the steam games I own. Most at max graphics settings. I can even run Cyberpunk 2077 at above the settings that Nvidia GeForce Experience recommends. The SSD is large enough to store over 25 relatively recent games. If you're a retro gamer, I've gotten  MegaRace 1 to run on this guy.",Sanguinjay,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 23, 2022",
excelente producto,gran producto con el detalle del teclado en ingles,Diego,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 8, 2021",
Excellent secondary or beginner gaming computer.,I bought the Acer Nitro 5 with the i5 10300H CPU and the RTX 3050. I upgraded to 16 GB of RAM and added a 1 TB internal SSD and the review is based on the computer after the upgrades.,Bassmasta911,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 22, 2021",4 people found this helpful
Great for gaming,It is a great Computer but it crashes so much and the SSD is so small and you can't get that many games be,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 3, 2022",
Repaired,"Acer replaced motherboard and returned in a couple days. All in all, good service.",ginger robinson,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 16, 2022",
Awesome laptop!,"I am currently playing Ark on this laptop as well as Sims 4. I can easily run both on decently high settings. I'm glad I decided to go with the 16gb of ram instead of the 8. Everything is as expected. My only complaint is the battery does die extremely fast while gaming. Which seems to be a common problem in gaming laptops, although I'm talking like 45 minutes from full battery to low playing the Sims, which is even worse then I was expecting. But I mostly just game places where I can plug it in anyways so this isn't a huge issue. But keep that in mind if that's something that would be a problem for you.",GJ,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 8, 2022",7 people found this helpful
"Low memory and battery life, but well worth the price!","I am not at all disappointed with this laptop! Screen is beautiful. It is super fast! It does need an upgrade in memory(8GB for $40) and HDD(1TB for $80), but it appears to be pretty easy to access and upgrade. They even give you the cable for the HDD upgrade. Will be testing out a few games, in the next couple days. Did not purchase for high end gaming, so I think I will be pleased, based on how quickly this thing moves for everyday activities!",Kindle Customer,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 12, 2021",One person found this helpful
Everything except the power adapter,"Everything is according to the seller, but you have to forcefully push the power adapter all the way in.",Jack,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 6, 2021",
Product sucked and Amazon customer service was worse,Computer was completely dead. Would not start up even when attached to power. Trying to get it returned has been a nightmare. The only way Amazon allows you to return the product is to wait for UPS to come and pick it up. Since I have to go to work everyday and I am not about to leave it outside so it can be stolen I am forced to take time off from work in order to get this defective product returned. Lesson learned about buying computers through Amazon,Michael D Bauer,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 8, 2022",One person found this helpful
Cool Laptop,"Very cool laptop, super fast loading. Super fast online. My son is happy with it.",Pedro Soto,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 21, 2022",One person found this helpful
Christmas gift,I bought this laptop as a Christmas gift. My son was very happy and loves his laptop.,Ana Rivera,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 20, 2022",One person found this helpful
excelente,"Muy buena, hasta el momento",Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 11, 2022",
So faster,I like everything is good product,Brandon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 7, 2022",
Great Laptop!,"Just what I expected, very nice. I added 8mg of ram.",Jeff,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 14, 2022",2 people found this helpful
Perfect gift for a teen,My son love it !,Pau,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 20, 2022",2 people found this helpful
FAST !!!,I'm very happy with this laptop....very fast and very responsive...thank you.,Marius.,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 11, 2022",
Overall I'm enjoying it.,"I've needed a laptop for travel for a long time, and overall it's great. Ive been able to keep up with family and gsming friens much better while traveling. Only drawback so far is that pre-installed Windows 11 is driving me nuts, the layout is annoying and it is being much more intrusive with service solicitations than any previous OS ever was.",Matthew Dale Riddle,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 21, 2022",
Upgradable is a plus,Purchased because it's upgradable and have. Works smooth and games run good. Would recommend,Christopher Labbe,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 6, 2022",One person found this helpful
Best bang for your Buck,"Good laptop, this i5 10300 H and RTX 3050 is a great combination add a extra stick of ram make sure it’s @2933 and you should be okay. I would suggest just buying a duel channel kit of Corsair vengeance @ 2933 just to make sure the ram dimms work together probably. You can always add more storage later as Acer acutely advertises right on the laptop itself you can basically open it and add more at any time you see fit. For games like WoW open world 89-144 fps out questing. PvP epic or random around a average in the 90s fps with medium/high settings can handle being upscaled in game to 1440p with a small performance hit. But is great at 1080p seeing it’s a smaller screen resolution @ 1080p looks amazing. color is a tad lack luster but not a dealbreaker by any means at this price point does well with fallout series and other games as well. I honestly did not expect this to perform as well as it does. Honestly I think it’s handles games just as well as a gtx 1070 or in at or right under 1660ti desktop version. The 4GB v ram is not going to be able to handle ultra setting in most newer games. but with the smaller screen turning down certain settings are going to get you great performance With almost no visual quality loss. I would take higher refresh rate over higher resolution any day certain games you may not be able to achieve the 144hz but anything over 60 is going to stay buttery smooth. You will have one extra nvme ssd slot under the one in use I do believe that can handle up to a 2TB drive and a 2.5 sata drive slot as well. I Iiked it so much my girlfriend wanted a laptop and I couldn’t justify buying anything less even though she only plays sims 4. I can’t bring myself to buy anything in the 600 to 700$ range that only runs on integrated graphics it’s just not worth the money.",Dpcunning,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 5, 2021",28 people found this helpful
Excelente compra,"Me a encantado la laptop me a corrido todos los juegos que le e instalado sin problemas, y eso que solo tiene 8 gb de Ram",Anderson,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 25, 2021",
Awesome machine,CPU Benchmark tests put this top 3. M/P ratio of 7.7. 144hz screen is solid (although it could benefit from being a bit brighter.,BD. Mango,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 26, 2022",2 people found this helpful
Great gaming laptop,My grandson loves the laptop for his Xmas gift. He's non stop on it and playing games.,Big Ron,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 30, 2022",2 people found this helpful
me encanta,Es muy util y de momento no me ha fallado en nada !,Alessandra Cano Barillas,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 15, 2022",One person found this helpful
Great gaming great price,"Not a heavy gamer, so I needed something that can play inde to AAA games just incase. I've played stardew valley and subnautica with no issue on either.",Eloy Hernandez,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 19, 2021",
Awesome,"Bought this as a Christmas gift for my oldest son for gaming,  it works great and he is having a blast plating all his favorite games",brandy rutherford,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 24, 2021",
Very good laptop,I like it but the charge battery becomes too hot,Ahmed,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 25, 2022",
Great for gaming!!,This laptop is great for gaming. I ve had it for about 5 months now and have no complaints. Very little lag..sometime it does but it's not the laptop.,Tammy,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 18, 2021",One person found this helpful
A bang for your buck,You can upgrade some of the internal components for a better experience. Pretty cheap in terms of laptops,TheFungusman,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 9, 2022",
If it has windows 10 stay with it awhile.....,I have a flight sim and a pc projector which is ceiling mounted like 40' away and has a looooong hdmi cable. After installing windows 11  started having problems booting windows. It's noise on the ports. Unpluged the flight stick and long hdmi cable and it boots fine. It was fine with windows 10 also. It's some setting up the ports with windows 11 and is most aggrevating. The answere is to leave the joy stick and hdmi unpluged unless it's on and using it....,clyde beckett,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 11, 2022",One person found this helpful
Fast,Really fast at a great price,jfnpiper,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 22, 2022",
Best laptop I've ever had,"I bought the i7 version of this laptop expecting it to perform, well, not as good as other laptops, due to the lower price. However, I was absolutely blown away by how fast it is, running games or even just using it for work. The image quality is fantastic, you can also easily connect your gamepad and play whatever you want at max. I didn't pay attention to the speaker sound though, since I always use a headset. I loved this laptop! It's really an excellent choice.",Aurivan,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 30, 2022",One person found this helpful
"Great product, very good value!","Was shipped to me in 4 days (overworld shipment), the product is very good and has a very good value!",Liad,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 8, 2021",
Over heat,Good for price,Khitam,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 1, 2022",
its ok should be better Quality for the price,ok would not buy again,thomas hellman,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 22, 2022",
Good laptop,Good laptop for mid level gaming,Meldan,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 18, 2022",3 people found this helpful
Great low budget gaming laptop if you’re looking for one,"If you’re low on money but want a gaming laptop that runs good but, not only gaming, it’s also good at editing. Might want to upgrade RAM and SSD storage to make it run at peak performance but other than that it’s a free low budget laptop.",Kevin Mora,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 31, 2022",One person found this helpful
Pretty bitchin piece of kit,"Got this bad boy for school and casual gaming, screen works just fine and everything boots up just nice. I haven't gone too heavy into triple A titles yet but so far the performance is pretty good and doesn't get loud or hot. Will update in a few weeks or months. In terms of budget, can't be beat for the class of hardware it's got.",Jose Figueroa,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 16, 2022",
Worthless customer support.,"Product lasted less than 1 year. I called Acer support service, three times already and a host of worthless  people with fake names were unable to solve the situation or give me instructions to send the laptop for repair or replacement. I guess they are waiting for the expiration date…So disappointed! We are never buying this brand again.",Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 27, 2022",One person found this helpful
Wrong screen size,I got a 15 inch screen not 17,Laura soltero,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 5, 2022",
SCAM PRODUCT,"Brand new laptop doesn't power on doesn't charge. Used multiple different outfits and chargers and still doesn’t turn on. I open up the laptop to try and fix the issue there is rust on the screws. It’s so bad four screws won’t even come undone they literally chipped away and broke my screwdriver. Do not buy, this is a scam",Maddy,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 30, 2022",
Okish,Battery when gaming is an hour tops. This is a nice laptop with good keyboard and screen but Battery life when gaming really sucks.,Toby douglas,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 5, 2021",
have a nice day,so far so good.  Did not buy this for gaming.  The price was right and hopefully this will last me another 10 years.,Ronnie Moseley,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 10, 2022",One person found this helpful
Good specs for the price but the display is unacceptably bad.,"For a budget gaming laptop, this Acer Nitro 5 has good enough specs, the Core i5 and the RTX 3050 are sufficient. The problem and it's a big one, is the display. The image on this laptop is AWFUL. No matter how much I tried to calibrate the colors, it looks bad. The colors are washed and the screen is dim. whether it's game or a movie this screen won't do it justice. Too bad because I like many other aspects of this laptop like the relatively long battery life and the red-colored keyboard. I find myself playing more on my 2 years old Legion 5 which looks way better than this newer Acer Nitro 5. Even for under $1000, you can get something better.",S. Nasar,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 25, 2021",
"Nice laptop, especially for the price","bought for around 640 $ on black friday, what a deal",elyashiv newman,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 11, 2021",One person found this helpful
"The battery life is bad, but with the charger in it’s pretty good",It’s pretty fast and runs some games well. The storage is low and the battery life is bad.,Raymond Tidies,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 20, 2022",2 people found this helpful
Solid Performance for Planet Zoo & Steam,"This is a great and not too terribly expensive gaming laptop. I have a Mac for my work/schoolwork and was looking for a laptop that I could play Planet Zoo and some other Steam games on because they aren’t supported on Mac. This one fit the bill! It does get a little loud and hot when expelling heat through the vents, but that’s understandable considering how large Planet Zoo is. The graphics and speed are great too. Are there better gaming laptops? I’m sure, but if it’s not your primary laptop and you only use it for gaming/entertainment purposes, why spend the money when this one gets the job done pretty darn well and looks awesome while doing it?",Laurel Noelle,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 9, 2022",One person found this helpful
Excelente portátil y buen soporte por parte de fabrica.,Excelente portátil y buen soporte por parte de fabrica.,David Moreira,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 7, 2022",One person found this helpful
"Excelente regalo, volví a comprar otra","Mi nieto de 15 años muy feliz , lo usa para jugar, excelente producto",Ana,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 16, 2022",One person found this helpful
Dead o arrival,Cannot review properly cause unit was dead on arrival.  Would not power on,Jeffrey C Karr,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 13, 2022",2 people found this helpful
AMAZING,"I was pleasingly amazed at the quality for price ratio. I added another main drive, and swapped out the ram. I use it exclusively for off-line gaming. I play modern games on the best settings. No problems. I also keep it on the best 5 fan cooling pad I could find. Excellent device.",Rodney RaCheeChee,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 7, 2022",One person found this helpful
"DOA-DON’T DO IT, ITS RUSSIAN ROULETTE","Like a moth to a flame I was mesmerized by the value and great review ratings and I ignored the fact that there are at least SIX REVIEWS IN THE LAST TWO WEEKS saying their machine (like mine) wouldn’t even turn on!! Most stores would recognize this as a problem but Amazon shamefully just keeps selling this junk.  This was in my house 3 hours before I got my money back along with arrangements for them to pick up the craptop at my door to return it.  I will find another (non Acer) laptop, and I will buy it from somewhere other than Amazon.  There has to be a price to pay for knowingly selling defective products.",MBinFL,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 14, 2021",13 people found this helpful
"Good specs, however we did increase the RAM and added an additional SSD.","It's for my son, he is a beginner developer and avid gamer, this laptop meets his needs 100%.",Imraan,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 30, 2021",
Unimaginably bad.,Video quality: decent,Dan Pham,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 21, 2022",14 people found this helpful
leer las instrucciones..,"que bruto pongale 0... recibi la laptop hace un par de dias y me asuste mucho, porque no encendia, ni cargaba ni encendia ninguna luz.. la deje toda la noche conectada pensando que podia haber venido descargada de bateria, pero nada.. al dia siguiente ya estaba a punto de contactar a soporte para enviarla a garantia, y me puse a leer el manual. cuya instruccion decia, al conectar el cargador asegurese de empujarlo hasta escuchar un click...ahi estaba el fallo.  despues de conectarlo correctamente, encendio de una y hasta ahora vade maravillas..",Amy center,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 25, 2021",59 people found this helpful
"You will be very happy with this computer, no doubt.","I'm primarily impressed with the speed though I may be biased since I had an outdated computer. The color, the graphics, everything is excellent and I'm just getting started with learning everything on this system.",John Rodriguez,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 19, 2022",3 people found this helpful
Overall pretty good,I can't complain much the quality for the price isn't bad if I had to nitpick I would have 1 issue I live in the us but I got a Eu charger so spent some extra money on that other than that it's a pretty good gaming pc,yobani,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 11, 2022",
Junk,It did not work on arrival had to clean power terminal. Than 3 months in stopped working completely had to send it back for fix. When it worked a nice laptop. For price though not a great machine should work out of box and for years not a few months.,Ralph Fox,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on April 26, 2022",
Great value for the money,"Envio rapido a Peru, muy buena laptop por el precio pagado, hasta el momento ningun problema funciona perfectamente ,  tambien funciona perfectamente linux junto con windows recomendable laptop la core i7.",WILLIAM,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 13, 2022",
Love it!,It’s a great gaming laptop!,Hunter,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 14, 2022",
Battery sucks,Screen quality is good speed is good gaming is great however it does get hot and heats up and if you have to unplug it at a meeting the battery dies in 2 hours so the battery sucks,janet mcintire,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 2, 2022",
Not what i was expecting.,"As someone who knows his way around computers after building several, knowing the market inside and out for prices on each components for just about anything. Seeing this made me gasp thinking it was a good deal when it was on sale for 850 US. i was so wrong. A 3050 with a miserable 10300h at 8gb at 2933 was a horrible combination. it is hard to just play simple high giving fps games like fornite, pubg, rocket league and many more. the only game i would cap out at 144 is rocket league and even then it would flicker every now and then to 90 or so. but other games at LOW texters no shadows whatever it may be, bottom of the barrel low barley gives you 60 and half the time your playing at 40fps. this is a honest review and i should have spent the extra hundred on something like a tuf laptop with a 17inch and better specs. this is not the computer for any real gaming. also when you receive the computer at ""256gb"" you realistically only get 180 because windows takes about 70-80 gigs just downloading. the drivers for this gpu is horrible at the moment and is bottlenecked by the absolute worst cpu i have ever used. every game is full load on gpu while the cpu cant push anything and dont think about overclocking because this computers psu wont allow it because its so bare minimum with the voltage that you cant touch anything about it besides upgrading the ram. dont go with this laptop is is HORRIBLE.",dew,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 27, 2022",One person found this helpful
Push charger pin to laptop all the way in until click sound is heard or else the laptop wont boot,Bought it couple of days back and the laptop did not boot at all. I almost returned my laptop when I read a comment suggesting to push the pin all the way in at the backside of laptop until an audible click is heard. It worked and rest of the experience was smooth.,Anon,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 13, 2022",14 people found this helpful
