,review_body
2366,I am a big review person  let me tell you this thing is amazing and it like practically brand new for refurbished not one scratch on it I was very impressed  And it came the day it said I will definitely buy from that seller again
2367,"A little disappointed in the packaging. Came in original MacBook Air box but the box was quite weathered. Made for an anticlimactic presentation and honestly made me concerned that the product would also be subpar. However, the computer seemed to be unblemished and function normally. Did have to reset it recently for acting up. The mouse was not appearing no matter how much you moved on the trackpad. But resetting it resolved the issue."
2368,"I bought two of them, in Gold (sold by BREED), and in Grey (sold by KANGA). The gold/Breed one presented as completely new and was probably renewed by Apple (5 STARS!). The Grey/Kanga was... far from great. Packed poorly, not really properly cleaned, and came with an aftermarket charger - not the Apple one (2 STARS). For some reason I could not write two reviews. The Air itself is a great machine with a gorgeous screen - go for the i5 - the i3 is too weak."
2369,"this is NOT the latest model and does not have the M1 chip which is newest and this is a 2018 model. Why is the ""latest model"" in the desc? That is very misleading + it is a 2018 w 2020 price."
2370,"I'm beyond happy with my purchase!! My MacBook basically looks brand new and everything works very well. no issues at all. Item was delivered within 3 days of my purchase, very fast and safe delivery."
2371,"I bought this thing for my daughter. I tried to convince her to let me buy a similarly priced Lenovo that was 4 times as powerful but she would have none of it. Her friends all use Macs and this one in particular is gold and matches her iPhone. You couldn't have given it to me. FYI, the daughter in question just graduated from medical school. SMH."
2372,"Super malo,estaba en muy mal estado, por fuera como por dentro,y encima me toco pagar para devolverlo, su cargador no era el del PC,eso es una falta de respeto para uno como consumidor. 😡"
2373,I’m not gonna lie. Initially there was an issue with the shipment of my MacBook Air. I frustratingly reached out to customer service thinking it would take days to receive a response (or no response at all). Surprisingly they replied in under 24 hours and handled my concerns with such care & professionalism! Not to mention my MacBook Air came in AMAZING condition. I have no issues and will definitely make another purchase with them soon after the holidays!
2374,I got this MacBook and it has so many issues with it. I cannot use it at all. Even after being on Apple technical support for hours. $1000 down the drain. Husband gave it to me as an anniversary gift a month after getting it. Now can’t return it.
2375,"bought a few days ago.  delivery was yesterday.  I turned it on, installed all the programs, did a little work.  And this morning it does not turn on anymore.  what to do?"
2376,"I am very much in love with my computer, I was really scared to order the computer online but I am so pleased to say that it is real and I am in love."
2377,"Got mine, tried to charge it, never charged or turned on.  It came with a SHARKK charger and it was not working, I went to Bestbuy and bought an apple charger for MacBooks.  Let it charge for over an hour and still would not turn on.  I am not satisfied and I will be returning the laptop and purchasing a new one from Apple.  I should have known better."
2378,The product came dirty and it was damage after one day of use it would freeze constantly and from time to time glitch. The color was nice but the product was not in well conditions. And not all money was refund it was a company's fault not my fault
2379,"The laptop is beautiful!! This is the first Mac I’ve ever had and I am in LOVE!! The display is amazing, crystal clear and there is no blemishes or anything wrong with the laptop. It looks brand new and works perfectly. Thank you!!"
2380,"Absolutely love the sleek look of this MacBook! It was super easy to type on and lightweight, so that I could take my work on the go/ fit it in a small carry on! Recommend, recommend, recommend!!!!"
2381,you can get it with windows11 for 30% less just look around on the net free shipping to i payed more for 10 and got stuck with 11 not happy at all O and it in S mode !
2382,"It is a good laptop for light tasks: office, web surfing, watching videos. Not for more. No coollers = no noise. CPU is weak and after first loading you need few hours to update the system. After this it works good. Laptop has NVMe M2 port inside for adding additional ssd disk. You can not upgrade anything else."
2383,I needed a Windows 10 computer for work.  I thought this would be perfect.  It arrived with Windows 11 running in S mode.  The listing mentioned it would weighed 1 pound which I knew wasn't correct.  Had to return due to the OS issue.
2384,"This laptop is not bad, but it is not very efficient for anything other than checking emails and online schooling. You cannot download games to it as it does not have enough ram, but if you are just doing basic things online then you should be fine. The laptop started having issues after we downloaded Chrome, now it's very slow. If you're just going to use the Explorer Web browser, you should be fine."
2385,"nice inexpensive computer, great except there is a built in calculator in the mouse pad that keeps turning on that makes it impossible to use the touch pad for scrolling etc. I delete the driver and windows reloads it as soon as I shut the computer."
2386,"I’m sorry but it didn’t turn or charge no matter what I did, it was honestly a waste of my time and money. (I don’t mean to sound rude though.)"
2387,"This has got to be the best computer deal I have purchased!!!!  The 14inch screen is great and the size and weight of the computer is amazing. Super fast response, graphics are great and is easily storable!!!  Great buy for the money. I will be buying two more for my kids!!"
2388,For the money this is a great buy. Don't expect too much. I made the mistake of upgrading to Win11 and lost about 5GB of built-in hard disk space (so now I'm down to 25GB). That's not a prob for me since I never keep anything critical on my built-in HD anyway - nor should you :) BTW I always use an external keyboard + mouse (consider a USB hub that will cost you all of $10  I DO appreciate the 2 built-in USB ports.
2389,I didn't even receive the right laptop with the right specs. After setting up the laptop it immediately started beeping really loud and then blew into recovery mode due to not having a hard drive>??? I'm not that tech inclined but I know enough to know what specs a computer does an doesn't have and
2390,"I can't rate the computer because you did not include a power source or tell me I needed one, so-o-o-o-o now I wait a few more days to see if it actually works."
2391,"Don't buy it! Dell won't fix it!  Used at home and less than 60 days the hinge came lose and the screen came apart.  I have to leave it open or it will get worse. After hours on the phone, Dell said the warranty does not cover this issue.  I can see other reviews with the same breakdown. Dell and Amazon are big companies and should try to make it right for consumers. It appears to be a manufacturing fault and should be recalled.  I will never buy another Dell product."
2392,"I could barely set the thing up. It timed out on every screen, every internet search, even with full-strength wifi - and with me sitting right next to the router! I had such high hopes, and I'm entirely disappointed. I got a new computer BECAUSE my old one was slowing down, not to get an even slower one."
2393,This laptop is slower then my old laptop I was replacing that’s 5 years old so I expected much more…  I expected it would be able to play a game on fb.. it’s not like I am playing COD it’s FarmVille for gosh sakes!!
2394,"I'm very happy with this machine it works great, I wished it had touch screen but for the money I can live without it. The clarity is wonderful and so easy to setup.  Life is good for a senior😊😊"
2395,"the internal battery lasted 2-4 days and wont recharge. its not dell, its the battery. i will never buy a laptop unless i can order a replacement  battery. in of story  . p s  i bought a IBM a year ago, the touch screen is junk,  dots that wont stop."
2396,"It's a good solid laptop! I needed an extra for work and then my primary broke so now this one is the one. In fact it is the one I am typing this review on, lol. The 10-key is great also. The picture quality is good for the price."
2397,Buyer beware - I bought this laptop specifically because it is advertised as running Windows 10 as that is what I needed to run a specific software program. It comes preinstalled with Windows 11.
2398,"I needed a new laptop for a class, after owning my old laptop FOR YEARS. Dell Inspiron has a Beautiful 15+"" display & was exactly what I needed: Spill proof keyboard, fast processor, great basic storage & functionality (I'm not an IT pro). Definitely recommend it."
2399,"I've always LOVED Dell Desktop computers. I've had several throughout many years. But I'd never heard anything about Dell laptops. Knowing that Dell makes the best desktops (in my opinion!), I decided to try the laptop. I couldn't believe how fast I fell in love with this laptop. I've had it for over a month now, using it for several hours each day & I have only found 2 problems with it:"
2400,I do not like the laptop. It is the worse I have ever had. It shuts down and will not come back on unless you are typing. Then you have to keep rebooting. Warning- I would not buy again. Don't waste your money.
2401,"This is the perfect computer for someone needing a home computer or work and school computer.  It's lightweight, fast, and can do multiple tasks.  What I like best is how fast it starts up.  Zero loading time when you turn it on and I like how easy it transitions between apps.  I don't do gaming but I do stream and it is smooth and loads fast. I've had several other brands and so many were disappointing.  This one is a keeper."
2402,"& wanted two good search engines, but Was frustrated by all the roadblocks thrown in by the hype telling me how good MICROSOFT EDGE was. i just could not load GOOGLE. I finally returned the Laptop."
2403,"As expected. It is fantastic! Light weight and well made. It performs smooth and quietly. We just needed a laptop for day to day office work and we had a small budget. The price was unbelievable and the performance has my two tombs up. The delivery was made way ahead of time, the package was well wrapped and padded. Wow! Thank you."
2404,ing. This one is perfect for that. It's not touch screen which I didn't want any ports. I found set up to be really easy and  don't mind any of those
2405,"I'm about to finish law school and I've had this laptop throughout my tenure. Being in law school and addicted to old 90's video games at the same time, I've spent more hours than I can count on this thing. I also stream movies/shows to my TV through the HDMI, and rock dual screens with a portable second screen. I usually have at least 10 tabs open for research, a few word documents open, run a really expensive adobe program, and play music at the same time and this thing can handle it."
2406,I bought the 2012 iteration of this models series and stopped using it on 2018. I stopped using it because it started getting heavy and slow. If I actually made an effort I would have probably been able to tweak it so it would go faster. The touchscreen feature is really nifty (especially in 2012/13) but this makes the screen heavier and dirtier. I believe for what its worth you get a lot for your money. Even being a budget friendly laptop I was able to game on it and use it as my daily driver.
2407,"The computer didn’t work when it arrived, after much hassle with Dell we returned it for a new hard drive - the ‘fixed’ one doesn’t work at all, not even the keyboard!! Worst product ever."
2408,"Returned as soon as I finally got to open the computer and look at the specs.  Processor was slower (1.1 GHz vs 1.4 GHz\1.6GHz) than advertised and the hard drive was smaller (128 GB vs 500 GB) than advertised.  There is conflicting specifications when this computer is compared with similar ones.  I'm going to stick with purchasing directly from the manufacturer.  I would have been hugely disappointed if I had paid the original purchase price of $1,000."
2409,Dell won't give a service warrantee but charges a higher price because of the length time since the vendor bought this..  The vendor did not mention this.  I recommend buying Dell computers directly from Dell.
2410,If you are just going to use it for emails and social media this is perfect for that.  If you are looking for speed for gaming etc. this is probably not the one for you.
2411,"I use this for personal and business computing at home - currently independent contractor.  Screen size is good - can use stand-alone (when I travel) but add larger screen at home for second screen.  Keyboard is also fine for travel, which again I supplement at home with separate key board.  Could have used more ports but extension ports seem work fine.  I am not a Google fan so the Microsoft suite (Excel, Word, Outlook, etc.) work fine for me - although Edge I am not crazy about.  Google and other aps work fine."
2412,"I haven’t bought a Dell in well over a decade because I’ve never had a good experience with them. Thought I’d give them a second chance 2022. It’s an impossibly slow laptop, to the point that I was almost nostalgic for dial-up internet. Not happy about having to pay to return this junk but it would have been an expensive paperweight if I kept it. Lesson learned - no more Dells."
2413,"Do not buy dell laptops , the hinges come loose and then the hinge catches the frame around the screen and screen, then dell won’t pay for repair, say it’s not covered, only had laptop 2 months"
2414,"Nothing wrong w/the laptop except for the way it was advertised.  I specifically ignored laptops that had Windows 10S.  This one was advertised as Windows ""Home"" - which it is, but running in S mode.  S mode is a real pain and getting out of S mode once it's on there isn't straightforward either."
2415,"we were looking for a lap top, to take with us when we travel, this computer is great!, light weight, large screen, and simple to use.  I always loved Dell, and, this fits all of our needs!"
2416,"I did not discover until I got through setup that this machine has Windows 11 Home installed, not Windows 10 as advertised. That matters because Windows 11 may not work with some of my legacy apps on a hardware platform as limited as this. There was NO indication on the box or the machine itself as to which version was installed. It even arrived without ANY paperwork inside the box, not even a rudimentary setup guide."
2417,I needed a new laptop for work since l am working from home..l like a lot it’s fast and light weight the set up was very easy..and the price was not bad either..
2418,Never loads when i actually need it to. It is so glitchy I have constantly missed zoom calls. The price is alright it worked for the first couple of months but after that it did not. Not worth my money or my time
2419,"Ordered this as a gift for my mother for Christmas and upon powered up it said hard drive not installed. It took me a month, several phone calls, several emails, plenty of fights between Amazon and Dell neither wanted to help fix this!!!"
2420,I did not realize that there was no CD-ROM drive nor that the keyboard did not light up for easy to see keys. I don't see too well and that would have helped me out alot. And I guess I assumed that all laptops would have some sort of CD drive. Pay closer attention to things that you might take for granted.
2421,"20 days after we received this laptop, the hinges holding the screen onto the body of the computer broke. We were not using the laptop on a daily basis and we were not abusing the laptop in any way; so this is obviously a defect with the manufacturer. The seller, GamerLand Express, has a high rating based on the website, so hopefully they are not at fault for the problem."
2422,I was so glad that I purchased this new laptop from Amazon. The price was affordable and works great. The anti-virus was a feature that was at a very great price. It is still working great after about almost a year!
2423,"I am very happy with the laptop. Since all of the wireless mouse, that I have gotten, were not a success, it was great to find that, all I need use is a finger. Plus, it does have USB 2.0 (socket) that allows me to my corded mouse, and my printer."
2424,I’m always hesitant with purchasing electronics on any marketplace (I.e Amazon ) but everything is perfect and exactly what I’ve been looking for. It’s worth the money you’ll spend on it for sure! If you’re anything like me I know you have to scroll through a few more reviews to be convinced but trust me when I tell you if ANYTHING and I mean ANYTHING was wrong from the time I purchased to the time I received my laptop I would say it. It also came super quick.
2425,I bought this computer for my dad.  He uses it mostly for paying bills and searching the internet.  It's perfect for that.  It also has a camera.  I think I'm going to get myself one too.
2426,It is unbelievably slow. The computer itself looks nice but the reaction is way too slow. My son would rather use his old broken Accer laptop instead. I don’t know what I can do. It is totally idle and waste. Is it possible to sell it back to the seller with a discount?
2427,"No touch screen, that’s ok, you will have warning come up after starting due to the power charger pack. It needs a larger power pack charger. The one I have is to weak."
2428,"Within less than 6 months the computer wouldn't charge unless the charger was wiggled in just the right way. I contacted Dell and they told me it wasn't covered because it fell under ""normal wear and tear"". There is nothing normal about a device not charging properly after less than 6 months of light use."
2429,"Still can not plug in earphones and get them to work. Very slow. Purchased for my wife, she is not happy with it. Not happy with them trying to force Mcafee down our throat. Also tried to use recommended Edge as a browser. Tried it and it kept popping up porn advertisements and trying to force Mcafee on us again, even after I had deleted it. Switched to Firefox. This may be one of the worst purchases I have ever made."
2430,Dell Inspiron 3583 15” Laptop Intel Celeron – 128GB SSD – 4GB DDR4 – 1.6GHz - Intel UHD Graphics 610 - Windows 10 Home in S Mode - Inspiron 15 3000 Series -
2431,"I had issued with the microphone at first but was able to run some diagnostic tests and it has been restored to whole. Overall, a good product for the price."
2432,When I received the laptop it powered up got it all set up and it was running fine. Today two or three weeks later it would not power up. I had a Tech look at it and he determined that the laptop was dead and useless. Unfortunately my return window has passed so I'm out a little over $300 for a laptop that doesn't work
2433,"I ordered this laptop in June for a new job I started. I was to be working hybrid, home on Tues/Thurs and in the Office MWF. My old laptop was a janky Lenovo from college that just needed to go, so I did some digging and found this laptop. The reviews were solid, and the price wasn't steep at all so I went for the purchase."
2434,"Got this just for my zoom meetings. The screen is cheap and blurry, but this stays put at my webcam table so I dont hv to move my better computer."
2435,Going over the specs I came to realize it wasn’t going to have that much more storage than I already had in my older laptop. So I returned this item.
2436,"I bought the laptop for my job, and I waste my money, is really slow and the most significant is the space that I show in the picture, when I push 2 times for open any document doesn't work, I think 2star is a good review for this product"
2437,I ordered this laptop to replace an older HP that has a failing hinge where the screen connects to the base.  I specifically wanted a computer with Windows 10 Home without the WIndows 10-S version because I prefer certain third party applications.  Well the description says Windows 10 Home but it is the -S version.  Not a big deal but misleading and I had to connect to the Microsoft store to get the version I wanted.
2438,"Experienced a a Microsoft Scam one day after delivery.  Related to ""When I purchased the computer it was to have Security Hardware on it.  Did not per the scammer.  Needed to send $99.95 to get the refund from Microsoft.  Hah!""  Not sure why this would happen immediately after delivered.  I was not on new computer.  So scammer did not know"
2439,"I ordered 2 laptops for my sons. Within a month, one had a hinge failure, the second machine now has a hinge failure after 4 months. The first machine was repaired, but took about 6 weeks to receive back. It's inexcusable, considering this is a basic part that should be perfected by this point in Dell's manufacturing."
2440,"Just got the laptop a month ago. I really love it. Very convenient to use. We even installed Wi-Fi and A Virtual Private Network with it. Now, I don't have to worry about using too much data on my smartphone or waiting to use my desktop PC when I get back home to New York."
2441,Used it for two weeks ran great now everytime I attempt to use it it says “hard drive not found” in the middle of me attempting to get something done. Waste of money.
2442,"First off, I got an HP laptop which I was I was fine with but wasn’t expecting. Opened the box and it had a thank you card from Walmart-interesting. Was using it once while doing school work, it went into sleep mode and never turned back on. Very very frustrated and disappointed."
2443,I have just had the computer for  2 weeks and it will not turn on !! When i called dell they said i need to call amazon . I am very frustrated! This seems ti be a problem with this type of computer if you google it
2444,"The ""Watchdog violation"" has been seen on Window's stop code extraction. Did just a Windows update (Win11) procedure. The only third-party software installed to the moment is the Googe Drive. Yet don't know the root of problem. The hard fault happened on Wi-Fi connection changing from established 5G to 2.5G within same router area."
2445,this is the worse computer I've ever had...I the middle of setting up it froze and it been 5 hours and I can't shut it down...and cant get up hpI've callHP and he was it still can;yt get it started...terrible product
2446,Bought/Set this up for a family member who just needed a very basic laptop. Laptop works fine but was disappointed that it doesn't actually come with Windows 11 already loaded. It boots and gets you connected to the Internet and THEN it downloads and installs Windows 11.
2447,"I bought this for my Nephew. He likes it a lot, but he is a writer and he had to install and pay for a word program. I don't know why laptops don't offer something simple for writing purposes. Other than that, he is pleased with the laptop."
2448,"This computer has me waiting 30 minutes just to search up something, the color is very trashy gray and dull, it is also false advertisement of 256 gbs of storage. This is the worst laptop I have ever owned."
2449,"This computer seems to work fine. I thought from the photos it had an SD card reader, but it just has a slot for one so I have to use a separate card reader."
2450,"HP has a home run with the average, non gaming user. Just wanted a quick boot up and won’t  burn my legs laptop at a reasonable price.  Rips through all my programs with ease. I am very satisfied."
2451,"For what it is, it's pretty good, a ryzen 5 with an SSD and a fhd screen for 400 is honestly impressive. I hate the fact that windows 11 was installed by default, so I moved to Fedora Linux as soon as I was to. I haven't tried any gaming, but I can confidently say it won't run much. Definitely a better choice than a chromebook."
2452,"La panatalle trajo un detalle. Un punto claro que se nota cuando el fondo es oscuro. La bateria no dura mas de cuatro horas y tiene un problema que, creo es de configuracion, que no me deja colocar el acento. Le hago los ajuses en idioma, la reinicio y todo bien. Al pasar dos minutos, vuelve con el mismo problema. Me siento decepcionada. No se como hacer para solicitar un cambio, pues la compre desde Venezuela."
2453,"The only problem I have is that the processing is not as good with windows 11, the rest of the PC is fine it's light it's ryzen 5. I do realize that I needed a graphic card though"
2454,"After seeing so many rough reviews I was a bit skeptical myself, but no worries this laptop is lovely! I'm months in and currently typing up this review on it. The keyboard is fantastic and satisfying. The mousepad is super responsive and has even a left and right side that have different features. Although the screen is not my favorite it still works well. This computer performs magically, but I do recommend installing extra ram onto this to rock its full potential. Overall beastly computer, take my word for it!"
2455,"The AMD Ryzen 5 chip gives this laptop great performance and battery life. Both the CPU and especially the built-in GPU perform very well. Also, it really doesn't get hot nor draw much battery during operation. A very good performing inexpensive laptop overall."
2456,"I did not get a 8gb. It was 4gb, blue, and extremely slow. The entire laptop felt like a child's toy. The screen was impossible to see. The quality overall was horrendous. I love HP, but was beyond disappointed with this product."
2457,"As you can see in the image, the screen presents this problem and it is more visible when the background is white or light, I have not used a lot this laptop and it started to present this problem for some reason."
2458,"Best priced laptop. AMAZING battery life and quick charge. You get everything you want in a simple but powerful computer without having to pay for the ""premium"" of a top brand name, or the ""premium"" of an Intel Chip. Thing works just fine -- one glitch is I have to often restart my laptop (takes like 30 seconds max) to initially connect to my WiFi ... maybe an easy fix?"
2459,"This is a great computer for the value and I am happy with the purchase but, when the computer arrived, it was missing the 3 prong connector jack for the plug to outlet. Please take note as I had to wait another two days and purchase this part."
2460,"This laptop did surprise me. The Ryzen 5 mobile CPU is rather good and the 8GB of RAM that it comes with is more than sufficient if you only plan on doing simple tasks - office work, watching videos on video websites, etc."
2461,"I never really take my laptop anywhere so I never really rely on it for on the go, I’ve bought this so I can run emulators on my laptop and the limit of this pc seems to be The ps3 emulator, so everything before it should run fine. That’s for people that care about that but overall a solid Investment for me"
2462,"It's a basic laptop that you can use for work. Comes with Windows 11 and you then buy Office. It's really lightweight - almost exactly as light as the MacBook Air. So if you don't want to spend a lot on a laptop and you only use it for basic stuff like Office, YouTube and web surfing and you are not too finicky about specs then it's a great choice. The AMD Ryzen is pretty fast - kinda faster than Intel IMO."
2463,"I do shirt design and am a college student so I definitely use my computer a lot, this computer functions well and is pretty fast. The battery last me maybe 6 hours and is very lightweight."
2464,Bought this one for our son thats attending ASU for engineering. Added another 8G memory stick and this thing is a very capable workhorse. I need one for work travel and look forward to using it daily. Don't hesitate on hitting the button. You will not be disappointed.
2465,"I loved everything about this laptop.  It was great until I went to turn it on the other day and though the light indicating it was starting up went on, it quickly went off and it has not worked since.  Since it is a laptop, I was advised it would be cheaper to buy a new one rather than fix this one.  Very disappointed!"
2466,I ended up returning it because it doesn’t have an ethernet port.  I didn’t know that not all computers have one.  It seemed like it would be a great computer for a casual user.
2467,"Excelente equipo! Prácticamente todo lo que ofrecen sin embargo no tiene el teclado Retro-iluminado como dice en las características para su venta. (Deberían cuidar ese detalle) , de resto, es muy rápida, la pantalla me encanta, excelente calidad y la batería tiene una gran duracion"
2468,Good specs for this mid-level laptop.  Perfect for my kid heading off to college.  It has all that is needed except maybe an additional upgrade in RAM needed in the next year or two.
2469,"Really good specs for a laptop. I did purchase another stick of 8 gb ram, not too bad to install, just be patient when removing bottom panel. Cinebench score of 5299, which for a mobile processor is not bad. Plan on using with an external monitor, external keyboard, external mouse for CPA/business/tax work. Cheaper than buying a small form factor desktop."
2470,"I like how lightweight it is, the ram is upgradeable & so is the SSD drive! I have always been partial to HP; my last 4 computers have been HP's. I find them to be reliable and I am hoping this one is too. It drains the battery faster than I would like, but it could be my settings, I will keep you all posted. Thank you, Amazon!!!"
2471,"I got this simply to acquaint myself with Windows 11 as my desktop could not be upgraded.  So far for the budget price it was a good choice, so I'm not surprised the keyboard has a flimsy feel.  It does what I need it to do as a backup device and to get familiar with Windows 11.  My opinion on Win 11 is still out."
2472,"As for as a laptop, that is all it is. The headphone jack stopped working after 3 months. The battery is meh, it drains pretty quickly if the laptop is off or in sleep. It takes forever to turn on, I legitimately thought it was broken when I first received it because of that. It also takes forever to come out of sleep. The review mentioned a touch screen, I don't think it has one. If it does, mine does not work."
2473,"Ok so overall this laptop is a decent, practical, all-around laptop. Not great, but good enough. If you’re a deal hunter and are good at what you do, I guarantee you can find better."
2474,"Tenia duda del procesador AMD, acoostumbrado a Intel por mucho tiempo pero es super rapida, la bateria dura bastantes horas. No es tactil pero los colores de la pantalla son geniales. Viene con Windows 11"
2475,This laptop is really good and fast. I just upgraded the ram 8gb to 16gb crucial ram and also 1tb sss crucial. Now this thing is butter. Good to buy
2476,I’m glad I tried this laptop. It gave me an appreciation for my 5-year-old model that has more speed and memory. I returned it knowing that I should buy at least an equivalent replacement. I’m not a gamer and
2477,"We needed a computer that was light and portable for school. This ticked all the boxes for what we were looking for, and we bought it and a additional stick of ram. It works well, performance is plenty."
2478,"Speedy and powerful, I can finally play Genshin Impact. Great battery life and fast to update with a lot of storage. The internet reception isn't very good on it though."
2479,Add another compatible 8GB 3200 RAM (about $40) and upgrade to a fast 1TB-2TB NVMe SSD ($60-$200). I play Fallout4 with a mix of med to mostly high settings with no lag.
2480,"The laptop is fine  but I'm deducting a star because the keyboard is not backlit.  I own three very similar HP latptops purchased through Costco over the past two years.  The Costco laptops were Intel powered i3 and i5 machines with the same 250 nits 14"" FHD screens, SSDs and backlit keyboards.  This unit is very similar however it is AMD powered and the keyboard is not backlit.  I tried my best to ensure that it was however I could not confirm on the web.  So let me be the first to confirm it is not."
2481,"Everything came fine, box was sealed and undamaged but when it was opened I notice this huge scratches at the back. Somewhat displeased because I know this is a new system but now it feels like a used device"
2482,"I like the size and weight and was really surprised how easy it was to set up and transfer from my other computer. My biggest disappointment is no touchscreen. I'd be lying if I said I don't miss my touchscreen because I do but that was my mistake, I thought it was a touchscreen, it is not. It's a little bit slow on the startup but functions well so far in everything I use it for. So far so good."
2483,I'm a Gmail guy I have a Gmail account I don't want to change.....good luck getting past all the Microsoft monopoly malware to install chrome as a browser...super slow also
2484,"I got this for school as an online college student and I love it!... So far. I've only had it a few days but it works great! It runs fast, I love that the keys are big and don't on them. It's lightweight and the screen is a good size. All and all I'm very pleased."
2485,"When the computer isn't plugged in, the laptop won't turn on. If you fully charge it, then put it to sleep..When you open it the next day the battery will be dead and it won't turn on. What good is a laptop if it always has to be plugged in? Useless. Trying to figure out how to contact HP about the one year warranty. It's ridiculous how hard they make it."
2486,Flimsy and breaks from falling less than 2 ft on a carpeted floor :-(  HP will not honor any repair on accidental damage.  My laptop was less than a month old when it happened. I sent it to them and HP quoted $619 to repair my $500 laptop.  I will never buy HP again.
2487,Produst was as expected but I ordered 2 laptops and only one came with shipment. Had to find out why and apparently warehouse only had one but there was no communication so 1 daughter happy and other disappointed as we had to order a different one from another seller.
2488,I needed a smaller computer. My desktop took up too much space on my desk while working from home. This laptop has been great. I can put it away when not being used and put it in my bag and take it with me when traveling for work. I would buy it again.
2489,"Bought this for simple audio recording and it is amazing for that. It is very snappy out of the box, but I did upgrade it with another 8 gig stick of ram for future proofing. I would wholly suggest it for any type of workstation duties."
2490,Its good for basic gaming but anything like vr or final fantasy will not be playable unless you take out the entire motherboard and get a new one so you might as well get a better more expensive laptop because thats gonna cost about the same
2491,I wanted to give this Laptop 5 starts but the battery life is no good. In just 20 mins I lose 10% battery power even when it runs on balanced. Overall a great and powerful little computer. Lightweight and excellent screen quality. Do I recommend buying? Yes.
2492,"So far I have had no problems. The speed is good. I have a second memory card that I haven't installed yet, but will soon. As fast as it is now, I can only imagine how much better it will be. Will give another update later."
2493,"Got this for my daughter after all of the chromebooks in the house died. It's the perfect size/weight, and has enough spec to run all of her games and schoolwork. She loves it!"
2494,"I like this laptop, but it is hard to see the letters on the keys. You can barely see them standing straight overtop the keyboard.  I wish I had returned it, but I've already downloaded personal stuff on it."
2495,This is feedback from my Daughter who I had it sent to as a gift. HP is typically good equipment. The components and spec in the AD appear to be a solid unit for it's intended purpose. I'll send an update upon hearing further information.
2496,So far no issues and it functions as it should. Bought this for my daughter for online school and she loves it. Wish it had a backlight for the keyboard but otherwise I have no issue with it. Great speed and easy to navigate.
2497,"The product page for the HP 15-dy5024nr is unremarkable, in that it does not really let you know what product line this HP laptop is part of.  It's also tough to know exactly what the specs of this laptop are, without getting one."
2498,I will give it some more time I guess but am really considering sending this back.  I can't believe how crappy the screen quality is.  My 5+ year old fire tablet has better video quality than this thing.  The last laptop I bought was in 2010... is it a requirement now that you need to spend $1000+ for anything decent?
2499,So much faster than any laptop I have had! I had to get one with lots of RAM and SSD. This would have been a bargain at twice the price!
2500,"Awkward to use. crosshair attaches to anything it gets close to. I don't want a computer deciding what I am doing. Highlights text at most inopportune times, not at my direction. Frustrating to use. Ikons too small."
2501,"Got this for my college Freshman daughter, she absolutely loves it!! So light to carry around campus, fast connections, and the battery lasts all (class) day. Not to mention all the non class things she does( Facebook, reading, streaming, ETC)"
2502,"Not good. The keys were loose and the plastic holding the keys in place was warped and very flimsy.  The overall feel of the computer is very cheap for the price tag.  I couldn't say much about the battery or specs because to be honest, I opened it up and noticed straight out the box it was such low quality. I Just sent it back for a refund."
2503,Who ever thought of silver keys with light gray numbers and letters should lose their job. Barely visible even if your are directly looking at them. Almost makes me feel like returning it just for that reason. Other than that it's a decent computer.
2504,A big thanks to Techno Panda on YouTube for the review and recommendation. I added another 8 GB RAM as soon as I got this new PC and it works really well. Restarts quickly. Chrome browser opens quickly. Can handle demanding tasks like Adobe Photoshop and Premiere Pro CC with little or no delay.
2505,The computer touchpad is terrible. very sensitive and it goes all over the place. The audio jack already stopped working. Always have issuing with WI-FI connections. None of my other computers have that concern. The quality is not worth it.
2506,"I purchased this laptop on Jun 13th and it was delivered on Jun 15th, which is the day warranty should start. HP sent a mail asking for feedback mail, in which it recognizes the purchase date to be around Jun 15th. However, when we check the warranty date, it starts on Nov 25th, 2021 (and ends warranty support Dec 29th, 2022)"
2507,Purchased this laptop in November 2021.  It is still under warranty but the HP website lists repair sites of UbreakIfit it. None of these sites would repair connectivity issues under the warranty.  Spent three hours online with HP support tech and still unable to access the internet.  We've always been satisfied with HP devices - no longer! The Amazon support CS did NOT offer to help provide a three way call to HP to fix the issue just gave us the HP 800 number. Sorry we purchased this laptop thru Amazon.
2508,"I never write reviews. Ever. But I am so disappointed after having this laptop for 4 months, the wifi stopped working. Nothing even shows up for connections. The touchpad/mouse is also not great to use, it is very touchy and ends up doing really strange things."
2509,"I only used it a couple of days when I got up one morning and it wouldn't pick up any wifi networks.  I tried to find out why, but there was nothing showing as to why it wouldn't find any networks.  So I had to once again break out my old, outdated laptop."
2510,I am waiting to see if Amazon / HP will honor the warranty.  My laptop developed vertical lines less than 3 months after i bought it.  Based on a test it was determinized that it was a hardware issue.  The laptop was not subject to abuse.  I am a 62 year old granny that keeps my laptop in my home.  I do not carry my laptop around.
2511,"I thought we were getting a nice, basic, laptop for my senior mother. It was nice for a few weeks then started having issues and eventually the option for wifi completely disappeared. After 10+ hours troubleshooting with windows and it’s still not fixed and conveniently out of the return period. I don’t recommend this device. It is flimsy- which is a little expected considering price. Also not a touch screen. Overall I would not recommend this laptop."
