,Hardware Sentences,Hardware Polarity
3155,"great graphics, keyboard and touch pad.",Positive
3156,"not almond, but blue and came with 1/2 inch scratch on top.",Positive
3157,product came today and works well.,Neutral
3158,"it looks great, very sharp, and the light on the back/keyboard is wonderful.",Positive
3159,"backlit keyboard is too dim to clearly see on a rainy day, but is ok in the total darkness.",Positive
3160,i love the keyboard soft and silent back lit for those times when it is just enough light to keep getting it done.,Positive
3161,"also the speed is insufficient as the letters appear after you type them, so a delay in directly what you input to appear in front of you from keyboard and load times i suppose should be advertised in description before you buy.",Positive
3162,"well, the webcam did not work so i bought from acer directly and the laptop is perfect!",Positive
3163,i literally shopped around for about a month in a half before i came across this beautiful item.,Positive
3164,there are chromeboxes that are cheaper with better specs if you have a keyboard and and mouse.,Positive
3165,the keyboard had signs of wear/scratches out of the packaging.,Neutral
3166,"this laptop is light, fast, and has all the ports i wanted.",Positive
3167,within 3 months one of the letters on the keyboard came off. | if we did ship it back i was then informed that if they ended up having to replace the keyboard it come out of our pocket.,Neutral
3168,i took the pictures using my moto g3 camera.,Neutral
3169,i would recommend others do this and make sure it is in the usb 3.0 port.,Positive
3170,i love that the keyboard lights up when i type.,Positive
3171,computer came with no valid digital certificate or product key for windows 10. listing said windows 10 in s mode.,Neutral
3172,"computers great, looks nice as one would expect from apple but camera quality is horrible, very grainy.",Positive
3173,"good screen, great keyboard and pad and it is surprisingly fast.",Positive
3174,what this is: a super lightweight laptop with a descent set of ports and a workable screen at a fantastic price with the latest windows version.,Positive
3175,i wish acer considering remove the number keys on right and centering the keyboard and touchpad.,Positive
3176,"if you have the backlit keyboard on, it does not turn off in tent mode.",Neutral
3177,"take everything from the m1 macbook air, make it lighter, slimmer, with a better camera, more screen real estate along with a magsafe charger & incredibly faster m2 chip, all in a less volume package than it is predecessor.",Positive
3178,an added bonus was that it came with free access to microsoft word/excel.,Positive
3179,"it has all the important features like ssd, keyboard backlit, numberpad, slots for dual storage (m.2 ssd slot+ 2.5"" drive slot).",Positive
3180,charges fast off any usbc you have laying around.,Positive
3181,"she loves the light-up keyboard, the size of the laptop, and overall quality of the product.",Neutral
3182,and the keyboard action is fine.,Positive
3183,it is nice to have a keyboard and a touchscreen feature.,Positive
3184,"several keys on the keyboard stopped working. | other than that it performs well, but the keyboard is a major frustration.",Negative
3185,"i was looking for something under 400 for years but never made a purchase because i have my own requirements: good speed, full hd (1080p), ips screen, backlit keyboard, and light weight.",Positive
3186,i feel like i have been scammed.,Neutral
3187,feather-touch keyboard (very quiet).,Neutral
3188,"it is terrific that it has a backlit keyboard, very helpful when typing in a dimly-lit room.",Positive
3189,it said it came with 90 day phone support but listed no number.,Neutral
3190,"i purchased a few weeks ago, added a 16 gb ram chip and have really been impressed with the speed, excellent keyboard and functionality. | screen is very bright, speakers are excellent, and keyboard feels great!!!",Positive
3191,"chromebooks answer the question, ""what if i had a cheap device that cannot do quite as much as my phone, with a keyboard and a larger, but not nearly as clear, screen?""",Positive
3192,"the backlit keyboard is a massive waste of time as the lighting is average at night, and obscures the keys during the day.",Negative
3193,the usb-c port is of no use.,Neutral
3194,"everything came fine, box was sealed and undamaged but when it was opened i notice this huge scratches at the back.",Positive
3195,came with window s mode which wont allow you to download chrome.,Neutral
3196,"a couple of weeks ago, it became painfully slow to the point it is now unusable.",Negative
3197,"good laptop so far...my complaint is the trackpad is a little sensitive and sometimes tabs want to move around, i can probably fix this in the settings, but have not looked into it.",Positive
3198,"i bought an external docking device that allows me to have more usb ports, and an ethernet port as well as a few more.",Positive
3199,"the keyboard lights up with is awesome, i remember when that was an upgrade that came with a luxury fee as well.",Positive
3200,"the keyboard is very easy to type on, and it is back lit.",Positive
3201,screen quality is amazing battery lasts forever and camera quality is great!,Positive
3202,"however, my screen has pretty nasty bleedthrough, and it came with a laptop that only holds two hours charge while only using google docs. | one of the usb plugs broke quickly with light use.",Positive
3203,"the camera quality is ok but not the best, little grainy.",Positive
3204,"bought 2 for my husband and i. everything has been really amazing with it, speakers keep it bumpin at work, and my husband can do all of his writing on his.",Positive
3205,my son also love the backlot keyboard and how fast the laptop is.,Positive
3206,"the keyboard works well, although of course it is not the same as a good separate keyboard.",Positive
3207,i like the keyboard and how it lights up.,Neutral
3208,backlit keyboard.,Neutral
3209,it does works great and very nice to type on as i am a touch typist (meaning i do not need to look at the keys as i use the keyboard).,Positive
3210,"i transported it to work the next morning, and when i took it out the touchpad appeared to be popping out a little big (see pic).",Negative
3211,the keyboard and touchpad are very comfortable to use.,Positive
3212,this came on time and works great so far. | the backlit keyboard has two brightness settings.,Positive
3213,i wish it came with a microsoft word program but i will just buy that too.,Neutral
3214,he says it is the perfect size; loves the quality of the screen/pictures; the ability to flip and fold like a tablet; and thinks the back lit keyboard is cool.,Positive
3215,"less than a year after purchase, the mouse touchpad is not working.",Negative
3216,"it is lightweight, responsive, and has a much better keyboard layout than my previous model.",Positive
3217,impossible to see the keyboard symbols.,Negative
3218,"for what ever reason, this morning the touchpad and mouse are working now.",Neutral
3219,"none of the keyboard keys have faded or even fallen off, and even after dropping it once, chipping the exterior. | the backlight is great, keyboard feels smooth, and the hardware exudes quality.",Positive
3220,"i bought this item ""new"", the box came ""sealed"" and when i opened it i found a deep scratch near the finger pad.",Positive
3221,used this laptop for a little over a month and the touchpad died; totally inoperative.,Negative
3222,one week later acer sent me a usb drive to reinstall windows.,Neutral
3223,used this laptop for a little over a month and the touchpad died; totally inoperative.,Negative
3224,"i use a wireless mouse and that makes my life so much better, not that the trackpad is not just fine but.... no comparison.",Positive
3225,the only issue i have is how light the words on the keyboard are.,Positive
3226,"alright so my husband is active duty army and needed a work laptop for this coronavirus lockdown, so we invested in a basic, affordable laptop.",Negative
3227,the keyboard is a bit small because the trackpad is so large.,Negative
3228,this came with windows 10 but i was able to upgrade to windows 11 for free after enough system updates.,Positive
3229,"i like the ease of using the keyboard and the speed of multi-tasking. | i prefer the home and end buttons to be separate buttons and not part of the number keyboard. | as for the backlit keyboard, it has a on/off button so you can control its use.",Neutral
3230,"the machine crashes spontaneously without any error reports. | no windows event logs, no crash reports, all updates and drivers applied.",Positive
3231,"product came through as advertised, good value for the $$$.",Positive
3232,this computer is full of great options and a light up keyboard!!!!!,Positive
3233,"the trackpad, the keyboard, the screen, the performance, the battery life, all great ",Positive
3234,"i recently purchased a dell laptop for around the same price that i, unfortunately, had to return because 1. dell sent me one that did not have the light-up keyboard i paid extra for and 2. it had major performance issues.",Negative
3235,"i have no idea why they designed this thing with an offset trackpad, but it contributes to multiple clicks because the ""left click"" area of the pad is now juuuuuust out of reach, to the point i have to be cognizant of where my hand is every god damn time and it just breaks any kind of flow.",Positive
3236,"i am totally happy with the computer, i just do not like ms spying on me out of principle, so it will see limited use while i run my lenux mint laptop for everyday internet stuff...much more secure at about 1/4 the size, you can actually run mint off a usb stick",Positive
3237,just realize you need to press fn and f2 key simultaneously as you boot up so can go into setup and select boot for usb.,Neutral
3238,"screen is decent, performance acceptable, sound ok, keyboard comfortable, internet connection flawless, battery life not test yet, form factor lightweight and price cheaper.",Positive
3239,it is light easily portable and has dual usb-c. it was the only laptop in an affordable price range at the time of purchase that has an r-series and dual usb-c. only things to take into consideration is that it only has one nvme slot and that is it for hard drives.,Positive
3240,"good laptop, easy to remove type s configuration, nice screen but keyboard backlite keys are almost worthless, not near enough brightness and letters are small but keys have a good feel.",Positive
3241,"this laptop is definitely under priced… the screen is beautiful the build is beautiful and the keyboard is backlit… i own a macbook pro in the keyboard on this one is way brighter than mine, so worth the price point definitely would buy again",Positive
3242,one last thing... when i record myself on my camera that sound quality is not too hot.,Positive
3243,the computer can be very useful and great if you do not need it for the video camera.,Positive
3244,decent mic and camera quality.,Positive
3245,package came undamaged and the quality of the computer is amazing,Positive
3246,"also, i purchased an external camera because the laptop camera constantly wants to change the lighting. | i got the job but had to buy another camera.",Positive
3247,we use it mainly to read financial news reports.,Positive
3248,love the red lit keyboard!,Positive
3249,the touchpad is nearly unusable.,Positive
3250,"i liked the product, it is only that i did not realize it came with us keyboard, not spanish one.",Positive
3251,i like the backlit keyboard except that i cannot locate the settings for it.,Neutral
3252,"the computer is great, sadly it does not have a full keyboard.",Positive
3253,"i bought it for my husband based on other customer reviews. | after using it for couple months, my husband is happy, no complaints so far.",Positive
3254,when i first got the computer it came in a plain box wrapped in bubble wrap no manual no real package i can only assume they sent me a broken laptop that was returned to them hoping that i would not notice the problem until the return policy ran out,Negative
3255,thanks apple for adding the extra keyboard for tapping on zzzzoooommmm!!!!,Positive
3256,my only complaint is that i did not realize it did not have a built in webcam. | i have not tried adding my own webcam extension at this time.,Positive
3257,"the video quality is phenomenal, the battery life is amazing, and i am a bit of an audiophile when it comes to keyboard sounds, so i love the sound of this keyboard!",Positive
3258,"not many complaints besides the batter life being kind of short but it does not matter since i always use it when plugged in anyway, i also do not have a real use for the rgb keyboard but it is pretty to have.",Positive
3259,"you will hear about ""the notch"" at the top of the screen where the camera is. | camera is now a full 1080p and is a big upgrade over previous macbooks. | the keyboard is a dream to type on. | the apple magic keyboard is the best - as is the track pad. | and added back an sd card slot and and an hdmi port - which many of us hated the previous macs that deleted these ports. | i wish it had at least one usb-a old style port - but it does not. | you get three usb-c thunderbolt 4 ports that you can use with adapters if needed. | they got rid of the touch screen bar at the top of the keyboard from previous pro macbooks and put back the regular mechanical keys for the controls.",Positive
3260,computer came in with windows 11 which may be good news to other people but not in my case.,Positive
3261,"i did not need anything fancy, bought my non techy husband one, and liked it so much i bought one for myself.",Positive
3262,"then i came across this (again, it is not a chromebook), and figured i would just install linux on it and use it for web browsing and connecting to various services on my home network.",Neutral
3263,"i prefer laptops to tablets or having to do everything on my phone, because i like having an actual keyboard and a decent sized screen, not a touchscreen (tablet) or a little tiny screen (phone) all in all, it is a great little laptop for the price.",Positive
3264,"backlit keyboard. | they are sending out the 2020 model which the keyboard does not light up, it does not have the fingerprint scanner, and it is not even the same color!",Negative
3265,"bought mines november 26,2021 and it is february 10,2022 and it just does not want to turn on nor charge nothing it is sad because i was using this for school work and out of the blue never been dropped nor touched by children it has been completely been in my care since day one i placed a screen protector i have a keyboard protector i have not downloaded anything but my cricut design software and kindle i rearly use it since i want it to last yet today i open it to use it with a new pen i purchased for it and it will not turn on nor will not charge and it is not the charger because it worked on my phone since i know it is the same plug i do not use it to charge my phone nor do i over charge it because i am very picky with my stuff.",Negative
3266,"it is lightweight, boots very fast and came with almost no bloatware.",Positive
3267,"the computer trackpad also stopped working randomly, the cursor included.",Negative
3268,"i stream games with multiple monitors, an el gato game capture device, sony camera, yeti mic, and this computer handles all programs like a champ.",Negative
3269,"final straw was the touchpad suddenly stopped working - after an agonizing 2 hours on the phone, conclusion was a hardware problem, no choice but to return it.",Neutral
3270,"one of the reasons i purchased the asus vivobook go 12 l210 was because of the advertised backlit keyboard. | as i was setting up my new computer yesterday, i was having a temendous amount of difficulty turning on the backit keyboard. | i spent hours researching and trying to troubleshoot only to discover that this computer does not have a backlit keyboard!",Positive
3271,has a camera/ video app and comes with news ms. my only other complaint is it drops wifi sometimes but i think i am going to blame that on too many people on the interwebs at a given time.,Positive
3272,"my only disappointment is the weak camera (640x480 snapshots), i expect better webcams these days.",Negative
3273,she likes the keyboard a lot,Neutral
3274,"i was very excited by this laptop, as i have not had one with a bigger screen in quite a while (and have never had one with a backlit keyboard; fancy!).",Positive
3275,"i live in a school campus which is impossible to use ethernet lan cable , wifi is so bad that it is unplayable , i had old dell laptop and it ised to work fine but this new one doesnt",Negative
3276,"fast, nice keyboard and long battery life. | the keyboard is fine, does not feel cheap or present any issues when writing hours at a time. | highly recommend this lenovo for anyone needing a long lasting, quick easy to use inexpensive laptop with a nice keyboard and, yes a touch screen.",Positive
3277,running a usb mouse right now.,Positive
3278,"the keyboard is great feeling, and the laptop looks like it is quality.",Positive
3279,the keyboard only lights up for a little bit unless you are actively typing.,Negative
3280,"she loves the light-up keyboard, the size of the laptop, and overall quality of the product.",Neutral
3281,and all the ports are on the right and left side which makes them easily accessible.,Positive
3282,"1. if you 10-key by touch, you will hate that part of the keyboard.",Negative
3283,"it is so crisp and the touch screen is amazing oh, i usually have an issue with the keyboards but not with this one at all.",Positive
3284,love love love the back lit keyboard!,Positive
3285,back lit keyboard.,Neutral
3286,it does everything i need it to do without having to buy an external/bluetooth keyboard.,Neutral
3287,"i have used to make videos as well with 4k footage from a a6300 sony camera, with da vinci resolve, works amazing for this hard tasks. | the keyboard is amazing, and even when you will encounter a plastic laptop, does not matter, because the construction seems sturdy enough.",Positive
3288,bought for my husband.,Neutral
3289,"it is ability to stay connected to the internet is negligible (it works ok until you connect to something like zoom and then it drops the connection multiple times during the call ), and it is webcam is not the best quality. | i have actually reverted to using my old laptop for anything i need to record and broadcast because even with it is flaws the webcam provides a much crisper picture than the one on this acer.",Positive
3290,"the build quality is not as good as i would hope for, but the keyboard is back-lit which i did not expect at this price point.",Positive
3291,love the lighted keyboard.,Positive
3292,"you get a very good piece of hardware (lightweight & portable, very fast boot, great screen and keyboard, ok trackpad).",Positive
3293,the touchpad gave out after only a few weeks and asus keeps spinning my wheels with update update update.,Negative
3294,also the light up keyboard is a plus!,Positive
3295,also if you pushed in the middle of the keyboard or by the speakers it would go out as well.,Neutral
3296,"i do like the physical laptop, with the nice rubber like keys to the keyboard and being backlite - but it is worthless to me in this s mode.",Negative
3297,the keyboard - while i am not a big fan of a backlit one - types very quietly and just feels good.,Positive
3298,less than two months with this laptop and the keyboard is not working.,Negative
3299,"i am judging it to harshly, i came from a macbook.",Negative
3300,"i do not totally love typing on the keyboard, but i normally use an external keyboard anyway so that is not a bother. | backlit keyboard is a must have, and often does not come with models twice the cost.",Negative
3301,it also has a super display and keyboard is not cheap feeling.,Positive
3302,this pc was good but the camera did not work i opened case they could not fis it poor product support dod not buy this pc do not buy this pc.,Positive
3303,"for what ever reason, this morning the touchpad and mouse are working now.",Neutral
3304,i upgraded the memory to 16g (came with 4g).,Neutral
3305,no issues with streaming class and the included webcam and volume/microphone.,Neutral
3306,did not finish this review now the keyboard stop working and the touch pad stop working sometime i have pc now.,Neutral
3307,"however, the keyboard is a bit iffy.. sometimes things occur that i did not do myself.",Neutral
3308,the keyboard lights up nicely.,Positive
3309,"good screen quality, runs heavy games like a dream, and supports my art programs nicely despite not being made for that purpose.",Positive
3310,"i like the design and the keyboard is well lit and comfortable, also the num pad is a plus.",Positive
3311,this is one great platform for cad/cam and gaming!,Positive
3312,"in other words, the built in camera, sucks.",Negative
3313,so i got this laptop for college and it is awesome to type on and there is a cool light under the keyboard.,Positive
3314,"the camera is not really current. | but if you rely on it for virtual meetings, facetime, zoom, etc, you will be disappointed in the camera quality. | i have very little need for the camera so it does not bother me personally. | but the camera is absolutely embarrassing for what has been named the laptop of the year by many, and i would agree, it is a great computer.",Negative
3315,the backlit keyboard is a very nice feature that can be turned off. | the only slightly negative thing is that the webcam is not very crisp.,Positive
3316,this pc was good but the camera did not work i opened case they could not fis it poor product support dod not buy this pc do not buy this pc.,Positive
3317,nice features such as lighted keyboard and turn off when not using to save battery which has good battery life.,Positive
3318,the only shortcoming i see is that the backlit keyboard lets more light through around the keys than i would like.,Positive
3319,"got this in preparation for going back to campus in the spring--simple to use for taking notes, working on papers between classes, and so on.",Neutral
3320,"alright so my husband is active duty army and needed a work laptop for this coronavirus lockdown, so we invested in a basic, affordable laptop.",Negative
3321,"trackpad terrible. | low-end machine but screen is good, ports are good, it is nice and sleek enough for the price. | but damn windows machines have had terrible trackpads for years and still they suck.",Negative
3322,"it runs a bit hot, the touchpad is not the greatest, and you will want some speakers but the hardware is solid.",Positive
3323,i love the back-lit keyboard.,Positive
3324,"it has an ethernet port, usb 3.1 ports, hdmi port, etc, so that is convenient compared to my macbook (which only has thunderbolt 3 ports and requires dongles or adapters for everything). | the backlit keys are great and the keyboard feels good.",Positive
3325,"i have only one complaint, the back lit keyboard has a timer and goes dark after about 10 seconds.",Negative
3326,a few things i have noticed is the backlit keyboard is very nice and adjusts automatically. | the keyboard is easy to type on and get used to and the touchpad is great.,Positive
3327,i wish it came with a microsoft word program but i will just buy that too.,Neutral
3328,"i was disappointed that there is no backlit keyboard. | i thought i could do without a backlit keyboard, but i cannot. | anyhow, if you can live without a fingerprint reader and backlit keyboard, make your purchase. | it has the ports i need. | there is not enough space to plug in two usb drives next to one another.",Negative
3329,the screen and keyboard are nice and large the computer feels a little heavy but it is very thin and fits great in my backpack and it seems durable as i toss my bag around here and there.,Positive
3330,"i purchased this on 2020, after a couple of months use the keyboard broke down. | probably a hardware problem, because i can use a different keyboard through the usb port.",Negative
3331,this is the one that came with it.,Neutral
3332,"the lighter weight than a lap top is great, also the length of battery life~ only thing that makes me sad is there is no ""numbers'"" keyboard on the right lower section as in w/a lap top, where you can click to make symbols, etc.",Positive
3333,my tech husband had to go in and turn on the speakers.,Neutral
3334,"it is very quick and responsive, easy to personalize, the screen is huge, it is slim, and the keyboard has so many functions it makes me squeal a little bit.",Positive
3335,no problems with the trackpad like i had with my most recent computer.,Positive
3336,"bought it for my husband, he likes it and is working on getting used to it is features.",Neutral
3337,"i am a medical interpreter and i work on camera and so far it responds great. | the keyboard very comfortable, i also love how light and thin is the laptop.",Positive
3338,"this lappy has a powerful cpu, but does not have a dedicated gpu, so playing anything aaa (even if it came out years ago) will run horribly!",Negative
3339,the other thing that kind of bothers me is the lack of usb ports. | the two regular usb ports just are not enough when you have two external drives a mouse and two midi devices that require usb power. | i had to buy a usb hub to really get the use i needed.,Positive
3340,i was very impressed with the speed and support for games with a very beautiful and customizable keyboard!,Positive
3341,"the camera is horrible as well, picture quality is worse then what my 3 years old smartphone produces",Negative
3342,it does not have a touchscreen but the touchpad does everything you need.,Neutral
3343,"the multicolor backlit keyboards are beautiful and the computer is looks and feel very sturdy. | however, i gave it a 4 star because the battery life is not as long as they describe and also one of the keyboard's keys fell out and i had to reattach but it was minor problem so not that serious.",Positive
3344,"so thin, light, with enough ports (the expandable ethernet port is adorbs), crisp hd screen, and a backlit keyboard!",Positive
3345,i love the keyboard back light.,Positive
3346,"nice to operate,fast, great price but needs more than one usb port otherwise very happy with purchase",Positive
3347,"only thing it is missing is a cd rom drive, but a usb external drive fixed that.",Negative
3348,"this laptop is light, fast, and has all the ports i wanted.",Positive
3349,i like the keyboard too.,Neutral
3350,extra monitors purchased worked initially but now trying to configure from the usb cable port.,Neutral
3351,"but if came with windows 10, not windows 11 as it was advertised. | came with instructions, how to upgrade to windows 11. so far i have spent 3 hrs. | trying to upgrade following the instructions, that came with computer.",Neutral
3352,i love the back-lit keyboard.,Positive
3353,i love the backlit keyboard.,Positive
3354,the only problem is the resolution on the camera/video is not good.,Negative
3355,"only thing is that the ad says that it comes with win dows 10 home, whereas it came with windows 11 in case that matters to you.",Positive
3356,computer came in spanish & we could not change it to english!!!!,Neutral
3357,there is some empty space behind the keyboard.,Negative
3358,love the rgb keyboard.,Positive
3359,"it arrived very well packed and just in time, it also came with stickers.",Positive
3360,"but, i was having some issues with the keyboard at first and realized it was set-up for the uk and not us.",Positive
3361,"fast, efficient, nice keyboard.",Positive
3362,the usb-c port does not support display mode for having three monitors.,Neutral
3363,"i love the backlit keyboard, large screen and i have yet to have issues with downloads , watching videos or even playing a game of solitaire.",Positive
3364,"the webcam, audio networking and bluetooth are all good.",Positive
3365,touchpad stopped working after having this computer for 11 months.,Neutral
3366,"returned it and got one that said it came with windows 10 home, that one also came loaded with 10s but cost me nothing to switch it over",Neutral
3367,both developed issues with the keyboard within a couple of months.,Positive
3368,i strongly dislike the fact that the keyboard backlighting turns off after 15 seconds of inactivity,Positive
3369,it has 2 usb ports and i wish it had a few more.,Positive
3370,the touchpad occasionally does not read input.,Neutral
3371,"love the display, hdmi out, backlit kybd, mini number pad & yes, even the touchpad.",Positive
3372,"opened this laptop up and found that the nvme ssd was not screwed down, just half assed inserted into the slot, then when i put my new nvme ssd in it immediately disabled the trackpad.",Negative
3373,"good speed, clear bright screen, easy setup, nice keyboard feel, lightweight, and very intuitive to use.",Positive
3374,i also bought an external hard drive because it does not have much space with all the crap it came prepackaged with.,Negative
3375,everything came just as it looked.,Neutral
3376,"keyboard close to desk top style. | lighted keyboard, good looking.",Positive
3377,"out of box, had a little trouble trying to install .iso from usb so ended using an external cd/dvd drive to install my linux distro.",Negative
3378,the front camera is horrible!,Negative
3379,this laptop came with a scam.,Neutral
3380,from the appearance to the back-lit keyboard what is not to love about my new laptop?,Positive
3381,"for me, the celeron processor is taking a little getting used to as it is a tad slower than my old asus laptop, along with the touchpad/number pad combo.",Negative
3382,the backlit keyboard is a nice touch.,Positive
3383,"a fine laptop, fast and just what you would imagine, have not tried anything heavy but flies on the internet and the camera is top notch for the price.",Positive
3384,this laptop does about everything my husband needed for his work.,Neutral
3385,beautiful rgb keyboard and looks neat sturdy built.,Positive
3386,the keyboard stopped working a little over a year of having it some keys do not work,Negative
3387,"i have not really used it for anything else it has three usb outlets enough for a nicer mouse, my card reader and my headset.",Negative
3388,the speakers are very quiet and the webcam is not very good (who knew that would matter until covid and suddenly regularly using video chats) but its otherwise been pretty good.,Positive
3389,bought for my husband and he has not had a negative review yet!,Negative
3390,the new one i got i had for about 4/5 months now works perfect really nice screen resolution love the light up keyboard speakers work nice just keep it in safe mode if you want to do other stuff jus get a desktop top yk but if you are looking at a laptop go for this one trust me,Positive
3391,keyboard light works terrific.,Positive
3392,the bios is modded by acer and is difficult to change ahci to legacy in order to boot from usb. | keyboard is backlit and battery life is acceptable at a tested 4.5 hours at full brightness.,Negative
3393,"...and it works out every invested dollar - 15"" ips, ryzen (not 5 but still good) , 2 memory slots, m.2 pcie, 2.5"" bay, backlit keyboard.",Positive
3394,keyboard is well lit and runs smoothly.,Positive
3395,"it has a few usb ports, and the ethernet port came in handy a few times.",Positive
3396,"windows boots up quick and the games i have played (mostly assassin's creed 3 and arkham asylum) run smoothly at ultra ratings keyboard looks awesome, it is easy to type on, and very customizable (this can be done on the steelseries app.)",Positive
3397,"the build quality is amazing, the chassis, hinge, keyboard, and mousepad all feel very high quality.",Positive
3398,"the quality of the screen, keyboard is great.",Positive
3399,wish it came with a mouse.,Neutral
3400,when i installed my husband's mouse it started working correctly.,Neutral
3401,the lettering on the keyboard is barely legible.,Positive
3402,very fast & great camera too.,Positive
3403,driver stopped working on speakers then came back on a day later.,Neutral
3404,it offers quite a lot for a very low price; though i did not expect the touchpad to stop working three months after purchasing and i did not expect acer's customer service to be virtually no help. | to get the touchpad repaired i have to send it off to their center in texas and the kicker is it will take 30 days.,Negative
3405,but the camera is extremely grainy and unfocused.,Negative
3406,my touchpad does not react to my touch and i have to scribble with my finger to get control of the arrow.,Neutral
3407,the keyboard is very quiet with a high end look and feel. | the touchpad is nice and quite and works flawlessly.,Positive
3408,pretty fast and the backlit keyboard and ten key mean i can work late into the eve if i want.,Negative
3409,my son came from a sandy bridge laptop with intel integrated video.,Neutral
3410,the right half of the keyboard stopped working a month after i bought it.,Positive
3411,great performance at a low price.i like the backlit keyboard and the easy portability.,Positive
3412,"large and hi-dpi screen, good keyboard, 4 core cpu, and linux support.",Positive
3413,the keyboard is easy to type on and the screen is very slim.,Positive
3414,"otherwise i really do like it, came with alexa already installed.",Positive
3415,it came professionally packaged and brand new.,Positive
3416,"apple made a bunch of missteps over the course of designing the more recent macbook pro computers, most notably the poor keyboards followed by the god-awful touch bar. | eliminating more of the ports on more recent mbps was also problematic, limiting everything to usb-c/thunderbolt only, even down to killing the very popular magsafe power plug.",Positive
3417,"bought it for my husband, who is not tech savvy and while he tried to find fault with it ( he favoured the firefox browser !!! ) | the picture quality is excellent , battery life is excellent and i love the keyboard ...... its a joy to use . | really good value for money and exactly what my husband did not realise he needed.",Positive
3418,this brand came highly recommended by someone in the tech.,Positive
3419,"to fix the hinge that connects the monitor and keyboard i would have to pay $200 although it is still under warranty, because they do not honor physical damage.",Neutral
3420,wish it came with a mouse.,Neutral
3421,the keyboard feels nice and the rgb lighting effects are really cool with the ability to set it to any color you like with some amazing effects to play with. | coming from a console to a pc takes a little getting use to but with the rgb lighting on the keyboard it was quick and enjoyable. | the keyboard has a great response feel and the keys are nicely spaced for me.,Positive
3422,we both use ours with an exterior monitor and keyboard/mouse.,Neutral
3423,"none of the keyboard keys have faded or even fallen off, and even after dropping it once, chipping the exterior. | the backlight is great, keyboard feels smooth, and the hardware exudes quality.",Positive
3424,"the only drawbacks as some people would say is there is no usb-c and the screen even though it is hd 1080p that the colors are not super accurate of course that is graphics and video people looking for precision color gamut accuracy but seriously most peoples eyes are not perfect either enough to see a difference, you look at this screen it is precision nice and crisp.",Positive
3425,i like the definition of the screen and the backlit keyboard.,Neutral
3426,it also came super quick.,Positive
3427,came quick as well!,Positive
3428,"802.11ac wifi, bt, backlit keyboard.",Neutral
3429,the screen and keyboard are magnificent.,Positive
3430,the keyboard lights up in a helpful way.,Neutral
3431,"but absolutely not acceptable that the touchpad stops working after one day !! | checked the driver .. followed youtube trouble shooting ..checked bios, no touchpad option in bios.",Negative
3432,"the truth is, it feels strong and well built, the materials are of very good quality, the backlit keyboard and the aluminum cover give it a sleek and modern appearance, the edge of the screen is thin so it allows you to take good advantage of the space of the screen",Positive
3433,front camera quality seems to have deteriorated somewhat.,Neutral
3434,"screen froze, i tried to reboot... it never came back on.",Neutral
3435,"most of all, my first week i had it i spilled an entire cup of coffee into the keyboard.",Positive
3436,"it is loads fast, it is very easy to see, it is charges up fast, and i downloaded one game on it and it came out so clear.",Positive
3437,"four months after receiving my chromebook the keyboard (g, h & backspace keys), do not work. | i am using a fintie bluetooth keyboard, that i use with my galaxy tab a!",Neutral
3438,"i thought i could live without a back-lit keyboard, but it is impossible to see the keys clearly because the characters, letters, numbers are very thin and almost the same color as the keys....especially if you do not have 20/20 vision.",Negative
3439,i think this laptop would be so awesome but the keyboard backlight would not stay on.,Positive
3440,the keyboard feels nice but it does not really feel as good as the laptop i had previously.,Positive
3441,"only 1 thing i did not realize when i bought this computer, no usb port.",Neutral
3442,!the first one some of the keys on the keyboard stopped working along with the mouse.,Positive
3443,"i have been in the market for a new laptop for sometime but was getting by with my 7 year old asus until the right deal came along. | i wanted ssd, lit keyboard, decent processor and graphics plus it had to be thin and light.",Positive
3444,got this for my husband...aka early christmas gift.,Positive
3445,"it also came with an hdmi port, which i was not expecting, but i was glad to see.",Positive
3446,"had exactly what my husband wanted, did not need anything over the top since he does very basic internet surfing and document viewing.",Positive
3447,super light weight and the keyboards is perfect.,Positive
3448,"everything is great except the touchpad, it is brutal.",Negative
3449,my husband was tired of holding a,Negative
3450,"start-up was super easy, the back lit keyboard is helpful, and it is fast!",Positive
3451,i would recommend getting a usb hub to extend the ports if you plan to use it with a mouse and keyboard as it only has one port. | the keyboard is surprisingly responsive and tactile and does not feel crammed for its size. | the front of the keyboard facing the user is somewhat sharp but gives an ergonomic curve for using while rested in the lap.,Positive
3452,changing the colors for the keyboard is not the easier to figure out.,Neutral
3453,i like the actual keys and i need my ports.,Neutral
3454,backlit keyboard is a plus and the feel of the keys is outstanding.,Positive
3455,the only issue has been the mouse on the keyboard has worked on and off since day one.,Neutral
3456,"i bought this for college and entertainment, and while it gets the job done all the usb ports have stopped working. | unfortunately this makes it harder to use usb's for college assignments, and i cannot transfer any of my photo's via usb anymore, which is incredibly annoying.",Negative
3457,keyboard light up is cool too.,Positive
3458,but the web cam sucks.,Negative
3459,"my summary is: you live with the screen every second you attend to a computer, the keyboard less, and everything else far less (trackpad, cpu, etc.).",Negative
3460,camera despite having the same.720p res it has a better image quality and i assume this is due to the chip processing image better than intel.,Positive
3461,"came with an invalid windows product key, was not able to get laptop out of s-mode.",Negative
3462,"came in perfect condition, it is super light weight and small enough to carry in a bag.",Positive
