,Audio Sentences,Audio Polarity
1190,"the only issue that i have with it, is that the sound is very low even with the volume all the way up. | for instance, the sound of one of those cheap $20 box fans is louder than the laptop while it is directly in my face, so i am probably going to get a bluetooth speaker for it.",Positive
1191,"the webcam, audio networking and bluetooth are all good.",Positive
1192,"sound needs to improve other than that, it is an amazing laptop",Positive
1193,"after less than 6 months and minimum to no use, the speakers make a clicking even with sound on low.",Positive
1194,the speakers are weak and low.. it has been well stored and no damage has occurred.,Negative
1195,"i upped the ram to 8 and got shed of s mode, so it is plenty fast for my use ( love the ryzen ssd) also has a very good sound which is far better than average.",Positive
1196,"it fits me perfectly, only draw back for me is the sound. | the volume could be on 100 and sound like its only on 60 other than that i love it!!",Positive
1197,the audio will also sometimes not work.,Neutral
1198,i do wish it had a stereo audio in jack and visual indicators for caps lock & num lock. | windows provides screen notifications for wifi radio status & audio mute.,Neutral
1199,"the sound level from the acer is very low, even when set at maximum output.",Positive
1200,this newer model the light bar is a joke and its a pain to change brightness and sound.,Positive
1201,"it is not a gaming computer and the internal speakers are low, but a cheap external speaker fixes that.",Positive
1202,"the picture quality is gorgeous and rich, again what an upgrade from my other laptop, and the sound has nice depth too actually.",Positive
1203,"otherwise, it ran fast and had good sound and a great look.",Positive
1204,the speakers are very quiet and the webcam is not very good (who knew that would matter until covid and suddenly regularly using video chats) but its otherwise been pretty good.,Positive
1205,the new one i got i had for about 4/5 months now works perfect really nice screen resolution love the light up keyboard speakers work nice just keep it in safe mode if you want to do other stuff jus get a desktop top yk but if you are looking at a laptop go for this one trust me,Positive
1206,"the sound, however, is way too low. | but with this laptop i have both the laptop speakers and volumes on whatever i am watching (youtube, netflix) at 100 percent and still cannot hear well. | i do not recommend this laptop if you plan on watching a lot of videos or anything that requires sound.",Positive
1207,sound is pretty good.,Positive
1208,downside are the speakers sounds disrupt at times.,Neutral
1209,"nice laptop but sound is ridiculously low, the volume will be all the way but still is not loud enough",Positive
1210,"computer was fine but the speakers were terrible, so bad i had to return it.",Negative
1211,driver stopped working on speakers then came back on a day later.,Neutral
1212,sound is very nice.,Positive
1213,and the speakers!?,Neutral
1214,the two speakers are located on the bottom front lip.,Neutral
1215,speakers have absolutely no base so the sound kind of sucks and the touch pad is nice but also a little to sensitive.,Positive
1216,"this laptop has some good features, the sound and screen are excellent.",Positive
1217,"material, performance and sound are absolutely defectless.",Positive
1218,only complaints would be the volume of the speakers are very low so you will need headphones or a external speaker.,Neutral
1219,the speakers are on the rear bottom so sound is not great but works fine with airpods or headphones.,Positive
1220,"the loud is the worst, ive never heard worse sound for a laptop.",Negative
1221,from my use so far the audio quality is pretty good but a bit muffled in some cases based on where i have it.,Positive
1222,the only real issue is the down fire speakers. | i know it is because it is slim but the speakers is not the greatest at all.,Positive
1223,i bought it to replace our old laptop whose speakers started messing up so we could not watch my son’s school videos.,Positive
1224,"the touch screen is as responsive as my phone, speakers actually sound good.",Positive
1225,the only thing is the speakers are very low.,Neutral
1226,"after just two months of basic usage (no gaming, no power using), i lost all audio function. | no sound at all. | i have adjusted the audio and volume settings, utilized the windows help and support options (which are very unhelpful), updated the audio drivers, deleted and reinstalled the audio drivers, and nothing has worked.",Neutral
1227,audio quality is also not so good (but it does not really matter cause i use headphones).,Positive
1228,the one issue i have is that the sound gets muffled sometimes because the speakers are on the bottom of the laptop.,Positive
1229,"love for the price, wish the speakers were louder but good buy",Positive
1230,"silent running, no fan sound whatsoever.",Positive
1231,nice laptop but it is hard to hear when the volume and all other audio are on 100 percent.,Positive
1232,great sound.,Positive
1233,check best speakers on any laptop?,Positive
1234,"then when try to install the laptop , the keyboad is rough plus too much sound .",Positive
1235,runs everything needed and the sound is great as well,Positive
1236,display quality and sound from the built in speakers is exceptional.,Positive
1237,"the speakers are a bit weak but i am over it, consider there is so many other great features for a low price.",Positive
1238,even then it sounds like it is on low volume when it is at 100%.,Neutral
1239,"however, the sound is very quiet.",Positive
1240,"after just two months of basic usage (no gaming, no power using), i lost all audio function. | no sound at all. | i have adjusted the audio and volume settings, utilized the windows help and support options (which are very unhelpful), updated the audio drivers, deleted and reinstalled the audio drivers, and nothing has worked.",Neutral
1241,"the sound is not great, very quiet no matter what is playing.",Neutral
1242,speakers might as well not even be there.,Neutral
1243,"my only complaint is that i wish they put the speakers somewhere else than on the bottom, but i deal with that since it is such a great computer!",Positive
1244,"it does not make any sound (using the same kind of edition and programming apps with an intel 2019 version, which is quite noisy).",Positive
1245,i would recommend this laptop to anyone who wants a sound performer at a reasonable price.,Positive
1246,"screen quality and speed are good, the built-in webcam is about the same as my old laptop, but unfortunately the speakers are worse...sound quality is fine but i have to have the laptop volume as well as the application volume (youtube, skype, etc.)",Positive
1247,and the speakers!?,Neutral
1248,"the speakers are ok, but mostly game with a headset.",Positive
1249,"the sound has some issues, as i have read across other reviews, but i do not need this aspect to be perfect anyway.",Positive
1250,"then this morning1/5/2021 it went biserk flickering, the mouse and the touch pad stopped working, the sound turned off and will not come back on, it will not allow me to log on to soptv, netflix or amazon prime movies....and typing this is taking forever as it types one letter at a time...with several seconds between letters.",Positive
1251,"there are 2 cons that you may want to keep in mind: the sound and camera quality are not the best...maybe even ""terrible""? | i do not have to have the best camera quality and i use a speaker or headphones for the sound, so it does not bother me so much.",Positive
1252,it seems acer always rips me off when it comes to damned decent speakers that last a long time.. i have had this thing a year one speaker dont work other cracks... if you want something with decent sound pass,Positive
1253,"everything is fast and easy to use, no gripes except for the sound quality due to the speakers being underneath, but can easily be fixed by either a. having it on a flat surface, or b. simply hooking it up to different speakers (which is easy because the laptop has bluetooth and various ports to plug things in).",Positive
1254,"while i do not plan on using it for any heavy-duty video editing or audio production it is more than qualified to use as a portable voice-over recording device, basic web browsing system, or for zoom meetings.",Positive
1255,runs everything needed and the sound is great as well,Positive
1256,"sound needs to improve other than that, it is an amazing laptop",Positive
1257,the volume on speakers is poor.,Negative
1258,the sound quality is pretty good for a small computer.,Positive
1259,it is still under warranty but it sounds like that might be an issue with covid and shipping it to texas for repair.,Neutral
1260,the only con i have to say about this laptop which is not that big of a deal to me is the built in speaker quality sounds pretty poor and built in camera is also pretty poor.,Negative
1261,it seems acer always rips me off when it comes to damned decent speakers that last a long time.. i have had this thing a year one speaker dont work other cracks... if you want something with decent sound pass,Positive
1262,"i do not know who designed to install the speakers underneath the laptop, but that was beyond stupid. | the sound quality is horrible, especially if you do not have it sitting on an elevated surface.",Negative
1263,laptop fan noise is unbearable.brand new laptop with no app makes more sound than a fan.returned the laptop within one day.waste of time procuring it.save your money.,Positive
1264,the speakers are weak and low.. it has been well stored and no damage has occurred.,Negative
1265,it is almost like there are no speakers at all. | i like the computer but i cannot stand the speakers. | do not plan on listening to anything unless you add extra speakers.,Neutral
1266,"the screen is bright and vivid, the speakers are clear, and it is super fast.",Positive
1267,screen graphics are very bright and sound quality is great.,Positive
1268,had trouble with the volume of the speakers but fixed it after 20 minutes of research,Negative
1269,i have to attach external speakers to a $400 laptop?,Neutral
1270,the picture quality and sound quality are wonderful.,Positive
1271,speakers are just about useless so i wound up having to use headphones.,Negative
1272,"also sound quality and volume is very marginal. | someone suggested adding an additional monitor and separate speakers, but wth, why am i rebuilding a computer i just bought?",Positive
1273,"no complaints only some minor picks such as it is not 4k only 1080p ,touch screen is somewhat not that fast but it does suffice for the price paid,love it is a 2 in 1 convertible chromebook,battery is pretty descent, sound is not dolby material but with the right headphones,you have dolby sound,etc...",Positive
1274,i have had this inspire 5 laptop for 3 months... it ran ok out of the box... then i added a crucial 500 gigabyte ssd and two sticks of crucial 8 gigabyte ram... now this machine runs like a rocket on steroids... i have been running windows 10s since day 1... one gripe i have is the screen brightness... maybe acer will allow us to brighten the screen a little more in the future with a software update... the other thing that could be improved is the volume for the sound... the speakers are on the bottom front of the laptop and sometimes it needs a little more volume to heard...,Positive
1275,six month update: down grading to two stars: flaky touch pad and the analog jack for headphone and speakers does not work.,Negative
1276,the sound quality is terribly low.,Positive
1277,"do not know how it will hold up but it is all i could have asked for so far, except really poor speakers. | have not tried bluetooth, but use of headphones is solution to terrible sound volume.",Negative
1278,however la battery life is not the better during approximate 6-7 hours also always heard a sound charging.,Positive
1279,"the only complaint i have is that the volume is so low on it, even at max volume, i can barely hear the sound when my heating or air kicks on. | that is unfortunate because i bought the laptop to stream videos on... i have learned to either connect my own speakers or headphones, otherwise it is impossible to hear the volume.",Negative
1280,the speakers are underneath and even at 100% it is still hard to hear without an external audio device.,Negative
1281,only issue with the device is it is fan sound.,Positive
1282,it worked for about 6 months and then the sound/charging port went out.,Neutral
1283,camera and sound very good as i use it a lot for zoom meetings/classes.,Positive
1284,"although i read reviews mentioning faulty sound/speakers, i thought that was just a rare occurrence.",Positive
1285,"also, the speakers. | not very good speakers if i do say so myself. | one last thing... when i record myself on my camera that sound quality is not too hot. | it sounds a bit muffled a lot of the time.",Negative
1286,"i like the msi gaming laptop because of the great design, features, sound quality, and a good look and feel.",Positive
1287,steelseries keyboad is a nice touch and after you enable the nahumic software (included for free) the 2.0 speakers turn into 7.1 surround sound.,Positive
1288,"good refresh rate, sound, graphics card is awesome.",Positive
1289,cannot run simple games without lagging out.. audio is not even relevant. | audio jack stopped working on the 5th day.,Positive
1290,"....also there are no cap lock/num lock notifications, but turn on the sticky keys sounds and you will be fine.",Positive
1291,after 6 months the sound went out.,Positive
1292,speakers are way better than any laptop i have ever had.,Positive
1293,"the only negative things i have to say is that the fan is loud when at full speed, and the speakers are sub-par.",Positive
1294,great sound.,Positive
1295,"the only complaints i have are the screen quality (a little blurry), touch screen (sometimes have to tap 4 or 5 times before it works so it slows down whatever i am trying to do), and when i use bluetooth for speaker sound while streaming, there is a few seconds delay between the audio and video.",Negative
1296,"the picture is terrible, it sounds like the speakers are underwater.",Negative
1297,"the heft and performance mean business, though the loud startup sound and fireworks display on the keyboard betrays a bit more whimsy.",Positive
1298,"picture quality is good and performance but sound quality is not soo good. | even putting sound up to 100 and going into properties n making adjustments, on a scale of 1 to 10. sound quality is a 5. so will be ordering a small speaker to be able to hear better.",Positive
1299,"the speakers do not seem really loud, but it does not matter to me i almost always use a bluetooth with it.",Positive
1300,"quick, backlit keys, crystal clear display, decent sound, and excellent battery life.",Positive
1301,the only reserve is that it is got a small drive - but that sounds like it is fairly easily upgradeable.,Positive
1302,the sound quality is terribly low.,Positive
1303,"""s mode"" sounds nice, because of supposedly well designed with integrated software.",Positive
1304,"another said concern was that the audio was lacking as well. | my first hand experience leads me to agree with that statement, as the audio below 50 in the settings is hardly audible, meaning that the max audio is also lower that most competitor laptops.",Positive
1305,sound is boxy i would recommend speakeramp and choose flat sound to get a clearer sound.,Positive
1306,"screen is large with good quality picture, sound is a bit weak but good enough considering it is a slim case laptop for such a great price point.",Positive
1307,the speakers quality is crisp but not that loud. | smartphones speakers are higher than this computer but overall.,Positive
1308,sound is sooo good.,Positive
1309,"i purchased two of these laptops for school however 2 months after purchasing the webcam stopped working,i at first ignored it however the sound then proceeded to stop working as well.",Positive
1310,"my only complaint is the sound system, which is very quiet for streaming shows and movies.",Positive
1311,"two minor negatives, as mentioned in video and customer reviews are a slightly dimmer screen than my last 3 laptops, just slightly but not that noticeable and definitely the speakers should be a bit louder but either headphone or $20 stand alone cheap computer speakers an option.",Positive
1312,"with my wireless mouse and external speakers, i have all i need.",Neutral
1313,the sound is good too.,Positive
1314,i do think the sound on it without my headset is low but this is not a concern to me.,Positive
1315,"great laptop, unfortunate that the speakers are on the botton, so if its sitting on your lap you cannot hear anything. | also if you want good speakers this isnt the laptop for you.",Positive
1316,"great screen, good sound, very fast response, at a great price.",Positive
1317,"did not start, no visual, no sound.",Negative
1318,"windows updates also make cpu usage high and make fan go crazy fast, sounds like a airplane about to take off!.",Negative
1319,"the screen is bright and vivid, the speakers are clear, and it is super fast.",Positive
1320,the speakers on this computer are awful!,Negative
1321,horrible sound quality.,Negative
1322,audio is ok. i sync with an anker portable bluetooth speaker.,Positive
1323,"had all the features i wanted (3 x usb & ethernet), decent sound and ssd.",Positive
1324,"my two complaints are, 1) the windows product key was not properly installed so i was locked out of some feature and had an annoying activate windows text floating over all screens at all times, and 2) the speakers are not great.",Negative
1325,crappy speakers.,Neutral
1326,the computer stops working on different apps (keys commands stop reacting properly and only give you a sound effect instead of the usual function of these keys) and you have to switch back and forth from app to app to restore the function.,Positive
1327,"i docked one star for the sound. | does not seem to be loud at all, but for the price i bought some bluetooth speakers.",Positive
1328,"the performance was pretty slow opening web pages, the volume was low to average & would probably need external speakers unless you are in a quiet room.",Negative
1329,"speakers, keyboard and (non-touchscreen) display are all great improvements over her old lenovo.",Positive
1330,"also some people complained about the ""tinny"" sounding speakers. | if you want audiophile speakers and a thin bezel around the screen, or virtually none, then this one is not for you. | you want better sound out of this?",Negative
1331,"only cons are the battery life, which if you are using as a dedicated gaming machine should not be a problem if you stay plugged in, and the speakers can sound a bit tinny at times, but if you use headphones this should be no problem.",Positive
1332,and i am still learning how to use the laptop's software to provide a better sound for music.,Positive
1333,"it comes with the worst audio outlets ever, not sure if they can be called speakers because they simply do not speak.",Negative
1334,audio is loud and sounds spacial.,Positive
1335,"high resolution screen, stylus, intel processor, fully convertible, back-lighted keyboard, great speakers, 10hr'ish life, great keyboard, etc... it is really perfect.",Positive
1336,"1. the audio is terrible...sounds like an crackly, old fashioned transistor radio",Positive
1337,"bought it in march and it keeps disconnecting from the internet, sound is absolutely horrible.",Negative
1338,"sound could be somewhat better, but it is a laptop!",Positive
1339,my main complaint it that the speakers face the bottom and are already pretty quiet.,Positive
1340,over all i am pleased with it however it needs speakers as the volume is very low and i attempted to upload my previous files from an external hard drive and this computer will not open any of my files!!!!,Positive
1341,"the sound, however, is way too low. | but with this laptop i have both the laptop speakers and volumes on whatever i am watching (youtube, netflix) at 100 percent and still cannot hear well. | i do not recommend this laptop if you plan on watching a lot of videos or anything that requires sound.",Positive
1342,"the only draw back for this product is that the speakers are very low, possibly because they are at the bottom of the device. | i gave it 3 stars because of the location of the speakers.",Neutral
1343,"the sound is not great, very quiet no matter what is playing.",Neutral
1344,the sound quality isaac under heavy bass,Positive
1345,the only thing that i do not like is that it does not get very loud but there are speakers and headphones to easily fix that.,Positive
1346,overall this laptop is a great purchase...the only downfall for me was the speakers are very low even at a 100% volume,Positive
1347,the speakers are loud!,Positive
1348,the picture quality is great and the speakers are good.,Positive
1349,the speakers are very quiet and the webcam is not very good (who knew that would matter until covid and suddenly regularly using video chats) but its otherwise been pretty good.,Positive
1350,good sound i mean more best buy out there.,Positive
1351,the reason for the low rating is that my speakers died after 6 months.,Neutral
1352,the sound quality is really low but he uses airpods so any headphones should fix that problem.,Positive
1353,the sound is awful .,Negative
1354,"2nd the sound is kind of low even at 100% probably due to the downward facing speakers they are placed at the front though which helps but up facing speakers of my 14"" laptop make it much louder even at 50%.",Positive
1355,"this pc has nice picture and sound quality, and was easy to set up.",Positive
1356,i have to use external speakers to hear anything.,Neutral
1357,sound quality is awesome and easily adjustable with the stock audio wizard program that it comes with.,Positive
1358,this worked for me when all i needed it for was schoolwork and web surfing but my biggest initial gripe was that the sound volume was very low. | it was a necessity to download a sound booster and the scree was not very bright.,Positive
1359,"also, the sound is way too soft - i tried all these ""fixes"" i found online, nothing helped. | why would you need ""fixes"" for something so basic as acceptable sound in 2019??",Positive
1360,"i do not know what super geniuses thought to put the cooling fan in front of the keyboard instead of on the side, but it makes it sound like a tornado whenever it is doing anything at all, even idling. | sound is also very quiet, you need to crank it up to 50/60 to hear pretty much anything.",Positive
1361,after i finished set up i went to online webcam test and audio test and everything works great.,Positive
1362,"i have owned uncountable computes since i bought my fist apple ""pizza box"" desktop computer in 1993. in our household, we use computers for work, internet access, email, photo and word processing, and (particularly for me) musical notation and audio playback.",Positive
1363,"excellent sound quality, and very user friendly.",Positive
1364,good speakers.,Positive
1365,the battery life is a joke and the audio system is weak.,Negative
1366,huge flaw: the speakers on this laptop are on the bottom of the laptop.,Positive
1367,"sound is good, louder than my office lenovo laptop.",Positive
1368,"the audio is so low, you can barely hear anything when watching something or on a video call (who is bright idea was to put the speaker at the bottom of the laptop). | and if you use the computer for a long period of time the audio gets very staticky and you cannot hear anything, again horrible when that happen on zoom.",Negative
1369,the speakers are a little weak.,Negative
1370,"i like that this laptop is lightweight and it is easy to use; however, the speakers are on the underside, so even with the volume all the way up, the sound still is directed down.",Positive
1371,"i had an eye towards being able to take it on the road with a small audio interface, while most of the time it would be the heart of my studio with a large external monitor (or two) and a small footprint on my desk.",Positive
1372,only thing sound volume could be little higher.,Positive
1373,only noticeable drawbacks are that the speakers are a bit weak and the fans can be very loud (though they can be adjusted).,Negative
1374,"quick, backlit keys, crystal clear display, decent sound, and excellent battery life.",Positive
1375,"it performs quite good and the screen/sound is very good. | not sure why there are so many ratings about the speakers being quiet, they seem pretty loud to me.",Positive
1376,the speakers are a bit weak and an external speaker has been necessary sometimes.,Negative
1377,the sound system is deplorable.,Negative
1378,if anything i had this labtop for a good 3 months and instantly regretted it everything is just horrible even if he audio is super super super low.,Positive
1379,"my only gripe is the sound is awful. | and the techie tells me at first my speakers are only 3 watts... then he corrected himself and said these speakers are only two watts! | so, if you want to purchase external speakers, keep it hooked up to your tv, or use ear plugs all the time, maybe this computer is for you. | my cheap phone has better speakers than this thing. | i am not even talking sound quality, i mean just hearing in general! | come on, acer, why did you totally blow it on speakers that barely speak!",Positive
1380,but the sound is pretty bad. | hoping i can figure out a way to fix this without having to add speakers since i would like this to be very portable so my child can do school work on the couch or in his bedroom.,Positive
1381,however - speakers are sub-par.,Neutral
1382,"picture quality is good and performance but sound quality is not soo good. | even putting sound up to 100 and going into properties n making adjustments, on a scale of 1 to 10. sound quality is a 5. so will be ordering a small speaker to be able to hear better.",Positive
1383,great sound quality,Positive
1384,the one issue i have is that the sound gets muffled sometimes because the speakers are on the bottom of the laptop.,Positive
1385,"we did, and the speakers are terrible. | i have them turned all the way up, and this particular model does not let you adjust the sound effects.",Negative
1386,the sound quality is horrible. | that is about it.. so disappointed about the sound system.,Negative
1387,solid computer; speakers are terrible...external speakers must be bought with this computer if you want to hear anything.,Neutral
1388,"the build quality is fantastic and speakers are decent, but the screen is lacking.",Positive
1389,i am using this machine mostly for recording audio with audacity software and then transferring the files to an external drive since the drive it comes with is pretty small and i do not want to bog it down.,Positive
1390,"it is useless, but for sound you have to use it and it is more cumbersome than the simple old way.",Positive
1391,"it has great battery life, the sound quality is good and it gets my kids homework done.",Positive
1392,very bright screen.i like the keys being a little wider apart than other brands of laptops.the processor is very fast.i think the built in speakers are not good but i have good quality outside speakers and earbuds so it is not a big problem.,Positive
1393,"the speakers are a bit weak but i am over it, consider there is so many other great features for a low price.",Positive
1394,"whoever designed this laptop is an idiot when it came to picking where to put the speakers. | so, if you plan on watching anything with sound, you are going to want another source for the sound.",Negative
1395,"the speakers sound good and have a good sound range, and i have had multiple successful zoom meetings with this computer, so the camera and microphone function well.",Positive
1396,"sound from speakers seems to be great at this time, will have to see how long that lasts.",Positive
1397,the sound quality is horrible. | that is about it.. so disappointed about the sound system.,Negative
1398,laptop had out of date sound software that was corrupted and their is not an update available to correct the many issues. | unable to connect and headset with bluetooth or wired due to sound software corruption. | the chat disconnected when they could not resolve sound issues.,Positive
1399,"i have got davinci and reaper installed and they all work excellently too, and the extra nvme slot was perfect to add some storage for audio/video/games.",Positive
1400,great laptop for gaming graphics are awesome sound could be better but i use headphonesso it does not bother me other then the speakers the laptop is perfect.,Positive
1401,"i like the computer, put the speakers never worked. | all that happens is ackackle sound when first turns on.",Positive
1402,only downside is the sound quality from speakers is not that great if your not using headphones.,Positive
1403,huge flaw: the speakers on this laptop are on the bottom of the laptop.,Positive
1404,"the sound is not super loud on the speaker, so she has to use headphones.",Positive
1405,"it handles multiple browser windows open, videos playing or music playing (wear headphones cuz the speakers are not great) and my favorite writing program all at the same time without bogging.",Positive
1406,got this laptop in march 2021. it is now october 2021 and the speakers are static. | i have always used an external speaker/headphones so i cannot even say how long the speakers have sounded like this.,Positive
1407,only downside is the sound quality from speakers is not that great if your not using headphones.,Positive
1408,"speakers leave more to be desired but honestly, i use a gaming headset and do not even think about it.",Positive
1409,"this was not a problem initially but seems to be connected to poor audio device drivers. | it seems like there is a setting in the soundcards that attempt to provide more consistent volumes between different apps that slowly overcompensates and ends up muffling the volume. | the chrome extensions seem to let you change this value while android, chrome and macos seem to hide this value in their sound mixers.",Positive
1410,"excellent battery life, beautiful screen and great sound quality.",Positive
1411,"granted, the laptop audio quality is stellar. | when plugged into headphones or other speakers, it sounds great. | i just wish the speakers on the laptop gave a better quality sound.",Positive
1412,"built-in speakers are poor, but the value for money and performance are outstanding.",Positive
1413,"i had a couple of random restarts that were concerning but the real deal killer was the audio. | on video calls with my daughter, the sound would just stop working and you would have to end the call and restart. | external speakers were not much better. | i do not know if it was an issue with the jack or the speakers or the cord. | these are the same speakers i was using for my pc and i did not have that problem. | i would probably reset it and given it a second chance if it was not for the sound.",Positive
1414,all the reviews i read said the speakers are great.,Positive
1415,the camera is very high quality for zoom and recording audio and video.,Positive
1416,"poor sound quality and it is not very loud even at 100, so if you are an avid music listener, i would not purchase this.",Positive
1417,"two were hp's and the sound absolutely died and were unfixable and since i watch a lot of painting tutorials i needed one that had decent sound. | well, this one has lousy sound! | my hearing is not all that good, but at least it has sound, even though it is very weak and it is pretty loud with an external speaker that i stole from my husband. | has good sound and now i understand that, i will just use a good external speaker from now on.",Positive
1418,"biggest and by far worst complaint after having it a while, the sound is really subpar. | sound is not good.",Negative
1419,the speaker are awful and jump it sounds buggy.,Negative
1420,"with my wireless mouse and external speakers, i have all i need.",Neutral
1421,i returned it because 1. speakers sounded blown out 2. my hdmi port was loose and it would cause my monitors to flicker or lose connection.,Negative
1422,"the only glitch for me was how low volume the speakers were, but the audio wizard fixed that - wish i could say exactly how it worked, but for me it was just hit or miss until i got the sound level where i wanted it!",Positive
1423,"unfortunately i do not see any reviews where people address the speakers. | we use this primarily for zoom and other conference calls, and the speakers on this are terrible. | the computer itself works great, but the speakers are useless.",Positive
1424,best laptop in the market except the sound is very bad. | volume at  sounds barely medium sound my cellphone has better quality sound.,Positive
1425,the quality of the sound is really nice.,Positive
1426,"i was okay with it, although the speakers are terrible and turned all the way up will not let you hear anything. | i chose to return it instead and buy the hp, with awesome speakers and a good keyboard.",Positive
1427,best laptop in the market except the sound is very bad. | volume at  sounds barely medium sound my cellphone has better quality sound.,Positive
1428,the only negative that i can think of is the placement of the speakers. | the speakers are placed on the bottom and really muffle the sound so my volume is always at max.,Positive
1429,and lastly the final straw…there is no sound on this computer.,Negative
1430,it is i deal for school work and has a very large screen other that the audio this is the best laptop i have ever had.,Positive
1431,"i have owned uncountable computes since i bought my fist apple ""pizza box"" desktop computer in 1993. in our household, we use computers for work, internet access, email, photo and word processing, and (particularly for me) musical notation and audio playback.",Positive
1432,"the complaint is i just got it, installed 1 app (steam) and the laptop already sounds like a airplane taking off.",Negative
1433,"on the left side we have an ethernet port, hdmi, mini-dp, usb-a, usb-c, 3.5mm audio output jack, and 3.5mm mic input jack.",Neutral
1434,this is a great computer as many have said (sound sucks).,Positive
1435,"unfortunately i do not see any reviews where people address the speakers. | we use this primarily for zoom and other conference calls, and the speakers on this are terrible. | the computer itself works great, but the speakers are useless.",Positive
1436,"next, the built in speakers were improperly installed and the sound quality is terrible. | the computer seems to work alright and after a small adjustment the speakers work now but i wish there was some kind of quality control before sending this out.",Negative
1437,"we did, and the speakers are terrible. | i have them turned all the way up, and this particular model does not let you adjust the sound effects.",Negative
1438,"very quiet speakers, relatively dim screen, bad web cam, ""meh"" track pad, not great for gaming unless you are playing something that is not very taxing on a computer. | luckily, everything else about the computer is amazing and could not care less about the speakers, brightness, webcam or track pad.",Positive
1439,"it is a good gaming laptop, the speakers are not as good as i expected",Positive
1440,screen and sound is great.,Positive
1441,"great laptop, unfortunate that the speakers are on the botton, so if its sitting on your lap you cannot hear anything. | also if you want good speakers this isnt the laptop for you.",Positive
1442,i use these for quick videos so i was disappointed at the quality of the internal mic- it is very ‘metallic’ sounding.,Negative
1443,"and it is still the best computing device i have ever owned-except for the sound, which totally sucks.",Positive
1444,"screen quality and speed are good, the built-in webcam is about the same as my old laptop, but unfortunately the speakers are worse...sound quality is fine but i have to have the laptop volume as well as the application volume (youtube, skype, etc.)",Positive
1445,the only thing that i do not like is that it does not get very loud but there are speakers and headphones to easily fix that.,Positive
1446,best laptop in the market except the sound is very bad. | volume at  sounds barely medium sound my cellphone has better quality sound.,Positive
1447,"screen is clear/bright and large, set-up is very easy, sound quality is fine.",Positive
1448,"the sound thru the ""realtec"" speakers was never loud enough to hear if not positioned right on the laptop. | through headphone the sound is fine. | working with tech support (which was overseas and a hassle) the speaker workaround was attempted and may have improved the sound volume a bit, but still not as good as our hp laptop. | i was lucky as mine lasted 3 months, (well without full sound that is).",Positive
1449,you have to make sure you have speakers.,Positive
1450,"very fast, great ssd and the speakers are fantastic.",Positive
1451,"....also there are no cap lock/num lock notifications, but turn on the sticky keys sounds and you will be fine.",Positive
1452,"it fits me perfectly, only draw back for me is the sound. | the volume could be on 100 and sound like its only on 60 other than that i love it!!",Positive
1453,i got this to replace the samsung galaxy pro 360. i returned it because it just did not have enough performance to run my audio interface properly.,Neutral
1454,"upon opening the laptop within a month of owning it, i heard a loud cracking sound.",Positive
1455,"the speakers are worthless, i had to purchase external speakers just to hear videos on the computer because even on full volume you cannot hear much at all.",Negative
1456,sound is pretty good.,Positive
1457,"you can do better - overall it is subpar... speakers are the worst, my iphone’s speaker volume is 3 times louder.",Negative
1458,"i could press it back down, but it sounded like it was only being held by some cheap glue.",Positive
1459,"he is taking classes online and it sounded as a great option. | it is light, small, sound is great, microphone and camera work well.",Positive
1460,one of the speakers and the camera stopped working after a few months.,Negative
1461,the audio is fine and the overall speed is fine.,Positive
1462,"i docked one star for the sound. | does not seem to be loud at all, but for the price i bought some bluetooth speakers.",Positive
1463,it just sounds like im in a call when im really not with headphones.,Negative
1464,2 rear speakers give plenty of sound and wifi connection has not so far had any drop outs or lagging.,Positive
1465,gaming movies and even the builtin speakers blew my expectations out the water.,Neutral
1466,"however the ""giant speakers"" really are bad...not the speakers themselves, but the sound program nelhim. | i had to buy a sound program dfx2 to have a decent listening experience. | i would have given 5 stars except for the sound.",Positive
1467,i tried pressing fn+f to put the laptop on quiet mode and the fan will slow down for 2 seconds before sounding loud again.,Negative
1468,"for example if i am watching youtube, granted it could just be the volume on the video, but the speakers dont seem to get as loud as i want.",Positive
1469,computer works fine...speakers are worthless.,Negative
1470,"even in normal mode with the fans allowed to adjust automatically my son's comment regarding the fans was ""this laptop sounds like it is talking where your old laptop was screaming"" lol my only critique is the screen has a bit of light bleed at the edges when it is at max brightness but this might just be mine.",Positive
1471,"the video quality is phenomenal, the battery life is amazing, and i am a bit of an audiophile when it comes to keyboard sounds, so i love the sound of this keyboard!",Positive
1472,runs everything needed and the sound is great as well,Positive
1473,"the screen is bright and vivid, the speakers are clear, and it is super fast.",Positive
1474,having said that the sound (as in volume) sucks,Positive
1475,sound is pretty good.,Positive
1476,"if you want to run many programs at once, even with upgrade ram and processor, you will hear what sounds like an airplane trying to take off constantly.",Positive
1477,it has 3 usb ports (was not sure reading description) and even though the sound is not great my speakers sound great.,Positive
1478,"i had a couple of random restarts that were concerning but the real deal killer was the audio. | on video calls with my daughter, the sound would just stop working and you would have to end the call and restart. | external speakers were not much better. | i do not know if it was an issue with the jack or the speakers or the cord. | these are the same speakers i was using for my pc and i did not have that problem. | i would probably reset it and given it a second chance if it was not for the sound.",Positive
1479,"audio went out today, so really unhappy now!",Negative
1480,"sound quality is pretty decent from the speakers, not the best in the world, but perfectly fine for watching movies or listening to music if you do not have headphones.",Positive
