,Display Sentences,Display Polarity
4730,"also be really careful because the screen is special, it has a coating for retina display and even touching it or gently cleaning it can remove some of the coating and leave subtle blue marks.",Positive
4731,"the ips panel screen has very good colors and the keyboard/touchpad are decent. | the battery can last up to 6:30 hours when i was just browsing the web and taking notes, with the screen dimmed and on battery saver mode.",Positive
4732,"every time i start the laptop, the screen flickers for 5 minutes and then stabilizes.",Neutral
4733,"the keys have a nice firm touch to them, beautiful screen, and the lit keyboard lived up to my expectation.",Positive
4734,"screen is large with good quality picture, sound is a bit weak but good enough considering it is a slim case laptop for such a great price point.",Positive
4735,the screen resolution is amazing!!!!,Positive
4736,"its screen quality is great, the keyboard changing is easy and amazing.",Positive
4737,"great quality screen, and amazing specs for the price.",Positive
4738,"pretty quick, great screen, touch screen works well, thin, durable.",Positive
4739,this is a beutifull touchscreen tablet laptop.small and easy to use.i use it only to study and i love it.when im not in the mood to stady in desk i lay down in my bed and study from there.,Positive
4740,after 5 months the display will not turn on i tried troubleshooting and resetting battery nothing works.,Neutral
4741,"fast, responsive, lightweight and no other laptop in this price range can compare to the performance and display output!",Positive
4742,"the screen quality is very good, the backlit keyboard is awesome.",Positive
4743,"for the price, it is very capable and the touch screen works much better than expected.",Positive
4744,the touchscreen is an awesome feature. | i can have multiple screened open and multi tasking with no issues.,Positive
4745,first of all; there is not touchscreen!,Positive
4746,and that fact i can flip the screen around and use as a touch screen are both added bonuses.,Neutral
4747,the screen quality is meh.,Neutral
4748,the screen stopped working 13 months after purchase. | otherwise not a bad purchase...except for the screen thing,Positive
4749,many of screen size but small bezels.,Positive
4750,it turned to an all black screen within a few weeks of use.,Negative
4751,"two minor negatives, as mentioned in video and customer reviews are a slightly dimmer screen than my last 3 laptops, just slightly but not that noticeable and definitely the speakers should be a bit louder but either headphone or $20 stand alone cheap computer speakers an option.",Positive
4752,"gorgeous clarity, anti glare screen, backlit keyboard and all the features you could want.",Positive
4753,the screen is sharp.,Negative
4754,screen sharpness is excellent.,Positive
4755,they are reliable and this one has the newest processor which is very fast and the screen has no frame. | the only issue that this causes is a lot of finger smudges from opening it or adjusting the screen.,Positive
4756,the touch screen is stable and works well.,Neutral
4757,"for a person who just wants to surf internet, watch movies and videos, it is the best product at cheap cost, light weight and easier to carry around, it is a very small screen but if you take into account the size of the phone where we spend most of the time on instagram and youtube i would not complain about this size.",Positive
4758,very nice screen hd1080.,Positive
4759,screen quality is sharp and clear.,Negative
4760,"great screen, good sound, very fast response, at a great price.",Positive
4761,"it runs fast and smooth, has a nice looking body, and the hd screen looks excellent.",Positive
4762,"the touchpad cursor will suddenly stop moving, and then as long as i am still rubbing my finger around the cursor will never move again, no matter the pressure applied it remains in one place on the screen.",Negative
4763,"nice laptop, fast with acceptable screen.",Positive
4764,"great computer, runs great, screen is clear, fast and easy setup.",Positive
4765,"the display is really good, the keyboard feels solid and has a good tactile feedback, is also backlit for 30 secs from factory and you can change that option on the bios making it permanently backlit which is pretty cool, i highly recommend to get the laptop togheter with a 4 gb ram module or a 8 gb module if it is possible, to unlock all the potential of the laptop, i use this laptop mainly for productivity and coding mostly in php, vue.js, etc.",Positive
4766,"this is a good laptop, it is fast to boot up and fast over all, ive had some problems with it but that is probably just because of 4gb of ram , its not too heavy and the screen is good",Positive
4767,the screen quality is amazing and the laptop is waayyy lighter than my last chrome book that i had. | the screen is big enough for me to have a great view of anything that i need a clear view for and the light up keyboard makes it easy to do stuff when it gets dark out (or if you like sitting in the dark).,Positive
4768,screen is clear.,Positive
4769,"the screen displays at 144 hz. | when the vertical synchronization is turned off, there will be no screen tearing.",Neutral
4770,"overall is a good computer and works well, the screen looks great, it feels light and sturdy.",Positive
4771,"wifi works great, the only thing that i had a problem with is scrolling down on the screen. | i was use to just hovering the cursor over the side of the screen. | (update) i literally just found out you can scroll up and down the screen in laptop form just by touching the screen.",Positive
4772,"the screen is bright and vivid, the speakers are clear, and it is super fast.",Positive
4773,i love it but it frequently glitches while i am mid typing and goes back to screen lock and recently the mouse stopped showing and touchscreen was unresponsive i have only had it like a week or so.,Positive
4774,"like jakey's mom wrote in their review, we experienced the black screen of doom on two of these devices.",Positive
4775,"could not be happier: solid build, snappy processor, responsive touchscreen. | screen resolution is crisp (for its size), keyboard strike is generous.",Positive
4776,love the screen!,Positive
4777,"large hi res screen, fast processor.",Positive
4778,"since then (after removing the bloatware and getting past the updates), i have had a very positive impression of this pc, liking its screen, its keyboard, and even its performance, which is acceptably fast (not super fast).",Positive
4779,nice screen and seems to be reliable so far.,Positive
4780,"the bonus 15.4"" screen gives me a nice view of my documents, powerpoints and spreadsheets.",Positive
4781,i was looking for a simple laptop with a nice sized screen that i can work-from-home with and play games on as well.,Positive
4782,we noticed that the screen was popping out after we unboxed and started setting up.,Neutral
4783,"great price, fast laptop, great screen quality.",Positive
4784,frozen screens and required a hard reset.,Negative
4785,"go to tablet mode, when i go back to laptop, i have to restart to get the screen to orientate and leave tablet mode.",Neutral
4786,"my two complaints are, 1) the windows product key was not properly installed so i was locked out of some feature and had an annoying activate windows text floating over all screens at all times, and 2) the speakers are not great.",Negative
4787,"this has been working well so far and is lightweight and has a decent sized screen. | this can be converted from a laptop to a tablet, and the screen flips easily. | the touch screen is responsive, but slightly less responsive than my other tablet.",Positive
4788,when i sign in the laptop jumps from screen to screen with me having no control! | it is like someone is controlling my screen and jump,Neutral
4789,"speakers, keyboard and (non-touchscreen) display are all great improvements over her old lenovo.",Positive
4790,it has a beautiful display but you should not buy a $350 laptop and expect it to run complex modeling software like mastercam or games that would bring a geforce rtx 2080 to its knees.,Positive
4791,and windows 11 turns out to be refreshing after windows 10's screen-hogging tiles. | the display is good and sharp.,Positive
4792,the screen quality is great and it is easily upgradable.,Positive
4793,the screen seems to be coming off it is place. | the screen is not broken just coming off it is place.,Positive
4794,"the screen is bright and vivid, and even on full brightness the battery lasts for hours on end.",Positive
4795,ips display is beautiful by the way!,Positive
4796,"hi how can i get help with this laptop , the screen is flashing every time, how can you help me, the laptop has any guarantee..?",Neutral
4797,i think the screen quality is just fine for my needs.,Positive
4798,no touch screen.,Neutral
4799,"screen quality was good, and gaming was no problem.",Positive
4800,"but what i know for sure is that this laptop is great for a combination of studying and gaming as 15.6' screen is the perfect balance between gaming laptop and a chromebook, thus, not taking up all your desk space and allowing room for textbooks and journals, while still allowing for a comfortable screen size for gaming. | the only true worry i have about the laptop is how hot it can get by just having the laptop in ""balanced mode"", a mixture between power saving and quality frames and resolution, near the vents.",Positive
4801,screen broke just a week outside of one year.,Neutral
4802,"some people complain about the large black edge around the viewable screen but that is not a problem as far as i am concerned. | if you want audiophile speakers and a thin bezel around the screen, or virtually none, then this one is not for you.",Negative
4803,"the rtx 2070 inside packs a massive punch, the display at 144hz refresh rate is beautiful to look at, and the processor keep everything running smoothly.",Positive
4804,"love that it is touch screen, my hands just slides over the keyboard.",Positive
4805,"love the backlit keyboard and 15"" screen.",Positive
4806,the screen resolution is awesome.,Positive
4807,very nice surprise is that they are touchscreen.,Positive
4808,"it is wonderful, but the screen is small because there is to much room taken up by the black boarder",Positive
4809,screen is nice and big and really like how the keys light up.,Positive
4810,i did not purchase for gaming and it is not a touch screen,Neutral
4811,screen to small. | i will be purchasing one with a larger screen.,Negative
4812,great laptop but the hinges decided to break on the right side right where the screen folds down.,Positive
4813,very happy with the performance and display.,Positive
4814,screen looks beautiful.,Positive
4815,"never seen such a nice, 1080 screen on a budget laptop... great color, image quality, bright enough, and wide viewing angle too.",Positive
4816,symbols and icons all over every screen.,Neutral
4817,"high resolution screen, stylus, intel processor, fully convertible, back-lighted keyboard, great speakers, 10hr'ish life, great keyboard, etc... it is really perfect.",Positive
4818,"it is elegant, well equipped for the price with a good display, and expandable with room for more memory and an additional ssd (both are very cheap now).",Positive
4819,"i purchased this hp especially for the size of the screen and this brand because my previous one was a hp,",Negative
4820,the high resolution screen is amazing.,Positive
4821,"it is what i expected, great screen and fast enough!",Positive
4822,i realized that my eyes would prefer a bigger and even brighter screen but this unit is quite handy!,Positive
4823,i bought it actually because my old laptop was having difficulty closing the screen because the hinge somehow broke from the screen.,Positive
4824,the screen is nice.,Positive
4825,screen quality is very good too.,Positive
4826,"in the future, i would like to see touchscreens included on their laptop models (being a former teacher of persons with autism, they really benefit from the additional input method). | also, the retina display is awesome, but maybe in some of their higher priced laptops like the macbook pro they can start using oleds as model upgrades.",Positive
4827,"the screen is average/above-average. | even keeping the screen brightness turned down to no more than middle of the road, i could not really get much more than 3 or maaaaaybe 4 hours.",Negative
4828,it is not touch screen. | picture display quality is pristine.,Neutral
4829,"it is my first laptop and i am impressed with the buttons, the screen and the overall price for the item.",Positive
4830,the screen quality is over the top.,Positive
4831,screen is dim.,Positive
4832,"the screen display is very nice for looking at pictures, watching movies, etc... overall nice value for the price",Positive
4833,"i specifically put into the search on amazon that i wanted a touch screen, this laptop came up as having one. | it is not touchscreen. | this computer is okay but honestly all laptops should have a touch screen because it is such a pain going from my other devices to this.",Positive
4834,the screen quality is amazing!,Positive
4835,"i mostly use at laptop, but so nice to have the touchscreen / tablet option too! | i would maybe prefer the screen be detachable, not because it is bulky but i do worry a little about pressing on the keyboard when it folds around.",Positive
4836,the screen on this was shattered.,Neutral
4837,"i love the bright, crisp screen, the backlit keyboard, and sleek brushed aluminum look.",Positive
4838,it has a good display and backlit keyboard but memory resources are lacking which would be expected at this price point.,Positive
4839,i bought this pc this week and it unnecessary gets really hot and the screen has glitching issues.,Negative
4840,still lots to learn and set up since i havent had it long but overall i love the touch screen and how lightweight and slim it is.,Positive
4841,only wish it had an edge or boarder around the screen so you can hold it without interrupting the touch function.,Neutral
4842,i was never able to get the touchscreen/tablet mode to work but i did not look into it too much.,Negative
4843,"you get a very good piece of hardware (lightweight & portable, very fast boot, great screen and keyboard, ok trackpad).",Positive
4844,not giving 5 stars because the hinge broke (detached from the display frame) after about 6 months of use.,Neutral
4845,the screen is sharp and has good color. | touchscreen...works(its' a touchscreen).,Positive
4846,"the screen, while big, has a resolution that makes the words blurry. | it automatically highlights things when i just want to scroll, clicks when i am just scrolling, picks and chooses when it pauses when i use the space button, and enters full screen when i am just trying to drag a pane to the side.",Positive
4847,"it is a lot smaller screen, keyboard, etc., than i had before.",Neutral
4848,amazing for a 15.6 screen size and full backlit keyboard.,Positive
4849,used for 3 days and one day i turbed on and screen has lines running down it waiting for return have to ship back cant return to a anazon store what a nightmare not sure why seller is yet to contact me but i suggest not buyinh from them the item was defective they want me to psy return shipping plus a restocking fee which says 15-50% im confused and amazon isnt helping,Negative
4850,the screen also will absolutely not be beat at this price point.,Negative
4851,the screen with like netflix n all is alright but it is a very good labtop for its price.,Positive
4852,"i bought the used one, that i do not know if all the screens of the this types are so bad. | it is so hard to read the words on the screen.",Negative
4853,"my previous laptop was an msi as well, but this one is even better - it is durable, great screen, love the light up keyboard and the keyboard feels nice, it is quick and snappy and it runs great playing computer games.",Positive
4854,this little chromebook is 30times faster than our old hp touch screen lab top!!,Positive
4855,"all of the specs are wonderful, and the screen produces, nice, crisp, and smooth gameplay.",Positive
4856,"it has everything you need and nothing you do not the ssd is fast, and the minimalist design simplifies things and does not give you features you probably wont use (cd drive, touchscreen, etc) i may add additional ram in the future, but as it sits now it does everything i need it to (and fast) for streaming, browsing and general computing.",Positive
4857,"when unplugged, the screen bugs out and flashes all different colors every minute or two.",Neutral
4858,"this computer would continually blue screen at least once a day. | it was blue screening from the killer wifi, from the predator turbo features and from windows hardware issues.",Negative
4859,"got this laptop to replace a 14"" one i was using for work to get a bigger screen but 1st time i had it outdoors with the brightness all the way up i could not see a thing.",Neutral
4860,it is great during conference zoom video and computer screensharing is great with clarity.,Positive
4861,screen is bright and big.,Positive
4862,"the chassis is so flexible that i cannot adjust the screen angle without moving the power connector on the motherboard, which causes the machine to shut down.",Negative
4863,great display.,Positive
4864,wanted to get a relatively cheap laptop with a 1080p screen that could do mainly basic functions like watching videos from various streaming services (youtube/twitch/netflix) in chrome. | screen is 1080p but the quality is not great.,Negative
4865,sturdy metal frame and vibrant screen.,Positive
4866,"i wish it had a touch screen, but that was not a deal-breaker.",Neutral
4867,"i have a plain white bland screen... i have no idea what to do to fix it or who to call... so, i am just screwed!!!",Negative
4868,nice size screen. | the screen is kind of opaque. | it may be because of the touchscreen.,Positive
4869,"six months later, she opened the computer to a black screen with colored stripes on a third of it.",Negative
4870,"i love the matte screen, which means there is little light reflection off the screen, and i can afford to lower the screen brightness and save battery.",Positive
4871,"he is pleased with his purchase, the touch screen is precise, has an excellent battery life and brightness.",Positive
4872,"the graphics are awesome with the high resolution and with multiple windows open, that is just kudos. | i could not be happier with my $500 turbo laptop with the awesome resolution.",Positive
4873,"as soon as we turned it on, the screen went green/black and we kept getting the error automatic repair message of some kind.",Positive
4874,screen quality is amazing.,Positive
4875,fast enough excellent price fantastic screen quality.,Positive
4876,screen quality was horrible! | i was so sure it was supposed to be touchscreen.,Negative
4877,the touch screen is really responsive and the stylus is not uncomfortable and feels nice in the hand.,Positive
4878,the touch screen works great.,Positive
4879,it works well with xbox controller and connects to a big screen using the available hdmi port.,Positive
4880,"easy to set up, screen quality is perfect for work functions and gaming.",Positive
4881,rotating the screen around keeps the keyboard down and they use as a standing tablet.,Negative
4882,"at $525 it was an excellent value, despite having a lackluster low res screen with a narrow viewing angle and a proprietary charging port.",Positive
4883,"bought this in march of this year, now reach october and the screen went dead!",Negative
4884,the screen is nice and it can handle high-quality graphics/visuals easily.,Positive
4885,"the screen resolution is amazing, it is super lightweight, from power on to using is about seconds, & the price!!",Positive
4886,"additionally, the laptop has no green screen making it an inferior product for use on zoom etc.",Positive
4887,really works well for all your school needs and is decent for low quality and resolution games like valorant and such,Positive
4888,"screen is vibrant and easy to look at (i am so glad i decided on the 15.6"" screen instead of the 14 inch!)",Positive
4889,after 16 months the thing's screen went black.,Negative
4890,"i love the backlit keyboard, as well as the ips display.",Positive
4891,i gave it 4 stars because it does not have too much ram and the screen quality is not like amazing but that is expected for the price.,Positive
4892,"item was double packed and arrived in order, specifications checked out, gorgeous (its a matt screen hence no glare/reflection) and large screen space.",Positive
4893,the screen resolution is great.,Positive
4894,within a month or so he got a blue screen.,Neutral
4895,the screen is really high quality and it is descently fast.,Positive
4896,the screen was impossible to see.,Negative
4897,1080 ips screen low brightness.,Neutral
4898,it does not have a touch screen but it is fast & works great.,Positive
4899,lacks a touchscreen but that is in the specs.,Neutral
4900,"the display is really good, the keyboard feels solid and has a good tactile feedback, is also backlit for 30 secs from factory and you can change that option on the bios making it permanently backlit which is pretty cool, i highly recommend to get the laptop togheter with a 4 gb ram module or a 8 gb module if it is possible, to unlock all the potential of the laptop, i use this laptop mainly for productivity and coding mostly in php, vue.js, etc.",Positive
4901,fast enough excellent price fantastic screen quality.,Positive
4902,great screen for the money as well.,Positive
4903,"it is a great laptop for work, not so much for gaming though, the screen quality is good, it has a very easy set up process and it comes with pretty installed windows, which is a great plus",Positive
4904,"well, upon arrival, i got a call from the service department saying that when they received my computer, the screen was cracked, and therefore the warranty was void. | i asked repeatedly how a closed, flat laptop, protected by that much bubble wrap, could possibly have had the screen cracked during shipping. | ok. so... all the time, people's warranties are voided because their computers arrive with ""cracked screens."" | it would have been literally impossible for my screen to have become cracked during shipping.",Negative
4905,it definitely has the best screen of any laptop i have bought.,Positive
4906,i bought a 23 inch acer monitor and turned the display down on the laptop and placed it on my sliding keyboard drawer.,Negative
4907,i liked it except for the fact that it was not 1440 resolution.,Positive
4908,"the problem numerous people have, and which i had, is the area surrounding the screen becoming unglued around the right hinge and so it starts to fall apart when you open and close the screen.",Positive
4909,i love the way it elevates at a very slight angle when you open the screen.,Positive
4910,"however, i was able to download a series of games, and it does well with split screen and office work. | i am not sure if i have a touch screen.",Positive
4911,touchscreen is great very responsive love the fold over feature.,Positive
4912,with every setting turned down besides screen quality this laptop can push 32 chunks 40 fps however with good internet it can achieve 60 fps this appears to only happen in the nether though.,Positive
4913,"the product page says it has an hd screen, but then you look closer and see that the resolution is only 1366 x 768. while technically you can say this is hd, when most people see those 2 letters, they automatically think the resolution is full hd, which is 1920 x 1080. it has been a long time since i saw any laptop being sold with a resolution below full hd. | i think the reason for the high price is the fact that it has a convertible touch screen, so you can use it like a tablet if you wish.",Positive
4914,well after just a few month of having it the screen went completely crazy and i cannot see anything. | i was using it to watch netflix got a pop up saying it needed to restart for new software and after that the screen was so distorted i could not see a thing.,Negative
4915,"the screen quality is amazing, it is very fast and does everything i need it to. | i was very surprised with the screen clarity while watching netflix.",Positive
4916,"good laptop, not fancy, good screen does exactly what i need it to.",Positive
4917,it has a nice screen and does not feel as budget as many other laptops in this price range.,Positive
4918,"however, the screen at 1080p is an amazing first impression.",Positive
4919,"quick, backlit keys, crystal clear display, decent sound, and excellent battery life.",Positive
4920,"absolutely love it, not a heavy gamer but works great with screen res.",Positive
4921,i cannot snip or take a screenshot because the show windows button does not work.,Neutral
4922,"the computer looks very good the only problem that i had with it was it goes in and out of touch screen and touch pad, sometimes it will lock on on all the touchscreen and i will not be able to access the keyboard or the mouse",Positive
4923,and the screen appears to be in perfect condition when off,Positive
4924,"it is fast, the keys light up, screen is high resolution and bright, light and slim also perfect size.",Positive
4925,"the screen is beautiful, the keys light up, it is light and sleek, and easy to use.",Positive
4926,the screen is lovely and the backlit keyboard make it feel like a premium device for easy on the budget $.,Positive
4927,this computer has no touchscreen qualities.,Neutral
4928,"the screen is black, my son just received this laptop for christmas.",Negative
4929,it performs quite good and the screen/sound is very good.,Positive
4930,no need for touchscreen.,Neutral
4931,the screen clearly had a transparent square burnt into it that would come and go.,Positive
4932,"screen quality is ok, but i would not recommend it for high octane gaming.",Positive
4933,i love that it converts so easily and has the touch screen feature.,Positive
4934,the screen is a nice size and presents a clear image.,Positive
4935,the part that attaches the screen to the key board hinge is separating. | i have never done anything but close the screen and set this on a table.,Neutral
4936,"the screen was actually better than i expected, with good touch sensitivity and crispness. | i will say that it feels better in the hands (heavier, better screen) than our prior samsung chromebook, which felt plastic-y and light.",Positive
4937,i also am a sales consult and the ability of these devices to switch to a tablet and create crop-able screenshots has been invaluable and made creating quotes for clients a breeze.,Neutral
4938,"i purposely included the word touchscreen in the title because it is a “touchscreen” laptop. | this is a “touchscreen” laptop. | 16 gb of ram, 128 ssd drive with one terabyte of hdd, touchscreen tablet, 15.6 inch screen - this is an amazing deal for the price.",Positive
4939,"from the screen quality, the speed and performance, and how lightweight it is.... this is a 10 star laptop.",Neutral
4940,the display is the big bonus here at this price point.,Neutral
4941,the day i got it the computer kept crashing to a pink screen. | the rubber around the screen is falling off.,Negative
4942,i love this laptop it is very light it is very thin the screen is a great size not too big not too small the battery life is great mine did not come with the touchscreen but i really do not have a need for it the keyboard is perfectly fine i highly recommend this laptop i cannot say anything bad about it would buy it again,Positive
4943,takes forever for screen to respond when i click on something.,Neutral
4944,i used my chrome book 1 day and the screen went black and never came back on.,Negative
4945,touch screen is super awesome.,Positive
4946,the screen is great and it works perfectly as far as games but now its cant be used at all .,Positive
4947,i purchased this laptop a little over a year ago and the hinges snapped and the screen is starting to separate from the hinges.,Negative
4948,there is no touch screen not sure why it is asking me to write a review about it but very slow computer extremely difficult to set up windows spoke to the company personally and they were unable to help me this is only good if you want to surf the web at a very slow speed i needed to write a report and was unable to even after purchasing all of the office apps.,Negative
4949,"it is a nice little chromebook, the first one i bought had an issue with the screen but was replaced promptly by amazon returns.",Positive
4950,the screen quality is excellent and the battery life is great.,Positive
4951,the screen quality is very good.,Positive
4952,the screen resolution and brightness is bad.,Negative
4953,"had the computer for three weeks, with only a total of 3 applications installed when i received the blue screen of death.",Neutral
4954,"this computer worked well for the first three months after purchase, then the display/screen stopped functioning; the laptop still functioned when an external monitor was plugged in. | i used the amazon-facilitated acer warranty hotline to arrange to have the laptop repaired at the texas facility, but after acer received the broken laptop, acer claimed the display was 'cracked' (which was not evident to the naked eye) and thus this component was not covered by their 1 year warranty.",Negative
4955,"great lightweight piece, decent screen.",Positive
4956,now the joint that flips up the screen is separating and i am sure will eventualy break.,Positive
4957,love that it is touch screen.,Positive
4958,"display is gorgeous, deep blacks, bright, and vibrant with amazing viewing angles.",Positive
4959,screen is small.,Negative
4960,"there is no home icon to bring me back to my home page, and the micro soft that comes preinstalled does not let me use google at all, everytime i have tried to use google browser micrsoft prevents it, the screen is a bit smaller then the advertized measurements imply, and every single day since i purchased this laptop there have been microsoft updates which is getting fustrating.",Positive
4961,"when returning, the screen cracked during the delivery process.",Neutral
4962,"i have only used it a few times since purchasing it but i noticed that the few times when i did use it the screen would go out and would not come back on, of course the 30 days had passed or else i would have returned it right then.",Negative
4963,"other than that great budget laptop for surfing the web or just watching netflix, nice screen and performance.",Positive
4964,just note that it is not touchscreen.,Neutral
4965,every day or so i open the lid and have a black screen.,Negative
4966,i love this laptop except for one thing sometimes the cursor or the mouse i am using starts to glitch and move around the screen etc .,Positive
4967,the large screen size is great for videos and the picture quality is good.,Positive
4968,screen locks and you have to wait 5 minutes for it to try again.,Neutral
4969,great display.,Positive
4970,"my son's right hinges failed, then shortly thereafter, the right hinges failed, which led to the image i have posted of the screen coming apart with exposed wires.",Negative
4971,screen quality is amazing & the touchscreen work flawlessly & does as it says.,Positive
4972,the screen is dull and not too bright.,Positive
4973,"used only 30% of power after 4 hours of use in office, including web browsing, vscode coding, support an external display for a win11 virtual machine.",Neutral
4974,the brightness of the screen is not low like i was led to believe.,Neutral
4975,"i love it, everything about it, for one the screen quality is beautiful and it has a backlit keyboard. | i did not see anything about a touchscreen in the description, i am not a fan of touchscreen anyway.",Positive
4976,black screen that would hang most of the time.,Positive
4977,"for 300 dollars you get a thin laptop with a nice ips 15"" screen.",Positive
4978,the screen size is perfect.,Positive
4979,i love this computer great features....clear bright screen easy directions on set up glad i brought it,Positive
4980,it is fast and the screen quality is excellent.,Positive
4981,the screen keeps flickering and the touch pad works sometimes.,Neutral
4982,"for general use like watching movies or on the web to whatever i needed to do this laptop was amazing the screen gets bright, keypad feels great but.. sometimes i find myself needing to charge it often but personally i dont like it to get below 50%",Positive
4983,the computer does not come with touch screen.,Neutral
4984,"in less than a year, the screen gave the dreaded black screen of death. | now i am on the hook for a new replacement screen.",Negative
4985,"however, i like it is smooth operation, slim design and vibrant display.",Positive
4986,"i got to the point after language definitions, and ran into a screen that i could not exit from.",Neutral
4987,screen glitches on this product.,Neutral
4988,"the build quality is fantastic and speakers are decent, but the screen is lacking.",Positive
4989,"the build quality is admittedly solid, and the screen is also pretty gorgeous, but the performance is surprisingly bad.",Positive
4990,it is touch screen also makes it really and convient to navigate through various screens.,Positive
4991,"does not need a docking station, i have an hdmi and a minidisplay port each connected to it directly and the extended display is impeccable!",Positive
4992,"it is fast, the screen is true hd (1920 x 1080), very light for a 15 inch laptop, has a great trackpad, and good keyboard.",Positive
4993,"since i did not like it much at all - it was slow, really heavy and the screen resolution was awful - and had it for long enough, i decided to buy a new one.",Negative
4994,"secondly, the hinges on the laptop screen are fragile and could snap which can damage the laptop's monitor. | lightly lifting the corner of the laptop can cause the screen to crack which will make this laptop useless.",Negative
4995,it packs a punch in terms of quality and display.,Neutral
4996,the screen quality is great and i have a tb of memory.,Positive
4997,it is light and thin with a great screen and keyboard.,Positive
4998,highly recommended for the touch screen capabilities.,Positive
4999,i say the only thing i wish i could do is disable the touchpad when i am using a mouse because i am just constantly hitting it and messing the screen up.,Neutral
5000,the gpu and cpu are both very good and the screen looks great.,Positive
5001,the high resolution screen is amazing.,Positive
5002,"if all you do is word processing - then this will work fine for you just make sure to turn the resolution back to the native resolution of the screen which is not full hd! | i do not know how they got away by saying it is a full hd screen but it is not - it uses amd ""virtual super resolution"" to make it full hd!!",Positive
5003,"what a horrid chromebook, my fourth, and this was by far worse than the samsung and the two acers, my last just got put in the garbage as the screen would go black and never recover. | this hp screen would split and then you would have to shut down to get the screen whole again. | screen quality was very dim and i thought this was touch screen but not.",Positive
5004,very bright screen.i like the keys being a little wider apart than other brands of laptops.the processor is very fast.i think the built in speakers are not good but i have good quality outside speakers and earbuds so it is not a big problem.,Positive
5005,the picture quality of the screen is horrible.,Negative
5006,"this acer has blown me away with the performance, screen quality & battery life.",Neutral
5007,"the screens break and apple denies there is a problem. | we have had this one for about 8 months and the screen just broke a second time. | i have paid $200 for apple care and $100 twice to replace a screen. | we did nothing to the screen. | just open one day and the screen is black and pixelated. | just be ready to buy it several times over replacing the screen.mif you are already a victim, there are law firms taking cases.",Negative
5008,"the screen is rigid and the hinge looks solid. | if you do not need touch screen or thin metal body, this is a good choice.",Positive
5009,great touch screen.,Positive
5010,"the screen resolution is good, but i am not using this for gaming or photo editing, so my bar is not too high, but it works well for streaming.",Positive
5011,"now it takes 15 minutes to even get a screen to show, and will not open windows at all!",Neutral
5012,not sure if the screen is out or what.,Negative
5013,it was the most cost-effective solution for my price point and scored high on rendering the game and has great screen quality.,Positive
5014,"the cámara it is really good , so i just had my first problem with it i was doing homework and the screen started glitching so let us see what happen",Positive
5015,i have a desktop machine for home but when i travel for work i wanted something light with a good screen that can play games.,Positive
5016,i wanted a good screen definition to watch movies and i am very satisfied.,Positive
5017,"the nvme drive is fast, the screen is good with decent color reproduction and i have had very few issues with the realtek wifi card, although i will upgrade it as soon as funds allow. | my only real complaint is the 60wh battery only gives me about 3-4 hours of use with a slightly dimmer than normal screen if i am using autodesk or adobe apps away from my desk.",Positive
5018,even though the screen is not huge its not bad to work with.,Positive
5019,"one that is fast, very very very easy to navigate, does what i want it to do without a thousand error messages and no resolution.",Positive
5020,"it is sturdy, battery life is good, screen quality is good, it is definitely a solid b.",Positive
5021,"good screen resolution, large screen, fast processing and browsing.",Positive
5022,"i have read other reviews about the screen crapping out, mine has never done that, keep my fingers crossed.",Negative
5023,"every time the screen is adjusted the display flickers, and displays all white, or colored stripes like the screen is broken or malfunctioning. | this laptop sat in its box and was not even touched until it was set up, so i know it was shipped with a faulty screen or driver.",Negative
5024,i purchased this in december 2021 but started using it in february 2022. today 18 october the laptop showed an error message then the screen had lines and now it is not powering on.,Neutral
5025,"there is no discrete graphics, only amd radeon graphics for light gaming at low resolutions.",Positive
5026,less than fours months of only daily (remote learning) school use and the hings are separating from the screen.,Negative
5027,"it is compact in size, fast, clear screen, and was a great price.",Positive
5028,neither resolution was acceptable to me.,Neutral
5029,"the screen quality is good, it is light weight & easy to carry around.",Positive
5030,screen is blur hurt vision.,Neutral
5031,screen is okay not for gaming or graphic design.,Positive
5032,not a touch screen.,Neutral
5033,the display is just freaking amazing with the mini-led's and promotion 120. i have just totally been blown away.,Positive
5034,"the screen is large; it is light; and it charges quickly. | the cursor lags and depending on your movement is easily lost in the screen. | a touch screen might overcome some of these problems, but it does not have one. | a light computer with a large screen is a good idea, but the concept is brought low by poor operating mechanics.",Positive
5035,"additionally, the laptop has no green screen making it an inferior product for use on zoom etc.",Positive
5036,the screen has bad flaws! | when i try to close the laptop the screen pops loose i do not know how much longer it will last and what i will do for school work when it breaks completely.,Negative
5037,"secondly, after using it for a few days, it suddenly goes into a black screen and i am still struggling to get it to work.",Negative
5038,hate the fat the screen has gone black and will not come back on.,Negative
5039,"it does not feel cheap like some laptops at this price point, it feels very premium with the metal body and soft keys and the retina display. | the screen is also very good, it is nice and bright and has amazing colors which is very good for photo editing!",Positive
5040,good speed and the screen is large enough for everyday web surfing.,Positive
5041,this computer do not look like the pic i thought it was a big regular touch screen computer it is not its a school computer for school kids my child has the same exact school computer and it does not download any type of games at all just paper work only or school work nothing else,Positive
5042,"i purchased two of these items both of them had the same display problem which when i opened up a web page everything looked fine then when i went into it like let us say netflix it looked like x-ray people like high contrast was on and it was not i opened up other web pages the same thing on two laptops, i got the same thing i do not know if anybody else is experiencing this but i had to send them both back.",Positive
