,Storage Sentences,Storage Polarity
1432,i normally do not leave reviews but this laptop only having it for about a week and everything runs better than expected... would recommend for a gaming/school pc plenty of space and boot time with the ssd is practically non existent,Positive
1433,"i play the sims 4 on here with no problem but will look to expand its storage because i want to add more games, overall great laptop.",Positive
1434,memory and storage also good for elementary grades.,Positive
1435,"love the display, hdmi out, backlit kybd, mini number pad & yes, even the touchpad.",Positive
1436,"the speakers are not loud and sound slightly tinny, but overall the laptop has a good hardware set and still ram and hdd upgradable.",Positive
1437,"also love that you are able to upgrade the storage/ram yourself, a very nice touch.",Positive
1438,i have a white full hd acer chromebook i got last year on amazon that has outstanding sound.,Positive
1439,"it may be due to the ss drive vs. traditional hard drive, but it makes a big difference!",Negative
1440,upgradable memory and storage is why it is great.,Positive
1441,great speed and storage space.,Positive
1442,"the granted tower has six terabytes of m203 ssds, 32 gigs of ram, and the same cpu almsot.",Neutral
1443,"i put in another ssd, of course you have to partition but it works perfectly.",Positive
1444,"so i bought this acer aspire, knowing it was a little light on ssd and ram. | i ask a little more as i do vector art, video editing and graphics, so added an additional ssd and 8 gigs of ram.",Positive
1445,"very light, great screen, ssd drive and another spot for additional, up-gradable memory, i increased to 12 gig, plenty fast..i needed a windows machine due to microsoft ending support for windows 7 which i love.",Positive
1446,the screen is awesome the memory hard drive is not enough for gaming,Positive
1447,i did not need a big hard drive but did give a sizeable amount.,Negative
1448,"even with what appears to be minimal specs in ram and hd size, thus far we have not been disappointed. | the unit boots up extremely fast due to the ssd and since everything we do is stored on the cloud, we actually have hd space to spare.",Negative
1449,with the lower gb ssd i got a 64 gb flash drive for files and with the usb 3.0 the write speed is quite up to par.,Neutral
1450,"the fhd display really surprised me. | 16gb ram, 1tb samsung 980 ssd. | when you close the lid and open it after 20 minutes you will find it is incredibly warm if you have it hooked up to hdmi.",Positive
1451,"acer describes in a youtube video how to open the case and install a hard drive. | the computer is even shipped with the 4 mounting screws needed for the hard drive install. | i installed a 1 tb solid state drive, in addition to the 128 gb drive that it is shipped with, so i now have plenty of storage space.",Negative
1452,"only downside is that the storage is a smaller compared to others, and that the plastic shield case is pretty oil and grease staining.",Positive
1453,"i added 8 gb ram in the single open memory slot, and a 1 tb hard-disk drive for user files -- reserving the ssd for the operating system alone.",Negative
1454,"this particular version of the legion 5 15 is equipped with an amd ryzen 7 5800h, nvidia 3050 ti 4gb, 1080p 165hz screen, 16 gb of ram, and a 512gb nvme ssd.",Positive
1455,"i bought a microsd card hoping to put it in and have added storage space on the go, but an sd card sticks out a lot.",Neutral
1456,my kindle fire 10 hd response is very slow and it needs charging at least once per day. | it feels pretty fast (because of lack of hard drive) and responds well on my 5g wifi network.,Negative
1457,"full hd ips screen, backlit keyboard, aluminum cover. | however, it is an awesome machine when it is upgraded to 16gb ram and additional 512 gb ssd, for the total add-on of $100.",Positive
1458,the ssd is large enough to store over 25 relatively recent games.,Positive
1459,i already had a 500gb ssd laying around and added it in.,Neutral
1460,"the fans can run a bit loud, and removing the bottom plate in order to add an extra hard drive can be a bit hair-raising, but this rig is all around remarkable for the price.",Positive
1461,tons of storage about 49 gb available.,Positive
1462,"hard to do better for the cost, but consider you will almost certainly need to add an additional hard drive (there is space for one to be installed, though can be tricky if you are not knowledgeable about opening up laptops). | of course you could also get an external hard drive if you do not mind carrying it around, but i find laptop usb ports tend to be finicky after a few years of use.",Negative
1463,"look very premium, not plastic like other cheap laptops, need to upgrade ssd and ram to 256ssd 8gb ram, and good to go.",Positive
1464,got this laptop for my son's birthday!,Neutral
1465,there is even room to add another hard drive or ssd if you need more storage.,Positive
1466,64gb of storage.,Neutral
1467,"i love that is it is in hd, the picture quality is beautiful!",Positive
1468,"spend a few $$ and upgrade to a 500 or 1tb hard drive, added a little ram, and added a 2tb storage drive for pictures.",Negative
1469,i added a 1tb hdd and 4gb of ram and the laptop runs great.,Positive
1470,i purchased a very small flash drive that has 128gb so i effectively doubled the storage size. | being a ssd makes it definitely worth it though.,Positive
1471,i did order mine with 512 of storage and 16 gb's of memory.,Neutral
1472,i maxed out the ram to 16 gig and installed a 1 tb ssd in the open bay as soon as i got it.,Neutral
1473,"the fhd display of this laptop is absolutely good. | it has all the important features like ssd, keyboard backlit, numberpad, slots for dual storage (m.2 ssd slot+ 2.5"" drive slot).",Positive
1474,"i was looking for something under 400 for years but never made a purchase because i have my own requirements: good speed, full hd (1080p), ips screen, backlit keyboard, and light weight.",Positive
1475,this chromebook was a birthday present for my son so he would have something for school.,Neutral
1476,"recently i upgraded the ram further from 8gb to 16gb, added another 2tb ssd 2.5 drive.",Neutral
1477,"it has a full hd 1080p display, high quality metal screen and is very light weight for the size.",Positive
1478,i already had a 500gb ssd laying around and added it in.,Neutral
1479,i bought the surface pro 8 with i7-1185g7 @ 3.00ghz 3.00 ghz; 16 gigs ram and a 256gig ssd.,Neutral
1480,i also wanted more onboard storage than most other chromebooks have.,Positive
1481,"the laptop boots up very quickly due to its ssd, and switching through various programs and google tabs is very smooth.",Positive
1482,great laptop for the money but you will need an external hard drive for storage.,Positive
1483,it truly does everything i need and the hd screen makes the color pop!,Neutral
1484,"my needs-to-have list was good screen fhd, preferably thin, at least able to play a game like lol etc, and affordable.",Positive
1485,acer aspire 5 slim laptop 15.6 inches full hd computer stop working this month july 2021. i purchase this item in october 2020 as a christmas gift for my grandson.,Positive
1486,"occasionally i also use it to play games such as fs2020 or x-planes 11. for my needs, i upgraded the nvme ssd by replacing the 512 with a sk hynix gold 1tb and added another 1tb 2.5"" sata ssd in the empty sata ssd bay.",Negative
1487,i bought it so i could edit videos but it will not let me do that due to low disk storage but i pay 10$ a month for extra storage.,Negative
1488,"great laptop for the price, wish it had a larger ssd drive.",Positive
1489,"i ordered this on a one-day ""flash sale"", and i had the choice of intel or amd, nvidia, intel uhd or vega3 graphics.",Neutral
1490,"computer is still really fast, and has 89 gb left of storage. | 6.51 for app storage, and 158 mb for files left. | i download everything to a flashdrive anyway incase my computer crashes ( like the last one) so space is not what i needed.",Positive
1491,"very light, great screen, ssd drive and another spot for additional, up-gradable memory, i increased to 12 gig, plenty fast..i needed a windows machine due to microsoft ending support for windows 7 which i love.",Positive
1492,it is light easily portable and has dual usb-c. it was the only laptop in an affordable price range at the time of purchase that has an r-series and dual usb-c. only things to take into consideration is that it only has one nvme slot and that is it for hard drives.,Positive
1493,upgraded the am with another 8gb stick and added a 2 tb ssd.,Neutral
1494,"this ssd laptop is fast, light and has a bright, sharp screen.",Positive
1495,"what i like about it, it was extremely easy to upgrade the ram and the ssd!",Positive
1496,i added a 1tb micro sd card so storage is not an issue.,Neutral
1497,"i upgraded the ram, and installed a 2tb hard drive because of how much music i use.",Negative
1498,"so i bought this acer aspire, knowing it was a little light on ssd and ram. | i ask a little more as i do vector art, video editing and graphics, so added an additional ssd and 8 gigs of ram.",Positive
1499,you can get the pro max chip and bump up the ram to 64gb if you want - and add tons more storage. | real hdr viewing - a big difference. | and added back an sd card slot and and an hdmi port - which many of us hated the previous macs that deleted these ports.,Positive
1500,"ram and storage are pretty low, but you can upgrade them rather easily.",Positive
1501,"just abominable, at the absolute worst time in my life possible... things kept not working, i kept calling customer service, barely intelligible robotic people kept telling me i needed to reset the hard drive and wipe out everything i would put on it (again).",Negative
1502,pictures and videos are full and rich and do justice to its advertised “full hd (1920 x 1080) widescreen led-backlit ips display” the computer does not have a touchscreen and that works perfectly for me.,Positive
1503,"acer predator triton 500 se gaming/creator laptop | 12th gen intel i9-12900h | geforce rtx 3080 ti | 16"" wqxga 240hz g-sync display | 32gb lpddr5 | 1tb gen 4x4 ssd | killer wi-fi 6e | pt516-52s-99el",Neutral
1504,the ssd has you online less than 30 seconds after booting up.,Negative
1505,"this laptop comes with a kit to add an additional ssd or hdd, but the connection socket for the cable will not lock on, making installation impossible.",Negative
1506,it has an open slot for a 1tb ssd which takes about 10 minutes to install.,Neutral
1507,"just added a 8gb ram (total 12gb ram) and a old 120gb ssd, feels good~",Positive
1508,"so far i am loving the laptop, i ended up adding another ssd to it,",Positive
1509,"while you have the back cover off, i would also recommend upgrading the ram as 4gb is not going to cut it with windows 10. there are two slots, i bough a second stick of ram to get it up to 12gb total (8gb + 4gb) and threw it in at the same time as the hdd.",Neutral
1510,"invested an additional $80 to add a 250gb sata ssd (brings the laptop to 378gb total hard drive) and 8gb ram (12gb ram total), which i think were necessary upgrades. | the upgrades were fairly easy to do at home and the acer youtube video on the ssd upgrade was very helpful.",Positive
1511,"only issue is the hdmi port is faulty, had it for a couple of months now always making sure i am gentle when plugging in the hdmi port (keep in mind i have only unplugged it once while having it for a couple of months) but now my hdmi port broke while using it, not sure if the care during delivery is at fault or if it was manufactured poorly.",Positive
1512,it also gives you an option to expand ram and hdd.,Neutral
1513,"this is a beautiful laptop, super light, and great for everyday use and light gaming, super easy to upgrade, i put a 8gb memory stick and the old 500 gb hdd from my old dell laptop and its perfect now for me",Positive
1514,nvme boot drive is fast but small so i added a 2nd ssd for storage to meet my level of use.,Negative
1515,"ram and storage are pretty low, but you can upgrade them rather easily.",Positive
1516,i love the slick design and the full hd 1080 screen resolution.,Positive
1517,only has one ram slot and a soldered on 4gb of ram so can upgrade enough and the hard drive can be added i like the ability to choose your own hard drive size to put in instead of being stuck with a low amount... less ewaste. | also speaking of the hard drive i had read a review about the hard drive ribbon cable connector you cannot lift up you have to unscrew the wi-fi chip to be able to lift a little tab for the hard drive ribbon cable see picture,Negative
1518,"could use more storage space but you get everything else you need in a mid range, flag ship laptop for lower spec laptops price without giving up much besides storage.",Positive
1519,this laptop is sluggish in windows even after upgrading the storage and ram but it runs linux really well the only thing that is an issue in linux is the ethernet adapter dos not work but wifi dos and i think that what most people will use on a laptop anyway.,Positive
1520,"this laptop comes with a kit to add an additional ssd or hdd, but the connection socket for the cable will not lock on, making installation impossible.",Negative
1521,great for producing my music on the go or at home but need to add storage not too long after getin it,Positive
1522,decent little laptop for the price ($139) but it does not have an sd card slot which is pretty pointless since it only has a 64gb hard drive.,Negative
1523,i bought 16gb of ram and 512 ssd... all from crucial.,Neutral
1524,the laptop was a birthday gift for my daughter.,Neutral
1525,"acer has videos on youtube that show you how to add an additional hard drive, so that was helpful. | i put in a 1tb ssd and another 8gb of ddr4 sodimm ram. | when i had the laptop open, it appeared as if you could take out the 128gb pcie nvme ssd that ships with the laptop and put in a larger one, so that is an idea. | it has an ethernet port, usb 3.1 ports, hdmi port, etc, so that is convenient compared to my macbook (which only has thunderbolt 3 ports and requires dongles or adapters for everything). | overall i am really loving this laptop, it was very affordable, easily upgradeable hard drive and memory, and it is working great.",Negative
1526,just add some more storage if you need it and your good to go.,Positive
1527,"it has everything you need and nothing you do not the ssd is fast, and the minimalist design simplifies things and does not give you features you probably wont use (cd drive, touchscreen, etc) i may add additional ram in the future, but as it sits now it does everything i need it to (and fast) for streaming, browsing and general computing.",Positive
1528,great laptop for the money but you will need an external hard drive for storage.,Positive
1529,"(1399$ at the time of the purchase) .15” inch montitor, 10th gen core i7 , 16gb ram (up to 64gb) , 500gb nvm drive( it has an empty 2.5inch for another ssd too) and a full dedicated rtx 2070!",Positive
1530,"photo storage, etc.",Neutral
1531,you can add another 4gb ram stick for 20 bucks and 500gb ssd for 50 bucks.,Neutral
1532,"we did do a few minor upgrades on it before we really started diving into it, put 32gb ram in it and put a second 1tb ssd to handle most of the games.",Positive
1533,"my daughter used her birthday money to purchase this computer in june 2019. tonight, while using it to do homework while being home from school for the covid-19 lockdowns, it started sparking, smoking and got very hot with sparks coming from the blackened portion in the photo... almost caught her bed on fire...... would really like to get a replacement asap due to no school and work having to be done on her computer....",Positive
1534,upgraded the am with another 8gb stick and added a 2 tb ssd.,Neutral
1535,i guess i am going to have to return it..after i bought a hard drive and more ram...i am so mad!!!,Negative
1536,"so thin, light, with enough ports (the expandable ethernet port is adorbs), crisp hd screen, and a backlit keyboard!",Positive
1537,the only issue i have is upgrading the hard drive and memory to run the sims 4 with all packs and mods is my main issue with the laptop.,Negative
1538,i was surprised by this machine and the adaptability of the ssd and ram makes it way better bang for it is buck than other machines and the card puts out the frames for the games i play.,Positive
1539,"the screen is nice, ssd is super fast and the laptop is very responsive. | upgrading memory and storage are very easy (if you need that).",Positive
1540,i have added a second ssd to two of them with no problems.,Neutral
1541,m2 16gbram 1 tb ssd!…,Neutral
1542,"recently i upgraded the ram further from 8gb to 16gb, added another 2tb ssd 2.5 drive.",Neutral
1543,i bought this and upgraded the hard drive it was very easy and a great value for the price you pay.,Positive
1544,"it has a ssd drive but it is a bit on the small side, and the built in ram was lacking at only 4 gb. | there is an open slot for ram and a space for a second hard drive already there. | the company included a pack of hard drive screws with a web site to instruct you on how to install a second drive.",Negative
1545,"i upped the ram to 8 and got shed of s mode, so it is plenty fast for my use ( love the ryzen ssd) also has a very good sound which is far better than average.",Positive
1546,good storage 64gb and 4 gb of ram.,Positive
1547,"love the display, hdmi out, backlit kybd, mini number pad & yes, even the touchpad.",Positive
1548,"opened this laptop up and found that the nvme ssd was not screwed down, just half assed inserted into the slot, then when i put my new nvme ssd in it immediately disabled the trackpad.",Negative
1549,i also bought an external hard drive because it does not have much space with all the crap it came prepackaged with.,Negative
1550,"if you are looking to do some light gaming (very light) you can easily upgrade the ram and storage (they include a kit to add an ssd to the system, which is awesome). | i do not need any storage on this machine, which is good because it really does not come with any.",Positive
1551,"for users that would like to run games or do graphic designs or any other storage/ram consuming tasks, i would highly recommend purchasing ram and either a 2.5 ssd as it comes with an extra slot to put one in or another m.2 with higher storage as it would be a necessity since 128 gbp of storage would definitely run out fast.",Positive
1552,right when i got this pc i went to crucial.com ordered two 16gb ddr memory and an additional ssd for storage.,Positive
1553,"please remember this is not a ""computer"" that has hard drive space and a strong processor.",Positive
1554,"they boast about having a 1080 hd screen , ultra fast wifi yet i find this machine is as slow and the graphics as poor as my 5 year old dell.",Negative
1555,"bought this unit for its price point and the fact that it has an open bay to add a 2.5"" ssd and an open slot for additional dram memory. | by leaving the original ssd in place, upgrading the disk capacity is very easy and fast, as there is no need to clone any system software.",Positive
1556,i did add another 4gb to the storage and now it is even better.,Positive
1557,"this acer aspire 5 slim laptop works great and has a very good hd picture, video quality... it boots up very fast ( under 10 seconds ) and im pleased...",Positive
1558,a true 1080p hd ips panel.,Positive
1559,"however the laptop lacks internal storage but can easily be fixed with an external hard drive if you need the extra space, other than that it is a great buy and i would recommend this to any college student on a budget.",Positive
1560,pictures and videos are full and rich and do justice to its advertised “full hd (1920 x 1080) widescreen led-backlit ips display” the computer does not have a touchscreen and that works perfectly for me.,Positive
1561,very light and the ssd makes it really fast.,Positive
1562,i have two 2tb external hard drives so i do not need much storage. | 128gb ssd fast enough.,Positive
1563,"this small, ruggedized, and relatively inexpensive chromebook seemed like the perfect solution for my travel needs, which fall mostly into the categories of casual web browsing for travel and weather information, and the use of google apps (maps, email, online voice and video comms, file storage). | storage is sufficient to accommodate pdf versions of my travel guides and maps for offline use.",Positive
1564,added an extra ssd which was very easy to install.,Positive
1565,"the battery does it is job well, and the ssd has enough space for a good amount of games and works pretty fast.",Positive
1566,this means that the internal ssd might not last as long as it should because of the excessive write and read to the solid state drive.,Negative
1567,but its 256gb storage is poor.,Negative
1568,i guess i am going to have to return it..after i bought a hard drive and more ram...i am so mad!!!,Negative
1569,would love a little more storage on the hard drive itself.,Positive
1570,also if you plan on downloading videos games music anything i would highly reccomend upgrading the hard drive and memory there are some great deals on them on amazon and it is very easy to install yourself you can find several youtube videos that will show you how.,Positive
1571,super fast solid state hard drive makes it boot up instantly.,Positive
1572,"ram and storage are pretty low, but you can upgrade them rather easily.",Positive
1573,very light and the ssd makes it really fast.,Positive
1574,"the laptop boots up very quickly due to its ssd, and switching through various programs and google tabs is very smooth.",Positive
1575,"great everything, i am upgrading the ram from 4gb to 16gb and the hard drive from 128gb to 500gb, aside from that it is perfect even if you add the upgrades into the price. | the only drawbacks as some people would say is there is no usb-c and the screen even though it is hd 1080p that the colors are not super accurate of course that is graphics and video people looking for precision color gamut accuracy but seriously most peoples eyes are not perfect either enough to see a difference, you look at this screen it is precision nice and crisp.",Positive
1576,"can handle up to 32gb ram, comes with m.2 ssd and can add a second 2.5"" hdd or ssd. | full 1080 hd display. | very fast and with an upgrade on the m.2 ssd to a samung m.2 ssd even faster!!!",Positive
1577,ssd expansion is a little more technical but all the hardware to connect and secure in it place are included.,Positive
1578,"update: i took the panel off the bottom to have a look, and the 64gb storage is indeed a normal 42mm long m.2 ssd.",Positive
1579,you can add another 4gb ram stick for 20 bucks and 500gb ssd for 50 bucks.,Neutral
1580,he brought a portable hard drive and is very content with it.,Negative
1581,memory and storage can be increased in the future should i need it.,Neutral
1582,"review for: acer chromebook spin 311 convertible laptop | intel celeron n4000 | 11.6"" hd touch corning gorilla glass display | 4gb lpddr4 | 64gb emmc | intel 802.11ac gigabit wifi 5 | chrome os | cp311-2h-c7qd",Neutral
1583,"besides the low ram and storage space which can easily be upgraded, this computer should meet all your needs.",Positive
1584,will need additional storage as sd cards.,Neutral
1585,"i wanted ssd, lit keyboard, decent processor and graphics plus it had to be thin and light.",Positive
1586,"it also came with an hdmi port, which i was not expecting, but i was glad to see.",Positive
1587,so i have a lot of storage space now plus the 32gb it comes with.,Neutral
1588,upgradable memory and storage is why it is great.,Positive
1589,"however, i notice more than several negative reviews with problems of longevity... i will be using it for light work, and some music and video streaming using the on board hdmi, so, time will tell.",Positive
1590,"super fast boot time on this macbook pro, with great extra storage (1 tb internal drive) with extra ram (16g), this year’s model 2022 with m2 chip.",Positive
1591,also the solid state hard drive should help the reliability; it sure boots fast because of it.,Positive
1592,sure i almost never used the cd/dvd slot or appreciate its hefty weight or its ploddingly slow hdd.,Positive
1593,"little lacking on the ram and hard drive but easily upgraded. | i added another 4gb of ram and a 500gb ssd hard drive, links below ($85.00).",Negative
1594,"both have the same ram, storage, and an ips screen (lenovo has a 15.6"" screen, the acer a 13.5"" screen). | why is a smaller panel priced higher than a larger panel for the same cpu, ram, and storage, you wonder. | the answer is ... the 2256 x 1504 screen on the acer is much better than the lenovo fhd screen.",Positive
1595,"this little puppy is fast with the solid state hd. | no wait time like the old style, hard drive systems.",Negative
1596,very good basic computer with potential to up grade.not good for gaming.but after putting in 2 34ram sticks and a hard storage.gaming is very smooth and clear.if you get the ryzen 5 gameplay would be wonderful.but i got the cheeper ryzen3,Positive
1597,"buy this computer if you need a really great, full hd screen and a capable computer to do surfing, microsoft office sort of tasks, watching netflix, etc.",Positive
1598,nice touch for the money in that screen is full hd (1080) and keyboard is back lit.,Positive
1599,"i love how this laptop works, great running, adequate storage even for gaming and runs quick and easy with great battery life.",Positive
1600,"it has a full hd 1080p display, high quality metal screen and is very light weight for the size.",Positive
1601,i was wondering why it is so slow and everything seems to be error turns out it is missing ssd and the gpu is working by 9% please do not get it,Negative
1602,"watch out for hidden software that messes up browser access, even your hard drive.",Negative
1603,"the 128gb nvme ssd makes application loading very quick. | with most of my storage in the cloud, this is the perfect laptop for everyday business/personal use.",Positive
1604,"secondly, the 64gb hard drive space is half way full just from the operating system and software applications it comes with.",Negative
1605,i opened it up and put in 4 more gb of ddr4 and a 500 ssd card i took out of my previous laptop .,Positive
1606,the soldered in m.2 storage and committing to your ram choice for the life of the laptop is my only complaint.,Negative
1607,"very light, great screen, ssd drive and another spot for additional, up-gradable memory, i increased to 12 gig, plenty fast..i needed a windows machine due to microsoft ending support for windows 7 which i love.",Positive
1608,"hated it came with windows 10s but easily upgraded to windows 10 home for free, after free upgrade was able to enter my windows 7 pro product key and get a free upgrade to windows 10 pro, added a xpg sx8200 pro 512gb hard drive for operating system and a crucial mx 500 500gb hard drive for storage and 16gb of memory and then did a fresh install of windows 10 pro laptop run amazingly.",Positive
1609,"if you just need a laptop... this thing is priced well, boots fast, efficient, just enough programs to help with any tasks, perfect amount of storage (if you meed more, or more ram, easily upgradeable.",Positive
1610,i guess i am going to have to return it..after i bought a hard drive and more ram...i am so mad!!!,Negative
1611,"i installed an old 250gb ssd into the empty bay. | also they do not provide tiny screws to mount that ssd,so i just ended up taping mine in..but it worked fine. | you will quickly run out of storage if you do not add another sata ssd or replace the nvme ssd.",Positive
1612,"this is a beautiful laptop, super light, and great for everyday use and light gaming, super easy to upgrade, i put a 8gb memory stick and the old 500 gb hdd from my old dell laptop and its perfect now for me",Positive
1613,"no hdmi port, bad.",Negative
1614,i bought this and upgraded the hard drive it was very easy and a great value for the price you pay.,Positive
1615,the screen is not full hd but it is bright and clear enough for apps and netflix.,Positive
1616,"the only other thing i wish it came with was a 1tb ssd, i filled it rather quickly with games but for $1400 you really cannot ask for much more.",Positive
1617,never worked since day 1 and hard drive has does 2 times already and battery 3 .. this is a very bad quality computer and shouldnt be put for sale.,Negative
1618,he upgraded the ram to 32 gb and double storage capacity!,Neutral
1619,"i got this for my wife for her birthday and she loves it, she does mostly office things and looks at videos, etc but she did say many times that the video quality was amazing.",Positive
1620,"i installed an old 250gb ssd into the empty bay. | also they do not provide tiny screws to mount that ssd,so i just ended up taping mine in..but it worked fine. | you will quickly run out of storage if you do not add another sata ssd or replace the nvme ssd.",Positive
1621,"i love that is it is in hd, the picture quality is beautiful!",Positive
1622,the screen is awesome the memory hard drive is not enough for gaming,Positive
1623,"good size & a good weight, i bought an external hard drive for this.",Positive
1624,"the speed is fast, but i assume because i do not have a bunch of used up storage.",Positive
1625,"also, not knowing much about computers, i was surprised after getting it that i could not even load two games and my itunes on here because of the lack of storage space. | it also comes with a setup for an external hard drive that you can buy through acer if you need more space - which you will. | the positives aside, i think it is worth it to spend the extra $150.00 to get somehting like the hp pavillion laptop 15 (my other computer) for gaming and work as i can use that one with ease and the storage space is enough for my games and music.",Positive
1626,ssd - fast boot times. | able to add more hdd/ssd? | added another ssd on the sata/hdd slot.,Positive
1627,"i got it on sale on prime day, so to go with it i bought a 16gb ram kit and a 240gb ssd hard drive. | for the price and even after upgrading the ram and hard drive i think it is well worth it for the money. | the nvme drive seems quick and now that i have the additional hard drive i do not have to worry about space.",Negative
1628,i had to get one with lots of ram and ssd.,Neutral
1629,i love the ssd and the i5.,Positive
1630,"wish it had come with ryzen 5 and a little more than 4 gb ram and 128 gb storage, but this baby is completely upgradable. | i do not do gaming, but i have already ordered an 8gb ram stick to add to the 4gb because graphics takes up so much memory, and will probably add a 500gb hd at some point.",Positive
1631,"its lights under the keys but not through the letters, the ssd is great. | enough usb and hdmi power plug is good.",Positive
1632,"also it has an hdmi port for hooking up to your projector, and 3 regular usb ports for your powerpoint clicker, mouse and usb all at the same time (also has 2 usb-c connections).",Neutral
1633,i did not use the ssd that came with this laptop and instead i installed a different ssd entirely (also nvme) to clone his laptops data to and then port it to this machine.,Neutral
1634,i am a computer repair technician and i bought the base model (ryzen 3 w/4gb of ram and a 120gb ssd).,Negative
1635,"the only gripe i have is the harddrive size, but that is easily remedied with a external hd.",Positive
1636,"i have had it for less than a week, and have upgraded the memory from 4gb to 16, and put in a 500gb samsung ssd drive to compliment the one that is already in there.",Negative
1637,as you can see by my photo it shows hdmi. | no hdmi port.,Neutral
1638,"first time i ordered this it came doa i also previously bought a higher quality acer with a dedicated graphics card, but i did not like how the hard drive connector was hooked up right next door to the wifi card which failed.",Negative
1639,"my teen received it for her birthday and it is survived back packs, falls off the bed, a bounce down the stairs and a dog sleeping on it.",Negative
1640,$22 for an ssd and 5 minutes of your time and bam double the disk space. | change or add a hard drive (ssd or sata) no problem.,Negative
1641,i have had this inspire 5 laptop for 3 months... it ran ok out of the box... then i added a crucial 500 gigabyte ssd and two sticks of crucial 8 gigabyte ram... now this machine runs like a rocket on steroids... i have been running windows 10s since day 1... one gripe i have is the screen brightness... maybe acer will allow us to brighten the screen a little more in the future with a software update... the other thing that could be improved is the volume for the sound... the speakers are on the bottom front of the laptop and sometimes it needs a little more volume to heard...,Positive
1642,the 8gb ram gives it fast response and having 64gb of built in storage is very nice. | gives you plenty of storage for your average user. | you can always expand storage with sd card or external hard drive.,Positive
1643,this laptop (cost only $364.99) impressed me a lot with just 4 gb memory on a 128gb ssd drive.,Positive
1644,super easy for a do-it-yourselfer to upgrade both the memory and the hard drive,Positive
1645,i would not buy a laptop without illuminated keyboard and at least a full hd screen any more .,Positive
1646,"i am keeping in mind that i can upgrade my hard drive and ram someday when things start to slow down, and if i start to require heavier usage out of this laptop.",Negative
1647,"after adding another ram card, and adding a ton of storage (which was very easy because this tablet comes with the sata tray and the hookup cord already inside the laptop. | but i have not played any games on it because i am not a gamer, so i cannot really give an accurate assessment, but the ease of adding massive storage leads me to believe it would be satisfactory in that capacity.",Positive
1648,"1080p ips screen, 128gb m.2 ssd, ryzen 3rd generation cpu, vega 3 graphics (serviceable for integrated graphics), 2 ram slots for dual channel memory, expansion for another traditional 2.5 hdd/ssd.",Neutral
1649,i bought this laptop having a 1 tb hdd and 32 gb of ram to add into the system.,Neutral
1650,the only issue i have is upgrading the hard drive and memory to run the sims 4 with all packs and mods is my main issue with the laptop.,Negative
1651,"my thought was 1080p boost to 3.5 mhz, i will just upgrade ram and add an extra ssd.",Neutral
1652,"i installed this 500gb m.2 ssd (b086bgwny8) into its open slot, to expand it is storage capacity.",Neutral
1653,"this computer has me waiting 30 minutes just to search up something, the color is very trashy gray and dull, it is also false advertisement of 256 gbs of storage.",Negative
1654,really good purchase if you are not expecting a gaming machine or storage powerhouse.,Positive
1655,"this is good for fhd(1920x1080) resolut. | cause of quad-core cpu and 64gb storage, 4gb memory and not expensive prive.",Positive
1656,"aspire 5 with 4gb ram 128gb pcie nvme ssd drive notes (long, so you may want to skip this review):",Negative
1657,"has a couple easy ways to upgrade the ram and add another ssd. | 512gb is quite limiting for gaming, so adding another ssd will help.",Positive
1658,"you might be better off going to best buy and having the geek squad get you up and running, because this thing took me weeks on end, and it still will not talk to my old hard drive for old files.",Positive
1659,"upgrades can be done to it very easy and all the hardware is included, having an nvme ssd is a nice + as the system and application load time is super fast, with an extra 29.99 you can add a secondary but mechanical 1tb hardrive and with the included hardware instalation is a breeze.",Positive
1660,"i also added a 2tb hdd for storing media; the pre-installed 128gb sdd is extremely fast but did not provide enough space for photos, videos, or large apps.",Positive
1661,8gb ram: 128gb of expandable storage.,Neutral
1662,it is great has great storage and my sister who is great at tech said it is also great for gaming for those who game.,Positive
1663,i purchased this computer for its hd output. | the wireless connection to my tv means no wires to mess with and the picture is fantastic in hd!!,Positive
1664,this laptop can also be upgraded with additional ram and ssd drive.,Neutral
1665,the attraction of ssd and price made a device change the only rational choice.,Neutral
1666,"this is a review of acer swift x sfx14-41g-r1s6 creator laptop | 14"" full hd 100% srgb | amd ryzen 7 5800u | nvidia rtx 3050ti laptop gpu | 16gb lpddr4x | 512gb nvme ssd | wi-fi 6 | backlit keyboard | windows 10 home.",Positive
1667,if your adding a 2nd ssd drive i recommend googling video on how to.,Neutral
1668,"the computer did not work when it arrived, after much hassle with dell we returned it for a new hard drive - the ‘fixed’ one does not work at all, not even the keyboard!!",Positive
1669,you will need an external hard drive for it has very little space,Negative
1670,a good product at good price and excellent amd cpu performance with the help of ssd.,Positive
1671,no hdmi but you can purchase a usb c to hdmi adapter for several dollars.,Neutral
1672,would suggest an extra hard drive as games today take up a fair amount of space.,Positive
1673,"for those that want to test the color accuracy of their screens (correctly) find a windows 10 computer or any monitor..pull up ""choose your accent color"" scroll down and see the color pallet and ""custom colors""...compare those colors to the ones on this laptop, or plug an hdmi cable to another monitor or tv, if the color or the reds are orange in comparison to what is on your monitor or laptop, you will know my struggle.",Negative
1674,"its lights under the keys but not through the letters, the ssd is great. | enough usb and hdmi power plug is good.",Positive
1675,i have an extensive music collection that i keep on an external ssd and i absolutely love mediamonkey because of it is customizable interface on it is window's app (i assumed the chromeos version would be very similar - my first major stumble).,Positive
