,Price Sentences,Price Polarity
4712,really good deal for the price.,Positive
4713,"as long as you have it plugged into it is gigantic, heavy brick charger it is completely worth it!",Positive
4714,"none of the modern software packages for data science are compatible with the chip, rendering the machine worthless and void for its intended purpose.",Negative
4715,"brand new 2020, no touch screen but impeccable quality for a smaller laptop and unbeatable price!",Positive
4716,other than that it nice for the price.,Positive
4717,i have looked at many laptops and i came to the point that based on the description this laptop is super cheap compared to the quality it represents,Positive
4718,"the hardware you get is really good at this price point, and everything runs super fast.",Positive
4719,great value.,Positive
4720,great laptop for the price.,Positive
4721,"i swore i would not buy another hp but this one was just too cheap to pass up. | ditch it as soon as you can and find something like pulse audio so you can hear out of the cheap cheap cheap dog szzz cheap speakers. | i have a warranty but again, it is not going to cover this damage, so i spent money and not even 30 days later it has depreciated in value by the price of the lcd screen. | the case is the cheapest plastic they could find.",Positive
4722,"great product at a good price point, i have used msi laptops for years and they hold up.",Positive
4723,"i have bought computers for almost 30 years and the acer aspire 5 laptop is the best computer for the money i have purchased, and i have bought them all from packard bell, gateway, dell, hp, apple.",Positive
4724,it met all my expectations for this type of price which was $500.,Neutral
4725,i needed a cheap laptop for school.,Positive
4726,you cannot go wrong with this one & the price was great for all that you get.,Positive
4727,"great buy, well worth the money.",Positive
4728,this laptop is really awesome for the price. | there were other is much more expensive that did not you what this does or did just what this does.,Positive
4729,"even still, the full price (~$330) is a bargain, too.",Positive
4730,"that is cheap for a laptop with tax to a 1500$. | overall, worth my money.",Positive
4731,"), and at a very reasonable price -- thus an excellent value for a very capable entry-level computer.",Positive
4732,the touchscreen is a beautiful touch for this price range.,Positive
4733,but the computer itself for the lost cost is awesome!,Positive
4734,the laptop looks pretty but is functionally worthless.,Negative
4735,"great laptop great performance especially for the price.no need to worry about the s mode try to download a non microsoft app,it will stop you then will ask if you want out of s mode say yes it walks you through takes maybe 2 minutes very simple.",Positive
4736,does the work and the price is good but...i am still trying to figure out how to make the store to work properly.,Positive
4737,after six months i feel this is unreasonable to have to purchase a new product.,Positive
4738,great price for touch screen tablet and laptop chrome book versatility.,Positive
4739,"at this point i will have to take it into a professional which i would rather not have to spend the additional money on, but my kid needs it for school.",Positive
4740,"i initially loved this laptop and would give it a 4 star, maybe 5 at this price. | my cheap phone has better speakers than this thing.",Positive
4741,"web cam is pretty bad, but better then nothing- which is what most other gaming laptops in this price range will offer.",Positive
4742,"longer battery life, better graphics, better performance, quieter (even when playing high fps games), and overall just what i was looking for for its black friday cost.",Positive
4743,most inexpensive laptops are really low power but still more than i want to pay.,Positive
4744,"great price, and it works really well.",Positive
4745,this laptop is light weight and quality built for its price of $269 on amazon prime day. | i think it is very hard to beat the $369 price tag with the new upgrade.,Positive
4746,"i have 0 complaints, great price for a nice laptop",Positive
4747,"my husband, who is a tech guy told me repeatedly not to get this but i just wanted something cheap. | cheap is right.",Positive
4748,this is a really good computer and the price is perfect.,Positive
4749,"great laptop for the price, lighted keyboard is a big plus",Positive
4750,"the laptop is so thin, lightweight, stylish, fast, and affordable!",Positive
4751,"this thing is definitely not worth the money"" i mainly use it fpr youtube and applications yet this thing still manages to lag, buffer, and crash on every chance it gets.",Positive
4752,for the price it is a winner.,Neutral
4753,"screen- i have an ipad pro for movies etc, but the screen on this is very good, speed-we have high speed fiber so apart from waiting a second or to longer speed is ok, never stalled or fluttered, battery life is good, light weight, but the price is probably the best benefit",Positive
4754,"this is a remarkably good pc for the price. | the fans can run a bit loud, and removing the bottom plate in order to add an extra hard drive can be a bit hair-raising, but this rig is all around remarkable for the price.",Positive
4755,great value!!,Positive
4756,unfortunate but economical priced laptop so not sure who is at fault here.,Negative
4757,"hard to do better for the cost, but consider you will almost certainly need to add an additional hard drive (there is space for one to be installed, though can be tricky if you are not knowledgeable about opening up laptops).",Positive
4758,"trash, absolute trash and i am certainly returning this worthless computer because what good is a computer for streaming if it cannot stay connected.",Positive
4759,do not waste your money!,Positive
4760,"it works well to do the normal things online for example surf the web pay bills and watch netflix other then that i have not played games on it or download or uploaded anything, it is a bit heavy and sometimes you can hear the fan, but for the price i am good",Positive
4761,"look very premium, not plastic like other cheap laptops, need to upgrade ssd and ram to 256ssd 8gb ram, and good to go.",Positive
4762,"just unboxed and very happy with quality of build and design for the price. | screen is large with good quality picture, sound is a bit weak but good enough considering it is a slim case laptop for such a great price point.",Positive
4763,only thing is has a very cheap finish.,Positive
4764,i tried to purchase a chromebook much like this one from a different seller because it was cheaper.,Positive
4765,"great laptop for gaming and for affordable price , laptop not too bulky and very well designed.",Positive
4766,"there are a few downsides; however, based on the price, none is very serious:",Negative
4767,"okay, this laptop (for the money) is a total slam dunk. | for the price, the power and performance of this laptop is fairly reasonable. | however, the laptop’s look and feel is professional, and the build quality is pretty solid... more so than many other laptops in this class/price point. | the screen being ips (wider viewing angle, trust me, you want this) is another perk you may not find for such a low price.",Positive
4768,honestly now worth the hassle.,Positive
4769,and that is what is it really worth. | there are chromeboxes that are cheaper with better specs if you have a keyboard and and mouse. | you should look @ the asus flip @ that price.,Positive
4770,"i thought it would be great because of the price & reviews but you get what you pay for. | it is a piece of crap, not worth the stress.",Positive
4771,great laptop for the money.,Positive
4772,the price is alright it worked for the first couple of months but after that it did not. | not worth my money or my time,Positive
4773,"it is fast and quiet, and runs games from playstation (ps now) incredibly well and can be easily upgraded in ram size which is not expensive so that is great.",Positive
4774,its as good as it can get for the price paid.,Positive
4775,definitely best value for the price!,Positive
4776,it is quiet running it turns on quickly a lightweight machine definitely worth the money i cannot find anything or say anything negative about the purchase of this acer laptop.,Positive
4777,being a ssd makes it definitely worth it though.,Positive
4778,great value.,Positive
4779,i bought a cheap laptop and i got a cheap laptop.,Positive
4780,"i was looking for a cheap and nice laptop because my old one was dying and slow af. | this laptop looks nice, is fast and has a nice screen resolution for the price. | i really recommend it if you are looking for something new nice and cheap.",Positive
4781,wasted my money here.,Negative
4782,i bought it just because i wanted something cheap that i could do a little gaming on it. | i still believe it is a good laptop for the price just not for me.,Positive
4783,the specs and price are right (got mine during prime day deals),Positive
4784,"i bought this laptop in june of 2020 and, initially, was fairly pleased.",Positive
4785,so that was an entire waste of money.,Negative
4786,really nice machine at this price point.,Positive
4787,what this is: a super lightweight laptop with a descent set of ports and a workable screen at a fantastic price with the latest windows version.,Positive
4788,"this is a fantastic laptop for the price, great for work and communication.",Positive
4789,for that price this is a great laptop with a couple fixable issues.,Positive
4790,for the price i paid and it not lasting more than 6 months is unacceptable!,Positive
4791,"this thing is built cheap and irritating, especially for what you pay. | i have had 3 other (cheaper) chromebooks and this thing sucks comparatively. | the wacom pen is cheap crap and the nub gets stuck.",Negative
4792,great laptop for the price.,Positive
4793,this is worth every penny and i am so happy with this purchase.,Positive
4794,pros - for the price the build quality feels solid & it opens & closes pretty smooth.,Positive
4795,awesome computer for the money.,Positive
4796,performance is very good in this price range.,Positive
4797,quite impressive for a cheap ($$$) computer.,Positive
4798,it is better than some of the laptops priced at $500. | this laptop is worth it even if it is sold for $350.,Positive
4799,"for the price, these speakers are a disappointment.",Negative
4800,for what you get this is priced very well.,Positive
4801,it was a great price too.,Positive
4802,"now eventually i can get rid of my 2011 macbook (which i run it on windows so mac system is not what i want), because this one is so good and so cheap especially on amazon prime day.",Positive
4803,not to costly to replace $30.00,Neutral
4804,"i am normally pretty skeptical about cheaper laptops because some are so wonky and do not work, but this one has worked really well since i got it a couple of months ago.",Negative
4805,"the computer arrived close to 2 weeks ago and it has, essentially, been an expensive paper weight.",Negative
4806,this laptop has an awesome gpu and processor for the price.,Positive
4807,"the acer aspire 5 laptop, is the best budget laptop for gaming or your school assignments.it is inexpensive, accessible and is a fairly modern laptop.i know because i bought one and i can assure you that it is one of the best cheap laptops you can buy. | however, at its economical price, it is also a very good laptop to play video games, something that very few even more expensive laptops have.",Positive
4808,the only complaint i have this far is maximum volume is fairly low?,Negative
4809,i did upgrade ram from 4 to 16 but well worth it.,Positive
4810,this is a nice laptop for the price.,Positive
4811,i will say this laptop is a bargain for the price.,Neutral
4812,"bought this as an inexpensive backup laptop. | the first thing upon opening the box was how incredibly solidly built it was, equal to more expensive laptops.",Positive
4813,i just got it ; so one thing i remarked is the battery life.. but anyway it is going to be on charge if i use it.. it is worth any penny... actually i will notice further remarks.. thanks,Positive
4814,"so far, i am totally impressed with the value and quality.",Positive
4815,"amazing design, it looks expensive and well made, the upper part is made in aluminum and the rest is silver painted plastic, being this the only problem i see so far because with only 1 month of usage (maybe less) it got some scratches and lost color on the part i rest my hand to be able to use the mouse pad. | overall it is a good computer, specially for the price.",Positive
4816,an excellent choice for the value; solid computer overall.,Positive
4817,"chromebooks answer the question, ""what if i had a cheap device that cannot do quite as much as my phone, with a keyboard and a larger, but not nearly as clear, screen?""",Positive
4818,it is not the lightest but its weight is reasonable for what it offers.,Positive
4819,"i bought this laptop and i was a little skeptical about it because it was so cheap, however i am finding out as i use it, that it is way better than i expected it to be. | i like the slim design and screen size and it comes with windows 10, which i prefer over windows 11. i would highly recommend this laptop to anybody looking for an inexpensive laptop, its a big bang for your buck.",Positive
4820,i need to add a little extra ram but the overall quality for the price is very surprising it can handle just about anything but the screen itself is a little dim and that is the only drawback and i very cheaply priced overachieving gaming machine,Positive
4821,"excellent computer, best price / benefit laptop currently, is one of the best i have got. | nothing to ask to any other low value laptop and it is actually so good looking that makes my $700 rysen 5 lenovo cry sometimes.",Positive
4822,i am very impressed with the build quality at this price point.,Positive
4823,"i bought it because of the price, but have had to buy a number of adapters to get it to work with my monitors.",Neutral
4824,this is value for you money.,Neutral
4825,"great value for money, i highly recommend!",Positive
4826,for the price this is a high end computer runs very fast once upgraded with all the windows features nice laptop good seller,Positive
4827,does all i need it to do for pleasure and work and without the cost of an apple product.,Neutral
4828,was great for the price.,Positive
4829,good value for the money. | i do not and will not game anything noteworthy on a laptop so i left that category blank.,Positive
4830,this is definitely worth the price and more!,Positive
4831,"i have been an it professional for 25 years, and this is definitely the best laptop at this price point i have ever used.",Positive
4832,"they have made clear that they have no interest in customer service, all they want is our money and get lost.",Positive
4833,"all in all, it is worth the premium price.",Positive
4834,definitely get your money’s worth. | it is priced really well.,Positive
4835,this laptop is really good especially for the price.,Positive
4836,price.,Neutral
4837,even at the retail price of $199 is would be a good deal.,Positive
4838,"if i wanted a used computer, i would have bought a better one for a better price.",Positive
4839,"it is cheap, easy, small, and it does what i need it to do.",Positive
4840,"if you are on a budget and this laptop fits in your price range, i would definitely pick up this one.",Neutral
4841,"the cord should come with a velcro strap to wrap up when not in use, windows 11 is also a bit lackluster for me, overall quality of laptop is good for the price.",Positive
4842,works as advertised and price point is spot-on.,Neutral
4843,for a computer that cost $350 this is unacceptable we will be returning it and going with something else.,Neutral
4844,average price more computer than needed for the person i gifted it to,Positive
4845,"after an unfortunate accident with my far more expensive and fairly new laptop, i needed one to use in the meantime until i could save up enough and/or sell a kidney to replace it.",Negative
4846,but overall a good value and machine.,Positive
4847,i like this laptop cause it is cheap but it still delivers with the basic needs so watching youtube or using it to study is perfect.,Positive
4848,awesome laptop... easy to use for non technical people... and excellent price..,Positive
4849,excellent value for money laptop.,Positive
4850,"update om this laptop i bought it in may 19 2020 the keys are sticking an now the touch pads has stopped working the screen flickers ,this has turned out to be worthless ,these are not cheap ,so save your money",Negative
4851,a true value for the price!,Positive
4852,i love the price too!,Positive
4853,"the price could not be beaten at $850 at the time, and i could not be happier.",Neutral
4854,very nice value imo,Positive
4855,it was an excellent price for everything that comes in this laptop.,Positive
4856,"you will not find a better or more reliable deal than this laptop, especially for the price.",Positive
4857,typical apple quality but yes you will have to pay a price for it. | the m1 chip is amazing and worth it.,Positive
4858,great laptop for the money but you will need an external hard drive for storage.,Positive
4859,overpriced for no reason. | i have bought laptops with twice the ram and 10 times the disk space for actually cheaper in the past.,Negative
4860,"for the money, i think this computer is better than its competition.",Positive
4861,money down the drain.,Negative
4862,"fantastic little chromebook to surf, email and stream - great price point, convenient size for travel or watching movies in bed.",Positive
4863,"the msi pulse gl66 laptop has the best value for money on the market, in other brands a laptop with these characteristics almost doubles the value!",Positive
4864,for what you get in this package and at the less than 1k price tag it is an excellent purchase.,Positive
4865,overall i am extremely satisfied with this laptop and the price was just fantastic.,Positive
4866,this laptop is very good for the price.,Positive
4867,fairly fast startup. | fair price.,Positive
4868,"this computer is a good computer for the price, use for web surfing, email, normal use. | still a great little laptop for the price.",Positive
4869,"my needs-to-have list was good screen fhd, preferably thin, at least able to play a game like lol etc, and affordable.",Positive
4870,great quality for the price.,Positive
4871,what a great laptop for such a good price.,Positive
4872,well worth the price,Positive
4873,for your basic computer needs... i love this laptop for the price.,Positive
4874,"for gaming, the laptop was fairly smooth with fs2020 in high detail (not maxed out) and worked well with x-planes 11. i have not tried other games yet.",Positive
4875,"i love this computer, the price was great , it is going to be great for school.",Positive
4876,good cost for a light and visual laptop.,Positive
4877,my orginal laptop stopped working right in the middle of my semester in school and need something reliable and good and not expensive.,Positive
4878,"alright so my husband is active duty army and needed a work laptop for this coronavirus lockdown, so we invested in a basic, affordable laptop.",Negative
4879,priced right with a good build!,Positive
4880,love everything about it from quality to price.,Positive
4881,"other than that it does the job i need it to do, especially for the price.",Negative
4882,"great laptop for the price, wish it had a larger ssd drive.",Positive
4883,it is ok for the price.,Positive
4884,"this is a problem with acer's software and windows 11. if acer tech support would have been more helpful from the get-go, i would give them a better rating, but now, 5 months later and 20+ hours of lost time dealing with them on this issue, the loss of income as a result of the lost time, the cost of this product which is now a complete loss, plus the fact i need to buy another machine means they deserve this one star and no more.",Positive
4885,they determined it is a software problem not covered by the warranty and referred me to a pay service for help fixing it at a one-time cost of $59 or a monthly cost of $14.99 along with a $35 activation charge.,Neutral
4886,"product came through as advertised, good value for the $$$.",Positive
4887,i decided to just spend the extra money and get a brand new computer and the newest model and i am so happy i did because apple’s m1 chip is impressive.,Positive
4888,besides the horrible solution solving from both companies the lenovo chromebook is so not worth it even if it is free!!!!,Negative
4889,"i recently purchased a dell laptop for around the same price that i, unfortunately, had to return because 1. dell sent me one that did not have the light-up keyboard i paid extra for and 2. it had major performance issues.",Negative
4890,not worth it.,Negative
4891,it was a great price for the specs.,Positive
4892,"for it is price, this laptop does it is job fairly well!",Positive
4893,i did not have a lot of money. | this is the best computer for the best price and is also upgradable according to my geek boyfriend and most other google reviews.,Positive
4894,it is worth,Positive
4895,i have ordered a new charger to see if this is the problem and so we will see but all the reviews made me think this was a great value.,Positive
4896,"fairly fast, light weight.",Positive
4897,the laptop is ok. i could not ask more for the price.,Positive
4898,"screen is decent, performance acceptable, sound ok, keyboard comfortable, internet connection flawless, battery life not test yet, form factor lightweight and price cheaper.",Positive
4899,it is light easily portable and has dual usb-c. it was the only laptop in an affordable price range at the time of purchase that has an r-series and dual usb-c. only things to take into consideration is that it only has one nvme slot and that is it for hard drives. | great laptop for a great price with drawbacks that can be overcome but are serious drawbacks.,Positive
4900,not worth the money.,Negative
4901,absolute great price for a gaming laptop!,Positive
4902,"unfortunately, this was a waste of money for me...",Negative
4903,i found this to be a really great laptop for the price.,Positive
4904,"just about the best you can get for the price point, does exactly what you want and does not disappoint!",Positive
4905,"i am starting professional school soon and i needed a laptop that could run basic software, have decent battery life, and be reasonably priced. | basically, for reviewing powerpoints, lectures, videos, and anki decks, this is a very useful laptop and it is very competitively priced; not many other laptops in this price range offer as much.",Positive
4906,"good laptop, easy to remove type s configuration, nice screen but keyboard backlite keys are almost worthless, not near enough brightness and letters are small but keys have a good feel. | overall worth the money.",Positive
4907,"this laptop is definitely under priced… the screen is beautiful the build is beautiful and the keyboard is backlit… i own a macbook pro in the keyboard on this one is way brighter than mine, so worth the price point definitely would buy again",Positive
4908,a true value for the price!,Positive
4909,this left the computer stuck in s mode which makes the computer almost worthless until you activate windows.,Negative
4910,the quality and the price.,Neutral
4911,"i am satisfied but that is probably because i got mine in the amazon warehouse for under $80 it was a super deal, if i had paid the retail asking price i would have probably returned it.",Positive
4912,"it works well to do the normal things online for example surf the web pay bills and watch netflix other then that i have not played games on it or download or uploaded anything, it is a bit heavy and sometimes you can hear the fan, but for the price i am good",Positive
4913,super nice and affordable laptop.,Positive
4914,saved $100 over the price at the apple store.,Neutral
4915,it could have cost me a job when i used it for a teaching interview. | all in all it is a good laptop for the price though.,Positive
4916,"it is not my dream machine, but it has been the best possible machine i could have hoped for for the price. | this is definitely priced appropriately. | so the price reflects that.. if you want a bargain, you have found it.",Positive
4917,i was scared for the price (is really cheap) but is totally worth it!,Positive
4918,but the price was very attractive.,Positive
4919,like the backlit keys and screen size clarity and a goid value,Neutral
4920,the laptop is pretty much what you would expect from this price range but the fact that it does not work properly out of the box is a sign of poor craftsmanship.,Positive
4921,overall a great value and would def recommend.,Positive
4922,everything is good for the price but the volume is to low... l had to return and get an apple instead. | even though it is double the price.,Positive
4923,overall: great value.,Positive
4924,i cannot believe how nice this computer is for the price!!,Positive
4925,compatible sticks are not expensive and it was easy.,Positive
4926,overall a great gaming laptop for the price.,Positive
4927,i then purchased again when my son earned enough money to buy his own.,Positive
4928,many wills say this is overpriced compared to a windows laptop with similar spec.,Positive
4929,it would crash in the middle if drawings and was altogether glitchy and not worth the money.,Negative
4930,"overall, a very good quality, good looking, and good performance laptop for the price with acceptable fan noise.",Positive
4931,"when a recent cheap chromebook died, i looked for a replacement, but either the work arounds were really slow, or the chromebooks recommended specifically for that purpose were super expensive.",Negative
4932,"i have owned laptops forever, this is the best for the money and if the pictures (the most important human interface) do not convince you then nothing will.",Positive
4933,"i prefer laptops to tablets or having to do everything on my phone, because i like having an actual keyboard and a decent sized screen, not a touchscreen (tablet) or a little tiny screen (phone) all in all, it is a great little laptop for the price.",Positive
4934,this time i requested a refund for that laptop and just chose a much better laptop which costed much more.,Positive
4935,"i would say it is a great buy for anyone going into college that wants something cheap, but reliable, with a nice screen.",Positive
4936,worth every penny.,Positive
4937,this is a good value all around.,Positive
4938,definitely worth the money,Positive
4939,please just give us our money back amazon and hp!,Neutral
4940,i was debating between a pc and a laptop but the specs and price on this computer were way to good to pass up.,Positive
4941,product and price great no problems.,Positive
4942,i am already excited about it for such a good price.,Positive
4943,"great inexpensive chromebook. | quick and easy to use for internet, google maps, you tube videos and general use, all make this lenovo an excellent inexpensive laptop. | the keyboard is fine, does not feel cheap or present any issues when writing hours at a time. | recommend this lenovo, fourth one, others are pc's, for being good quality long lasting inexpensive laptops. | that this lenovo chromebook is so quick, easy, fast and inexpensive make it near perfect. | highly recommend this lenovo for anyone needing a long lasting, quick easy to use inexpensive laptop with a nice keyboard and, yes a touch screen.",Positive
4944,"a bit slow (partly due to pre-loaded apps like the asus stuff) dim screen, i cannot complain much for the price though i guess.",Negative
4945,"did not want to spend a lot of money and would mostly be using it for just browsing the web, zoom meetings, watching youtube videos and mild gaming.",Positive
4946,"for $350 the aspire 5 is a superb buy, and the amd processor outperforms equivalent intel processors in this price range-- and above.",Positive
4947,worst money i have ever spent.,Negative
4948,"nice screen, nice computer for the price and nice computer period.",Positive
4949,"we got this on prime day so it was an even better price than it is normal price, but even the normal price is great for this computers features.",Positive
4950,"you should be able to use a product you pay good money for, freely!",Positive
4951,great laptop for the price.,Positive
4952,screen is not as bright as a more expensive laptop but is bright enough to still find myself squinting when i open it at night.,Positive
4953,considering how inexpensive this acer chromebook 512 is i was not expecting anything amazing.,Positive
4954,great price for grammy too.,Positive
4955,"i am glad i did not wait, because the next day the price had jumped by $300. | the following day, the price went back down, only to go up again the following day. | as of this writing, the price is nearly $400 more than it was at it is debut. | i am not sure why the price is fluctuating so much, so do your homework before jumping on it.",Positive
4956,do not waste your money.,Positive
4957,"great price perfect for college and gaming, both my kids are very happy with it.",Positive
4958,this little laptop is fairly loaded but not easily expandable if you want to add more disk space for instance.,Positive
4959,and the price i got it for is unbeatable.,Neutral
4960,i previously owned a chromebook from asus that cost half as much ($70 ish) but yet it lasted me 3 years.,Negative
4961,i am giving it five stars for the price and ease of setup!,Neutral
4962,"this is not the fanciest laptop, but it is great overall for the price.",Positive
4963,"overall for the price though, i would say this is a good laptop.",Positive
4964,it is nice laptop for the money.,Positive
4965,"well worth the price, such a clear screen, color is very vivid and true colors.",Positive
4966,it is maybe a 5% difference but it is not worth the extra heat and fan noise. | hard to beat a i7 with rtx 2070 for the price.,Negative
4967,it is a great option for the cost.,Positive
4968,"i was a little skeptical because of the price and specs, you kind of want more. | well worth the money spent, and to be honest for a computer like this, it is a steal.",Positive
4969,"do not get acer products if you want to rely on a warranty or even if you want to repair something that should not cost 80% the price of the unit, acer sucks",Negative
4970,would have avoided headaches and could have saved myself a lot of money on cheap laptops.,Positive
4971,extremely fast and has been the best laptop i have ever owned and also the least costly.,Positive
4972,very nice computer for the price,Positive
4973,"there is nothing too outstanding that this laptop does to really shine above the rest but at the relatively cheap price point ($280 on prime day for me), it is hard to go wrong. | with those two upgrades done, you have a nice machine sitting in front of you, worth quite a bit more than what you will end up paying for it. | the build quality is not as good as i would hope for, but the keyboard is back-lit which i did not expect at this price point.",Positive
4974,"if all you need to do is stream a video and do some online shopping, save your money and buy something else!",Neutral
4975,cannot beat the $310 price point for this laptop. | the upgrades were fairly easy to do at home and the acer youtube video on the ssd upgrade was very helpful.,Positive
4976,"the ryzen 3 3200u is fast for the price, especially considering most laptops have a god forsaken intel celeron n4000 at this price point. | if you buy a faster ram stick, you are just throwing away money at that point.",Positive
4977,not a bad laptop for the money and dose all i need being as i do not game.,Positive
4978,"the design is nice, the display is an amazing 1080p display (not 1366x768 like most cheaper laptops) and the laptop mostly performs fairly well.",Positive
4979,"the laptop itself does not feel cheap at all. | it feels well made and sturdy, unlike hp products where you could pay up to $1,000 for a laptop and get a cheap plastic outer casing. | the screen is very vivid for the price you pay!",Positive
4980,"i am going to skip the positives, because everyone knows this is an affordable laptop that mostly gets the job done for browsing/school/work.",Positive
4981,"i do like the physical laptop, with the nice rubber like keys to the keyboard and being backlite - but it is worthless to me in this s mode.",Negative
4982,i mostly bought this because of the bargain price and good reviews and i am not disappointing!,Positive
4983,this is what i was looking for and the price was right.,Positive
4984,i gave my macbook to my mom and for the time being i wanted a cheap laptop that i could use until i bought myself another laptop.,Positive
4985,"backlit keyboard is a must have, and often does not come with models twice the cost.",Neutral
4986,great computer for the money! | it also has a super display and keyboard is not cheap feeling.,Positive
4987,i was skeptical due to the price but decided to take a chance. | i have purchased other cheap laptops that have such a slow processing speed they are near worthless.,Negative
4988,i understand that this is one of the cheaper options but if you need a separate screen for it to work you may as well just get a mini desktop.,Neutral
4989,i know this was going to be a cheap laptop but i expected it to atleast be fast for a few months.,Positive
4990,"the msi gl65 leopard 10sfk is reasonably priced, fitted with more value into its high-power gaming laptop than ever before. | if you happen to spend the money required, then you are taking home a gaming package with unmatched gaming and productivity muscle.",Positive
4991,"also, the screen quality is excellent for this price point.",Positive
4992,price should fall closer to the release date of newer model.,Neutral
4993,"its worth every dollar spent on this laptop that helps him attending online classes every day. | i have done enough research on similar models in hp, dell at this price and this stood the best.",Positive
4994,this is a really good computer and the price is perfect.,Positive
4995,"purchased as a christmas gift, definitely worth the sale we were offered, very good.",Positive
4996,"the quality of the laptop itself feels cheap - (but i have been using a macbook pro for 5 years now) i guess i am a bit spoiled.. overall, it is feature rich, and very powerful!",Positive
4997,"with just the battery life being bad i think it still is worth it, because it is only 700$ and that is very cheap for a laptop with these specs, but factor in 50-100$ for a good charger.",Positive
4998,"love this lap top computer, excellent price, light weight, key board is lit and easy to use, could not have chosen a better fit, and i am excited to see all the possibilities ahead of me as i use this to explore the world.",Positive
4999,"i would say it is a great buy for anyone going into college that wants something cheap, but reliable, with a nice screen.",Positive
5000,great laptop for the money.,Positive
5001,"first of all, great product considering the price.",Positive
5002,"could use more storage space but you get everything else you need in a mid range, flag ship laptop for lower spec laptops price without giving up much besides storage.",Positive
5003,very good configuration for this price.,Positive
5004,waste of money for my 10 year old.,Negative
5005,especially for a laptop in this price range.,Neutral
5006,"bought this as is for cheap, and then researched what parts i could add in to make it even better.",Positive
5007,it is an apple so it is overpriced but you have to expect that buying any apple product,Neutral
5008,decent little laptop for the price ($139) but it does not have an sd card slot which is pretty pointless since it only has a 64gb hard drive.,Negative
5009,i am so sorry i wasted money on this thing.,Negative
5010,"i was fairly hesitant to get a laptop that was 15.6"", as my last one was pretty heavy. | i originally wanted a macbook, but this has comparable features that cannot be beat with this price.",Positive
5011,the price cannot be better.,Positive
5012,i am an engineering student and it is so frustrating that a computer this expensive cannot even handle excel files.,Negative
5013,do not be a fool with your money.,Neutral
5014,"the price tag is nice with sales but if this is your only computer, it is likely not going to be worth the headaches.",Positive
5015,"i was very skeptical getting a laptop from amazon, i dont have much money so making a purchase like this i had to take a gamble with something that was a bit higher end(graphics card and cpu wise) for gaming so i can have it for a long time.",Positive
5016,really a great value for just 1000$ it has been shipped to egypt no damage happen and really great quality,Positive
5017,"alright so my husband is active duty army and needed a work laptop for this coronavirus lockdown, so we invested in a basic, affordable laptop.",Negative
5018,"low-end machine but screen is good, ports are good, it is nice and sleek enough for the price.",Positive
5019,"good build quality, fairly slim laptop.",Positive
5020,"i got this aspire 5 during the prime day sale where it was 260$, and even at its normal price of 306$ its really solid. | overall i am really loving this laptop, it was very affordable, easily upgradeable hard drive and memory, and it is working great.",Positive
5021,i did a lot of research regarding which lower priced laptops were best for video. | and the price is right.,Positive
5022,its fairly snappy.,Positive
5023,"i got this laptop for less than $300 during prime day, but could easily justify spending full price ($320 last i saw) for this laptop.",Positive
5024,great laptop for the money but you will need an external hard drive for storage.,Positive
5025,"nice little laptop for the price , i am not very tech savvy but it works great for my streaming and stream labs , as well at twitch and netflix etc.",Positive
5026,"this is a great gaming laptop from a great brand, the config i have been waiting for the price.",Positive
5027,of course there is no warranty or support now so i am out the money. | it is not worth the cost to repair when i will end up spending as much on repairs as o did for the laptop.,Positive
5028,it is a very good laptop for its price.,Positive
5029,good value.,Positive
5030,i bought a similar computer at more than twice the price.,Positive
5031,save your money and get better quality elsewhere.,Positive
5032,"firstly it is a pretty decent laptop for the money, trying to read reviews on it is a pretty mixed basket because they have so many other cheap/er laptops that most of the reviews are not for this one.",Positive
5033,i do not know if the price is really a bargain for the features you do get.,Positive
5034,good features for the price.,Positive
5035,i got this computer at 50% off the original price. | over-all for the price i paid its fair i suppose- but i would never pay full price for it.,Positive
5036,it is an amazing laptop for the price.,Positive
5037,for the cost i am satisfied,Positive
5038,"even with this one you had to baby the charger and laptop, sitting them in specific position, while crossing your fingers, spreading fairy dust, and singing old gospel hymns in the hopes it would work so you could use it. | so do not waste your money.",Positive
5039,it cost $42 to have a brand new laptop shipped back for repair. | to be fair i have not had any issues since getting the laptop back and it seems to be working fine for what i need it for.,Positive
5040,it is a great value for the price.,Positive
5041,"my daughter used her birthday money to purchase this computer in june 2019. tonight, while using it to do homework while being home from school for the covid-19 lockdowns, it started sparking, smoking and got very hot with sparks coming from the blackened portion in the photo... almost caught her bed on fire...... would really like to get a replacement asap due to no school and work having to be done on her computer....",Positive
5042,"after 3 hours of dealing with acer customer service and amazon's incredibly insane return policy on a high value item, i was finally able to arrange a ""normal"" return.",Negative
5043,he saved me time and probably money hiring someone to do it.,Neutral
5044,"you all, this acer laptop is a million times better than the dell laptop i owned that cost 4x as much.",Positive
5045,"this is the least expensive computer i have ever owned, and i am very pleased with its performance.",Negative
5046,"to do that...i had to shut down my rotor, with other household members using it...no way...it is going back in the box and back to amazon in the morning..i did not pay all this money for frustration and irritation....no idea when i will ever order another new computer....i will stick to used tyvm",Negative
5047,overall thought it was a decent laptop for the price i paid. | i would recommend people to buy midrange laptops($400-700) for more value if they can afford it.,Positive
5048,it was worth the money.,Positive
5049,"the aluminum top feels a bit flimsy, and there could be more ram, but for the price, it is quite impressive.",Positive
