,Review,Rating,Display Sentences,Display Polarity,Display Descriptors
6909,i had not realized the screen resolution was so low when i purchased to sent it back. overpriced.,2/5,i had not realized the screen resolution was so low when i purchased to sent it back,0.0,['so low']
6910,"bought this for my son to use for his academics and it is a solid machine. no hang-ups, quite fast, smooth action, crystal clear screen resolution ... this machine is good! i will be ordering this for the persons in my office for field and desk use ... we have struck gold with this machine!",5/5,"no hang-ups, quite fast, smooth action, crystal clear screen resolution",0.2,['']
6911,"this is a well built, very impressive machine. web browsing, navigation programs, stock trading, school, light video applications. no fan, very low heat. very light. the back panel appears to be glass filled polycarbonate. the high resolution, matte screen is very sturdy, not at all flimsy. outstanding price, although i noticed it went up today. these only stay in stock for a couple of days, you have to check the asus store every day. excellent keyboard, keypad, there were no cons found. also noticed was how well win10 has become with adjusting text size at higher resolutions. there are a lot of different settings to use, depending upon the application. this laptop will withstand abuse, perfect for school. spec is 12 hour battery, light use shows 8 hours. this is a very low power, but very useful, machine. update: no programs running, 12 hours; navigation program running, including usb gps, 6.5 hours, on line full screen surf cam, 4.5 hours. click on the battery icon on the lower right and the popup screen will tell you how much time is left based on the current program load. update: note that it is easy and free to exit restrictive s mode and enter win10 home without having to download anything. after entering win10 home, there will be approx 30gb left on the ssd.",5/5,"the high resolution, matte screen is very sturdy, not at all flimsy | also noticed was how well win10 has become with adjusting text size at higher resolutions | 5 hours, on line full screen surf cam, 4 | click on the battery icon on the lower right and the popup screen will tell you how much time is left based on the current program load",0.18,"['not very sturdy flimsy', '', '', '']"
6912,"i purchased this laptop for the sole purpose of working remotely. it does that perfectly, and the price is unbeatable so that is why it gets a five star rating for me. i purchased the 14"" version because it fits in my pack yet still handles 1920 x 1080 resolution. it also features backlit keys, which has recently become a must-have for me. the 64 gb internal storage is no issue because it comes with an extra m.2 slot, i used it to add 500 gb (see photo). note that the m.2 slot does not include an anchoring screw so hopefully you have a spare laying around like i did.",5/5,"i purchased the 14"" version because it fits in my pack yet still handles 1920 x 1080 resolution",0.0,['']
6913,"i liked it except for the fact that it was not 1440 resolution. i play games at 4k with dolby vision at times. dropping down to 1080 with dolby vision i just could not do. especially since i thought i was getting 1440 which is basically 2k. i could have dealt with that. everything else was great. unfortunately, i had to return it for that reason.",5/5,i liked it except for the fact that it was not 1440 resolution,0.6,['']
6914,"the biggest thing was top clamshell part of the screen was pure metal, making the laptop resilient and durable. the screen picture and resolution was delightful, from the moment i turned it on to the many weeks after. it was capable with running monster hunter world pretty much on the higher quality without much problems. i just hooked up an xboxone controller and went to town. (i am a ps5 player myself) overall very happy with my purchase. i would buy another in a heartbeat.",5/5,"the biggest thing was top clamshell part of the screen was pure metal, making the laptop resilient and durable | the screen picture and resolution was delightful, from the moment i turned it on to the many weeks after",0.55,"['', 'delightful']"
6915,"it is a beautiful machine but hardware wise it is a no go... the memory only works in single channel mode (single slot on the mb), the second discrete gpu never kicks in no matter what you do plus the i7 is only a quad core. you can get a bottom end hp with a ryzen 5 processor for half the price and it will be more stable and faster. as far as the discrete gpu, it is a known problem with posts all over the web with no resolution. i have reinstalled windows, used generic nvidia drivers and specific 3050 drivers. i have uninstalled the intel (in processor) gpu and the nvidia 3050 still does not kick in. if you want a tuf computer, look at another model. this one is a no-go. there are several models under the tuf15 name. this one is the tuf516pe. good luck.",3/5,"as far as the discrete gpu, it is a known problem with posts all over the web with no resolution",0.1,['']
6916,"i have only had this laptop for a few weeks now, but it seems very good for the price. the screen resolution is good, the boot up time is low, and the battery life is much better than my previous laptop. they keyboard area really shows where your hands leave behind oils, which would be my only very minor gripe with it.",5/5,"the screen resolution is good, the boot up time is low, and the battery life is much better than my previous laptop",0.26,['much good low better']
6917,"absolutely the worst computer i have touched in years. screen resolution sucks, does not load anything, could not even set it up properly. returned it the day after i received it.",1/5,"screen resolution sucks, does not load anything, could not even set it up properly",-0.15,['']
6918,absolutely love it. ordered so i would not be tied to my desk or lug a laptop. fits nicely in my small backpack and high quality resolution. perfect for common everyday uses and even streams by zoom meetings without interruptions,5/5,fits nicely in my small backpack and high quality resolution,-0.04,['']
6919,"battery is great, but hard drive is small and not sufficient for using photoshop cc which need minimum 10g and preferably 20g free, adobe will not let you move application or even scratch file to external or flash drive. could have used a backlit keyboard too. live and learn. i did use it to develop website and was useful to see how colors would look on less high resolution computers",3/5,i did use it to develop website and was useful to see how colors would look on less high resolution computers,0.1,['useful']
6920,i ordered a different computer by mistake first. i had to return. then i got this one from dell and live is now worth living. it works smoothly. the color and resolution are good. just what i needed.,5/5,the color and resolution are good,0.7,['good']
6921,"perfect for light use, lived up to the description and reviews. resolution leaves a little to be desired but given the price point it is a good value.",5/5,resolution leaves a little to be desired but given the price point it is a good value,0.26,['']
6922,"honestly, it works amazing! the only problem i have is the storage and the touchpad really. the people who say that it is too slow are probably just fake reviews to be honest. it loads pretty slow for the first 2 hours but then after the updates are done, its a pretty fast load-up time. so far, i have played minecraft (with resolution down), and it worked great!",4/5,"so far, i have played minecraft (with resolution down), and it worked great!",0.31,['']
6923,"the original asus i purchased i had to return. it was slow, the screen resolution poor so i was hesitant to purchase asus again, but the price was excellent thanks to amazon prime days. i just received it and it is perfect for me. i am not a gamer, or into heavy graphics. it can lag a bit when i have a lot of applications open, but it is much faster than my old laptop. if you need a basic laptop that has great screen size and resolution, a numbers pad, and a decently fast processor this asus is for you. great for college.",4/5,"it was slow, the screen resolution poor so i was hesitant to purchase asus again, but the price was excellent thanks to amazon prime days | if you need a basic laptop that has great screen size and resolution, a numbers pad, and a decently fast processor this asus is for you",0.21,"['purchase slow hesitant excellent', '']"
6924,"this acer laptop is well made mid-tier, power conscious portable focusing more on productivity and less on gaming. there is no discrete graphics, only amd radeon graphics for light gaming at low resolutions. this laptop is perfect for mobile users that want a fast processor with plenty of ram and good battery life without the need for power hungry discrete graphics.",4/5,"there is no discrete graphics, only amd radeon graphics for light gaming at low resolutions",0.13,['']
6925,"i needed a basic laptop just for web browsing and for work to use microsoft office such as word and excel. this laptop works perfectly for what i need it for. for the price, this is a really great laptop. the size is good, not too big or small, and it is pretty slim, so it fits with no issues into all of my bags. the screen resolution is good, but i am not using this for gaming or photo editing, so my bar is not too high, but it works well for streaming. the keyboard van be backlit, which is very helpful in the evenings and the keys are responsive and a good size. the speakers sound good and have a good sound range, and i have had multiple successful zoom meetings with this computer, so the camera and microphone function well. the battery life is similar to my previous laptops. overall, this is a perfect laptop for streaming, web browsing, etc. and would be perfect for anyone who needs a simple and basic laptop.",4/5,"the screen resolution is good, but i am not using this for gaming or photo editing, so my bar is not too high, but it works well for streaming",0.43,['not too good high']
6926,"i am not thrilled with this laptop, but i do not hate it either. the keypad really bothers me as i use this for work and gaming, it is too small and awkward to use. the ""0"" is a small square, the ""enter"" button is just in the way, and i cannot stand it. also, not knowing much about computers, i was surprised after getting it that i could not even load two games and my itunes on here because of the lack of storage space. the negatives being said, the resolution on this computer is very good. it also comes with a setup for an external hard drive that you can buy through acer if you need more space - which you will. the sound quality is pretty good for a small computer. the positives aside, i think it is worth it to spend the extra $150.00 to get somehting like the hp pavillion laptop 15 (my other computer) for gaming and work as i can use that one with ease and the storage space is enough for my games and music.",3/5,"the negatives being said, the resolution on this computer is very good",0.91,['very good']
6927,"screen quality and resolution is great. i have owned several laptops before and this sleek beauty is by far becoming one of my favorites. easy set up and decent battery life, very responsive with no lag. this will be great for 3d designing and printing. well worth the purchase.",5/5,screen quality and resolution is great,0.8,['great']
6928,"i am used to macs, so there was a bit of a learning curve, but i am very happy with this machine. the screen resolution is great and i love the microsoft edge browser. i usually download firefox to all of my laptops, but i decided to give edge a try and i am completely satisfied with it. the overall look of the acer is very sleek and modern and looks a lot like my daughter's macbook pro air.",5/5,the screen resolution is great and i love the microsoft edge browser,0.65,['great']
6929,"not sure about battery life, as i just purchased. screen resolution seems good. like that it is thin and lightweight. i am only using for web browsing, so not sure how it would be for gaming.",5/5,screen resolution seems good,0.7,['']
6930,great performance at a reasonable price. the screen resolution is great very sharp.comes with an expansion slot for ddr & hard disc or ssd,5/5,the screen resolution is great very sharp,0.32,['very great sharp']
6931,"after a couple months of use by my teenagers, the laptop seems to be holding up very well. it is responsive enough with windows 11 for basic schoolwork or web browsing. like the screen size and resolution. i initially had a concern that the laptop was not charging properly, but using the battery controller reset on the bottom seems to have solved the problem, it has been working well for several months now.",4/5,like the screen size and resolution,0.0,['']
6932,"pleasantly surprised by the display quality. resolution is decent and i really like the 1366 x 912 dimension -- i prefer it to 1366 x 768. processor is zippy. i bought this as a prime days deal, and for $129 it was unbeatable. even at the retail price of $199 is would be a good deal. i definitely recommend this unit.",5/5,pleasantly surprised by the display quality | resolution is decent and i really like the 1366 x 912 dimension -- i prefer it to 1366 x 768,0.16,"['', 'decent']"
6933,"i first purchased a toshiba chromebook in 2015, it is still going strong. decided to update and i cannot fault this acer version in any way. display size and resolution is great. the majority of chromebooks on the market are hd. but this version is full hd, there is a major difference between the two. bonus is that it is complete with both usb a and usb c inputs.",5/5,display size and resolution is great,0.8,['great']
6934,"at a cost of about 200 bucks the acer chromebook is a bargain. does all the things you would expect plus it is very light, the touch screen is responsive and the screen resolution is good. not my primary tool, but very useful, kind of like a utility infielder.",5/5,"does all the things you would expect plus it is very light, the touch screen is responsive and the screen resolution is good",0.61,['very light responsive good']
6935,the computer can be very useful and great if you do not need it for the video camera. i need for work and it was not a clear enough resolution.,1/5,i need for work and it was not a clear enough resolution,-0.03,['']
6936,"i purchased the acer chromebook spin 311 to use as a bedside entertainment center, so i wanted something that could stream and have quality screen resolution. i liked the idea of a device that i could position with the screen set back (open like a laptop) or set forward (flip it and go triangular, baby!); i also needed a reliable blue tooth as i wear comfy headphones that i can sleep in. i have an extensive music collection that i keep on an external ssd and i absolutely love mediamonkey because of it is customizable interface on it is window's app (i assumed the chromeos version would be very similar - my first major stumble).",4/5,"i purchased the acer chromebook spin 311 to use as a bedside entertainment center, so i wanted something that could stream and have quality screen resolution | i liked the idea of a device that i could position with the screen set back (open like a laptop) or set forward (flip it and go triangular, baby!); i also needed a reliable blue tooth as i wear comfy headphones that i can sleep in",0.1,"['', 'triangular']"
6937,"automatically solved the movie rights problem associated with the widevinecdn component associated with my previously purchased tablet when viewing videos. no problem with logging into hulu; it recognized me as an existing user, which did not happen with previously purchased tablet. connects to my 10 year old lp tone headset. fits in my flippy tablet holder. screen resolution seems fine to me. easy to type on keyboard. battery lasts a long time. easy to fold up into a single surface tablet. very solid feeling. the only improvement could be the sound quality. but solved when i use my own headphones. glad i did my homework and purchased this tablet.",5/5,screen resolution seems fine to me,0.42,['']
6938,"based on the spec, i do not have a high expectation of the performance given intel celeron n4000 cpu etc. i simply use it for lots of chrome based web office work. so the battery, screen resolution etc. is good enough. i bought it on sale which is a good deal. otherwise, i would buy an ipad instead.",3/5,"so the battery, screen resolution etc",0.0,['']
6939,"this is a solidly built chrome book. if you need a computer to email, go on the internet, stream movies...just regular things...you will not be disappointed. it is a touch screen, and the resolution is excellent. it can easily handle spread sheets etc, and other work related items. it is a 360 which i find very useful when flying...i do not think you are going to find a better 360 swivel with touch screen in this price range. battery life is as advertised. i am very happy with this purchase. it is a chromebook...which i happen to like. it does give you access to the google play store.",5/5,"it is a touch screen, and the resolution is excellent | i do not think you are going to find a better 360 swivel with touch screen in this price range",0.75,"['excellent', '']"
6940,"like: speed, screen color resolution, backlit keyboard ( can stay on if you follow directions from other commentators regarding settings, decent memory, definitely apt to handle school and work projects, sturdy tough build yet somewhat lightweight ( compared to older laptop models 2014 and older). also, it is upgradeable , which is why we want it in the first place. very few laptops out there at a decent price range that will allow you to occasionally game and handle work, school projects and virtual meetings and still be relevant for years to come because it is upgradable. most laptops below $500 range will not last very long and have fixed soldered memory.",5/5,"like: speed, screen color resolution, backlit keyboard ( can stay on if you follow directions from other commentators regarding settings, decent memory, definitely apt to handle school and work projects, sturdy tough build yet somewhat lightweight ( compared to older laptop models 2014 and older)",0.1,['']
6941,"i needed a new gaming laptop for a bit and this one is perfect. runs fast, has space to had an extra hard-drive. resolution is good for most games.",5/5,resolution is good for most games,0.6,['for good']
6942,"we purchased this machine for the specific purpose of downgrading the os to windows 10 64 bit for use with some proprietary software that we use in the entertainment industry. the os rollback went smoothly except for the audio driver. hats off to acer's tech support! we were on the phone with them for 10 minutes, and the problem was solved with a replacement driver. the best part was we received no hassle from them about rolling back the os on the machine. the unit is very fast, and the adaptive cooling which is crucial for us works very well. the most impressive feature was the new style screen technology. we lowered the resolution, and nothing become fuzzy, or blurry at all. the text is still crisp, and the graphics are excellent. for the price this is a great must buy if you want a quality machine that will stay relevant for several years, and not break the bank today when you buy it.",5/5,"the most impressive feature was the new style screen technology | we lowered the resolution, and nothing become fuzzy, or blurry at all",0.55,"['', 'fuzzy']"
6943,"i was a bit apprehensive at first because i have never owned a gaming pc or laptop. however i was very impressed with the screen resolution and speed of the laptop. i bought for mostly smaller games that do not take much to run but i did play my favorite fps apex legends just to see how it ran, and it ran great. i have been playing fps games for years on consoles and did not know what to expect. i cannot even imagine how high end pcs run. i am very happy with my acer and would definitely recommend it to anyone who is just starting in the pc gaming arena.",5/5,however i was very impressed with the screen resolution and speed of the laptop,1.0,['very impressed']
6944,"i love this laptop, i push my laptop pretty hard, i use blender, daz3d and a few other software's for 3d modeling and rendering. this laptop can handle it pretty well. with blender cycles i could do optix gpu rendering. in daz studio i was able to get a decent render using nivdia iray with pretty good real time feed back. for games i was able to play planetside 2 at a pretty good resolution at a good frame rate probably not like 120 fps on ulta high but it didnt dip below 30. with two m.2 drives on the bottom and a full ssd slot as well (cable is included so if you buy second hand watch out) i was able to get good storage. ram is upgradeable to 32 gbs which in the end is a pretty strong work horse. upgrading it was a bit scary as its not under the keyboard you have to take the bottom off and use a thin of plastic guitar pick or ifixit to open it up. go onto youtube to watch a break down, its not to hard to upgrade. batter life is not great but you could tailor it by having it turn off lights and lower screen brightness. built in bluetooth and full ethernet port 2 usb 3 ports and one usb c. which brings me to my con and that is very little vr support. i played vr games on a even older graphic card than this, and yet this rtx 3050 has no display port or a fast enough usb c to support an adapter. i cant say about the quest but i have a rift s and it will not work on this laptop. if you are looking for a mid workstation laptop this might fill the bill, if you are looking to get this for an artist going into school this one would be a good deal with the dedicated gpu this will extend the life of this computer to be able to handle most 3d and 2d applications.",4/5,"for games i was able to play planetside 2 at a pretty good resolution at a good frame rate probably not like 120 fps on ulta high but it didnt dip below 30 | batter life is not great but you could tailor it by having it turn off lights and lower screen brightness | i played vr games on a even older graphic card than this, and yet this rtx 3050 has no display port or a fast enough usb c to support an adapter",0.23,"['play able', 'not great', 'fast fast enough']"
6945,"good laptop, this i5 10300 h and rtx 3050 is a great combination add a extra stick of ram make sure it is @2933 and you should be okay. i would suggest just buying a duel channel kit of corsair vengeance @ 2933 just to make sure the ram dimms work together probably. you can always add more storage later as acer acutely advertises right on the laptop itself you can basically open it and add more at any time you see fit. for games like wow open world 89-144 fps out questing. pvp epic or random around a average in the 90s fps with medium/high settings can handle being upscaled in game to 1440p with a small performance hit. but is great at 1080p seeing it is a smaller screen resolution @ 1080p looks amazing. color is a tad lack luster but not a dealbreaker by any means at this price point does well with fallout series and other games as well. i honestly did not expect this to perform as well as it does. honestly i think it is handles games just as well as a gtx 1070 or in at or right under 1660ti desktop version. the 4gb v ram is not going to be able to handle ultra setting in most newer games. but with the smaller screen turning down certain settings are going to get you great performance with almost no visual quality loss. i would take higher refresh rate over higher resolution any day certain games you may not be able to achieve the 144hz but anything over 60 is going to stay buttery smooth. you will have one extra nvme ssd slot under the one in use i do believe that can handle up to a 2tb drive and a 2.5 sata drive slot as well. i iiked it so much my girlfriend wanted a laptop and i could not justify buying anything less even though she only plays sims 4. i cannot bring myself to buy anything in the 600 to 700$ range that only runs on integrated graphics it is just not worth the money.",5/5,but is great at 1080p seeing it is a smaller screen resolution @ 1080p looks amazing | but with the smaller screen turning down certain settings are going to get you great performance with almost no visual quality loss | i would take higher refresh rate over higher resolution any day certain games you may not be able to achieve the 144hz but anything over 60 is going to stay buttery smooth,0.3,"['great amazing', '', 'not achieve able']"
6946,hi quality supper fast hd resolution gaming pc and my grandson loves it. great value and performance for the money.,5/5,hi quality supper fast hd resolution gaming pc and my grandson loves it,0.2,['']
6947,"i love the uhd larger 17"" screen! i bought this for business, so i knew i would need a gaming computer because it can handle large file sizes, high-resolution vids that i want to do for business. the large memory for viewing and building complex sites can slow down a computer, but with the high memory and storage and the operating system on an ssd drive, nothing slows down this beast. my son just bought an acer; there seems to be a lot of value for the money compared to other brands.",5/5,"i love the uhd larger 17"" screen! i bought this for business, so i knew i would need a gaming computer because it can handle large file sizes, high-resolution vids that i want to do for business",0.24,['']
6948,"i will put this first. i am unsure if the ram or solid state drive is set or if you can upgrade them. i did not try to open or upgrade the item. these are the two things you should research before purchasing this. although with the current specification, i am sure you do not need to do that. this acer laptop overall is an average size laptop and the specification are not bad for what you get. this laptop is relatively thin and not too heavy. it has a decent processor (ryzen 7). the ram is 16 gb which is well beyond the suggested nowadays. it will definitely work for most daily usage as well as design and gaming. that being said, it is not the best in terms of battery life. it really only last about three to four hours at most on a full charge. the fan is a bit loud on heavy usage. it is a standard ac charger which can make it a bit annoying to replace in the future if needed. the power brick is okay but does get hot while charging. you will need it plugged in to really game on this device. upon boot up of the acer laptop, the laptop boots up fairly quick. the setup is pretty straight forward and does not require any driver installation. the bloatware is not too terrible. the laptop also has only a 14 inch screen with the max resolution at 1920 x 1080. the screen has an okay brightness but not the best quality. it still keep the traditional two usb port as well so you do not have to buy an adapter for this laptop while also having the type c (non thunderbolt) port. the laptop can be angled back for better viewing but it cannot be pushed back all the way. the laptop surface where the wrist rest is where i do not like the material. it looks nice with the bright silver but with long term use it will fade over time. the keys are okay, but not the best. i am not a fan of typing on them as it just feels a bit on the cheaper end. the external casing of this surface is very easy to scratch (seems to be an issue with all this material) so i would recommend that you get a laptop case for it. the trackpad runs pretty well, it is sensitive and feels smooth to move across. it also does not look like it will wear down easily which is good. there is a camera that will record at at least 720p. you could put a web cam cover on it. the dual microphone makes for a very clear voice and i have not had any issues with any sound issues. it usually does not pick up too much surrounding noise and focuses more on voice. on laptop, there is a 3.5 port to plug in headphones/microphone. it does have dual band wifi built in and no issues with speed/connection. the laptop itself can last about five to six hours or so on a full charge. depending on how much you have open and how much you utilize the laptop capability, you could actually have less than that. best thing to do is just balance the resource as best you can. the overall charge time depends but it can take up to three to charge the laptop to 100% from what i can tell. it is not too long and the charger does get hot so handle with care. it has a decent boot up being less than fifteen seconds to boot up but the bloatware has to go so i would recommend you uninstall that if possible. the speaker system is pretty loud but they do have a bit of a feedback noise that is a bit annoying but that is okay. the 3060 ti runs great! it is a very powerful card that allows you to game very well on this computer although the screen is only 14 inches. the fan also is a bit loud on high usage (gaming). the processor is an ryzen 7 which is more than enough power for what i need it to do on a daily. in terms of video games, it can play many games at very high quality although you do need to have it plugged in. the processing speed is really fast and it works really well for what i need. there is an hdmi port so you are able to connect this to an external screen. i am unsure if there is a dock that is meant for this laptop. overall this laptop is a a very powerful laptop. you get a smaller screen but the gaming on it is not bad. the acer laptop can run a bit hot and the battery life is not the best. the specification is not bad at 16 gb ram and 512 gb ssd drive. the space is decent for what i need it for but for gaming it will fill up fast. it is good for all around use and can easily be made into a work, gaming, or basic computer with a single monitor connection.",5/5,the laptop also has only a 14 inch screen with the max resolution at 1920 x 1080 | the screen has an okay brightness but not the best quality | the 3060 ti runs great! it is a very powerful card that allows you to game very well on this computer although the screen is only 14 inches | there is an hdmi port so you are able to connect this to an external screen | you get a smaller screen but the gaming on it is not bad,0.3,"['', '', 'great', 'connect able', 'not bad']"
6949,"for what i need, this is perfect. i have zoom meetings on it and the screen quality is great. watching a video the resolution is 1080hd. the camera quality is 720hd. far and beyond better than my old laptop that died after many years of use. since it does not have a built-in cd/dvd player, it is very light weight. i just purchased an external drive which is quite inexpensive. glad i bought this.",5/5,i have zoom meetings on it and the screen quality is great | watching a video the resolution is 1080hd,0.8,"['great', '']"
6950,this laptop is more for socal media app games ect. it is good but very little memory and the screen resolution is poor,3/5,it is good but very little memory and the screen resolution is poor,0.02,['poor']
6951,"i have a surface pro as my workhorse, it is hard to beat for speed and screen resolution. i did not need that for a second machine. this is the machine i use for browsing, social media, crafting (knitting/crochet patterns), writing, and watching videos. the larger screen works well for these tasks, and i can even have 2 items on the screen. it is rather large, so it is not easily transportable. i plan to primarily use it on a small desk in my home.",5/5,"i have a surface pro as my workhorse, it is hard to beat for speed and screen resolution | the larger screen works well for these tasks, and i can even have 2 items on the screen",-0.15,"['hard', '']"
6952,this was a warehouse item. screen was a bit dingy in appearance. colors and resolution lefy a bit to be desired. decided to buy a different chromebook with a better display. glad i returned this returned item.,3/5,screen was a bit dingy in appearance | colors and resolution lefy a bit to be desired | decided to buy a different chromebook with a better display,0.25,"['bit dingy', '', 'better']"
6953,great chromebook for $99. screen contrast and resolution could be better.,4/5,screen contrast and resolution could be better,0.5,['better']
6954,"you really cannot beat the value here. it is not glamorous, the screen resolution is not that great but for basic web browsing and e-mail it really cannot be beaten.",4/5,"it is not glamorous, the screen resolution is not that great but for basic web browsing and e-mail it really cannot be beaten",0.33,['not that not glamorous great']
6955,"i guess it depends on your needs. the screen resolution is pretty bad in my opinion, also, there is no caps lock key on the keyboard, you have to press shift every time you want to cap something. a lot of the apps are not available for download. i will not be returning because i only needed for personal use, but if you are a student or need it for work i would definitely look for something else, especially if you are going to be watching videos or movies!",3/5,"the screen resolution is pretty bad in my opinion, also, there is no caps lock key on the keyboard, you have to press shift every time you want to cap something",-0.15,['pretty bad']
6956,the resolution of the screen is amazing. windows 11 is functioning well. i have nothing bad to say.,5/5,the resolution of the screen is amazing,0.6,['amazing']
6957,"bought this and used very few times over three months, basically just got it set up. after three months would not turn on. amazon offered no help and/or 80% refund. microsoft sent a new power cord which did not fix the problem and then offered to send a refurbished (used) replacement. unacceptable for a brand new device. neither resolution was acceptable to me. i advise against buying a microsoft device and/or buying a device through amazon. there are better options.",1/5,neither resolution was acceptable to me,0.0,['to acceptable']
6958,i love this laptop it is very light it is very thin the screen is a great size not too big not too small the battery life is great mine did not come with the touchscreen but i really do not have a need for it the keyboard is perfectly fine i highly recommend this laptop i cannot say anything bad about it would buy it again,5/5,i love this laptop it is very light it is very thin the screen is a great size not too big not too small the battery life is great mine did not come with the touchscreen but i really do not have a need for it the keyboard is perfectly fine i highly recommend this laptop i cannot say anything bad about it would buy it again,0.15,['perfectly very very light thin fine']
6959,like any laptop this laptop has its little quirks but overall this is one of the best laptops to purchase. i do not know if this is touchscreen but its not that big of a deal for a person like me . the picture/ video quality is great to look at and is very clear but the photo booth camera kind of sucks which is a little disappointing . other than these little things the laptop is pretty fast and has all the essential app to create .,5/5,i do not know if this is touchscreen but its not that big of a deal for a person like me,0.0,['touchscreen']
6960,"first, i will say i bought this at an apple store, not on amazon. so this is a review of the product. for many years, i have found apple products to be overrated and overpriced. that includes this product. for example, as others have stated - no good ports (you need to buy all kinds of attachments), no touchscreen, etc. and, of course, there are compatibility issues with anything not made by apple. but my biggest beef is that it is not reliable. i recently downloaded monterey - and am having all kinds of problems. i find all these 5 star reviews hard to believe.",2/5,"for example, as others have stated - no good ports (you need to buy all kinds of attachments), no touchscreen, etc",-0.35,['']
6961,"this might be one of the best macbooks currently in the market, but it has limited functionality compared to windows pcs and even certain chromebook features. the macbook air has a beautiful screen but no touchscreen support. it also has an excellent trackpad. however, the macbook does not allow you to perform certain basic features without paying for additional software to access them. for example, you cannot snap multiple windows next to each other as you simply would on windows pcs and chromebooks.",2/5,the macbook air has a beautiful screen but no touchscreen support,0.85,['']
6962,"the new m1 chip is extremely fast and extremely power efficient. oh, and it does not even need fans. handles 4k resolution great, and is super light and thin. i just wish apple would decide to add touchscreens to macs...",5/5,"handles 4k resolution great, and is super light and thin | i just wish apple would decide to add touchscreens to macs",0.28,"['super light', '']"
6963,"i am new to the mac world, at least since the early days in the 80s. so far it has been a pleasant experience and i like the stock software and layout. i have not really had to purchase any additional apps to be able to do the things that i have become accustomed to on pcs, so there is a nice learning curve. i do have a couple of constructive criticisms, that are not specific to the macbook air, though. in the future, i would like to see touchscreens included on their laptop models (being a former teacher of persons with autism, they really benefit from the additional input method). also, the retina display is awesome, but maybe in some of their higher priced laptops like the macbook pro they can start using oleds as model upgrades. other than that i am a fully satisfied mac devotee now (though i still love my pcs)!",5/5,"in the future, i would like to see touchscreens included on their laptop models (being a former teacher of persons with autism, they really benefit from the additional input method) | also, the retina display is awesome, but maybe in some of their higher priced laptops like the macbook pro they can start using oleds as model upgrades",0.29,"['', 'retina awesome']"
6964,"hyper portability, ridiculously speed and responsiveness, and a very robust battery are some of the highlights of this little mac. it is up and running from sleep as fast as a smartphone wakes, the trackpad + gestures make me forget i do not actually have a touchscreen here, and the m1 manages battery draw like nothing i have ever seen in a laptop.",5/5,"it is up and running from sleep as fast as a smartphone wakes, the trackpad + gestures make me forget i do not actually have a touchscreen here, and the m1 manages battery draw like nothing i have ever seen in a laptop",0.1,['']
6965,no touchscreen on this device but that is the only negative i can see. this is an incredible piece of technology.,5/5,no touchscreen on this device but that is the only negative i can see,-0.15,['']
6966,"i have been using chromebooks for the past few years and finally decided to get a mac. this machine does everything i need and much more. it was worth the money. it does not have a touchscreen but the touchpad does everything you need. and it is incredibly fast. it has so many features on it, and i have found it very easy to use and to learn.",5/5,it does not have a touchscreen but the touchpad does everything you need,0.0,['']
6967,i do not have many complaints for this laptop as i use it for college and performs task well it does come with windows 10s which can quickly be removed from settings then updated to 11 if you want is it worth the original asking price of 1000$ (which is not market price either) hell no but for the discount i got it at roughly 60% off for 400 it is not bad the battery is not the best and neither is the speaker quality and i have no issues with the touchscreen but rarely use it so is it worth it overall yes for school but if you want a more personal one i would look for something different the screen also is not the brightest but quality is not bad and would recommend it!,4/5,i do not have many complaints for this laptop as i use it for college and performs task well it does come with windows 10s which can quickly be removed from settings then updated to 11 if you want is it worth the original asking price of 1000$ (which is not market price either) hell no but for the discount i got it at roughly 60% off for 400 it is not bad the battery is not the best and neither is the speaker quality and i have no issues with the touchscreen but rarely use it so is it worth it overall yes for school but if you want a more personal one i would look for something different the screen also is not the brightest but quality is not bad and would recommend it!,0.31,['not it not price worth bad worth bad']
6968,"i really like the laptop and love the touchscreen. however, windows 10 was on the laptop, not windows 11. i had a really bad experience before installing windows so i did not want to install windows 11. why this seller posts windows 11 i do not understand, windows 10 should be stated. i returned the laptop, and the seller processed a full refund in seven days.",4/5,i really like the laptop and love the touchscreen,0.35,['']
6969,it is a pretty good laptop. nice size screen. the screen is kind of opaque. it may be because of the touchscreen.,4/5,nice size screen | the screen is kind of opaque | it may be because of the touchscreen,0.6,"['', 'of opaque', '']"
6970,"i seriously cannot say enough about this laptop! i love it! speed, touchscreen, battery life and easy to setup. i love it!",5/5,"i seriously cannot say enough about this laptop! i love it! speed, touchscreen, battery life and easy to setup",0.18,['']
6971,"this is a nice laptop for the price. the keyboard is nice and easy to use. touchscreen works well. all in all, i am happy with the prodict",4/5,touchscreen works well,0.0,['']
6972,"i love this thing! so happy to have an updated version of my favorite design. i use my chromebooks constantly and over the years (due to google discontinuing updates...) i have bought about 10 total, a few as gifts. i have used basic ones, large screens, and flip/touchscreen versions, but this is by far my favorite.",5/5,"i have used basic ones, large screens, and flip/touchscreen versions, but this is by far my favorite",0.2,['']
6973,"the computer is a bit small, and i cant get the touchscreen to work",5/5,"the computer is a bit small, and i cant get the touchscreen to work",-0.25,['bit small']
6974,thinner than my old asus so very portable. i bought this strictly for using my cricut printer. clarity of the screen is great and for its purpose i am glad i did not purchase a touchscreen machine.,5/5,clarity of the screen is great and for its purpose i am glad i did not purchase a touchscreen machine,0.65,['purchase and great glad']
