,Review,Rating,Battery Sentences,Battery Polarity,Battery Descriptors
4996,"bought this as an early birthday present for my wife. runs as good if not better than her gaming tower but she can take it in the living room. runs great after i did a fresh windows install. almost tempted to buy one for myself. battery life when gaming is not amazing, but what laptop is? its great for its size.",5/5,"battery life when gaming is not amazing, but what laptop is? its great for its size",0.25,['not amazing']
4997,"i will put this first. i am unsure if the ram or solid state drive is set or if you can upgrade them. i did not try to open or upgrade the item. these are the two things you should research before purchasing this. although with the current specification, i am sure you do not need to do that. this acer laptop overall is an average size laptop and the specification are not bad for what you get. this laptop is relatively thin and not too heavy. it has a decent processor (ryzen 7). the ram is 16 gb which is well beyond the suggested nowadays. it will definitely work for most daily usage as well as design and gaming. that being said, it is not the best in terms of battery life. it really only last about three to four hours at most on a full charge. the fan is a bit loud on heavy usage. it is a standard ac charger which can make it a bit annoying to replace in the future if needed. the power brick is okay but does get hot while charging. you will need it plugged in to really game on this device. upon boot up of the acer laptop, the laptop boots up fairly quick. the setup is pretty straight forward and does not require any driver installation. the bloatware is not too terrible. the laptop also has only a 14 inch screen with the max resolution at 1920 x 1080. the screen has an okay brightness but not the best quality. it still keep the traditional two usb port as well so you do not have to buy an adapter for this laptop while also having the type c (non thunderbolt) port. the laptop can be angled back for better viewing but it cannot be pushed back all the way. the laptop surface where the wrist rest is where i do not like the material. it looks nice with the bright silver but with long term use it will fade over time. the keys are okay, but not the best. i am not a fan of typing on them as it just feels a bit on the cheaper end. the external casing of this surface is very easy to scratch (seems to be an issue with all this material) so i would recommend that you get a laptop case for it. the trackpad runs pretty well, it is sensitive and feels smooth to move across. it also does not look like it will wear down easily which is good. there is a camera that will record at at least 720p. you could put a web cam cover on it. the dual microphone makes for a very clear voice and i have not had any issues with any sound issues. it usually does not pick up too much surrounding noise and focuses more on voice. on laptop, there is a 3.5 port to plug in headphones/microphone. it does have dual band wifi built in and no issues with speed/connection. the laptop itself can last about five to six hours or so on a full charge. depending on how much you have open and how much you utilize the laptop capability, you could actually have less than that. best thing to do is just balance the resource as best you can. the overall charge time depends but it can take up to three to charge the laptop to 100% from what i can tell. it is not too long and the charger does get hot so handle with care. it has a decent boot up being less than fifteen seconds to boot up but the bloatware has to go so i would recommend you uninstall that if possible. the speaker system is pretty loud but they do have a bit of a feedback noise that is a bit annoying but that is okay. the 3060 ti runs great! it is a very powerful card that allows you to game very well on this computer although the screen is only 14 inches. the fan also is a bit loud on high usage (gaming). the processor is an ryzen 7 which is more than enough power for what i need it to do on a daily. in terms of video games, it can play many games at very high quality although you do need to have it plugged in. the processing speed is really fast and it works really well for what i need. there is an hdmi port so you are able to connect this to an external screen. i am unsure if there is a dock that is meant for this laptop. overall this laptop is a a very powerful laptop. you get a smaller screen but the gaming on it is not bad. the acer laptop can run a bit hot and the battery life is not the best. the specification is not bad at 16 gb ram and 512 gb ssd drive. the space is decent for what i need it for but for gaming it will fill up fast. it is good for all around use and can easily be made into a work, gaming, or basic computer with a single monitor connection.",5/5,"that being said, it is not the best in terms of battery life | the acer laptop can run a bit hot and the battery life is not the best",0.75,"['the best', 'bit hot']"
5011,"i bought this laptop for university school and let me tell you...it could take jamming! battery life is long lasting i must add and the graphics quality is exceptional. i have absolutely no issues with this laptop. in fact, i will be buying one for my son for his birthday! definitely recommend.",5/5,it could take jamming! battery life is long lasting i must add and the graphics quality is exceptional,0.21,['long lasting exceptional']
5016,"very fast, long battery life. the hd camera is great for streaming",5/5,"very fast, long battery life",0.11,['long']
5032,so for the most part i use this for when i am traveling or out and about for my business. i find it the right size for the job i am doing and take advantage of apples cloud storage and ways of using other mac's as storage for information so this does not use storage much at all. where this is nice is the quick user functionality it has in access these documents or programs needed seamlessly and being able to help keep my business moving on the road. most of the time i am using browser programs to access the business info or using the cloud to access files back at the home base which is the new mac mini with an external hard drive that houses the business information. i find that the size makes a great traveling companion for onsite work. when connecting to a shared internet connection it is nice knowing that the channel is mostly secure and when using my iphone shares cell connection and new chips they can help create a safe network for my means of work. if you are debating getting one for business i recommend using their cloud storage so you eliminate the focus on storage anxiety and makes it more worth it in the long run of having a user interface focused laptop. also the battery for most of the work i am doing lasts me a week with heavy workload 4 days max. honestly you cannot get too much better for a long lasting apple hardware focused product.,5/5,also the battery for most of the work i am doing lasts me a week with heavy workload 4 days max,0.15,['also']
5034,"this is my first mac. it was not hard to get used to it as the laptop itself works great and has all the features needed. the battery life is extreme. way longer than i expected. it also charges real quick. nice that it uses a usb c plug to charge, it can be plugged in at any usb c plug. the only thing is that it only has two usb c ports. no sd or micro sd reader. i used an external seagate hard drive with my windows laptop and now use it with the mac, just had to download free software from seagate. the hard drive has 2 usb a ports that i can use to connect some of my devices that do not have a usb c plug. but this macbook air is super cool. the camera and microphone have great picture and sound quality. i have not even had a need to use my external blue mic yet.",5/5,the battery life is extreme,-0.12,['extreme']
5039,"i got this baby on christmas and i came from using windows laptops. it was a change and i will tell you, i will not ever go bac to windows. i love this thing. the battery alone last days! mine was ordered straight through apple, and it came same day. so far i have been using this thing to browse the internet and do some light work. i use an external hard drive for photos and music cause is a 256 and 8g. i have microsoft office 2019 installed and its working like a charm.",5/5,"the battery alone last days! mine was ordered straight through apple, and it came same day",0.07,['alone']
5041,"i have had countless laptops and desktops, some that are even more expensive than this one. i have never been more content with a computer before. i do not even know where to begin. the best part is probably how fast it is. i bought it early one and have had it for about a year and a half. i do everything on it from studying, to watching movies, to downloading games. it seems just as fast and smooth as it did before. i even was able to partition the hard drive to get windows and you would be surprised at its ability to run games at medium graphics settings as well. battery life is also stellar. i do not know what the advertised length is, but just to give you a clue i leave for lecture every morning with 100% battery, use it anywhere between 6-10 hours throughout the day, and always return home with a lot of battery life to spare. no more lugging around chargers in your backpack. display is awesome.",5/5,"battery life is also stellar | i do not know what the advertised length is, but just to give you a clue i leave for lecture every morning with 100% battery, use it anywhere between 6-10 hours throughout the day, and always return home with a lot of battery life to spare",0.25,"['stellar', '']"
5057,"battery is great, but hard drive is small and not sufficient for using photoshop cc which need minimum 10g and preferably 20g free, adobe will not let you move application or even scratch file to external or flash drive. could have used a backlit keyboard too. live and learn. i did use it to develop website and was useful to see how colors would look on less high resolution computers",3/5,"battery is great, but hard drive is small and not sufficient for using photoshop cc which need minimum 10g and preferably 20g free, adobe will not let you move application or even scratch file to external or flash drive",0.13,['and great small']
5058,"i bought this laptop to replace my previous asus laptop which had served me well for eight years. they make a quality product and i trust this manufacturer. i use it for work and i have to travel from room to room in my building. (i am a substitute teacher) its small size and light weight make it ideal. the battery life is great too, a big improvement. it gets 15 plus hours on a full charge. my other one only got 2 hrs. this is due to the emmc memory, no moving parts as in a hard drive. every bit as powerful as a larger laptop. the only downside is that it does not have usb 3.0 ports or an ethernet port, but this is easily remedied by using a multi port hub that connects to its usb c port. (also available on amazon). it comes loaded with windows 10 s version, but it is easily converted to windows 10 home version. i believe that this machine was designed with students in mind, but i see many adults using small laptops like this, so they are great for adults on the go too. i bought a second one for my husband too. he loves it.",5/5,"the battery life is great too, a big improvement",0.4,['great']
5059,"great little laptop with a long battery life, it is not upgradeable (memories or hard drive),",5/5,"great little laptop with a long battery life, it is not upgradeable (memories or hard drive),",0.07,['not upgradeable']
5061,smaller then i expected but great battery life and it works super quick. you will definitely want to get an external hard drive though.,5/5,smaller then i expected but great battery life and it works super quick,0.27,['super quick']
5075,"once i got used to google space, it was great. computer fires right up. hard drive is solid state so it is quiet and since it uses less power it does not get warm, and the battery lasts a long time.",5/5,"hard drive is solid state so it is quiet and since it uses less power it does not get warm, and the battery lasts a long time",0.02,['not quiet warm']
5079,"as a gaming computer my son rates this 5 out of 5 for this price point. the laptop works well - runs smoothly. my son uses this laptop primarily for games. it has a great read and write speed when downloading games or files. the games run smoothly - modern warfare, etc. the hard drive space is good for the average person, but if you want to have multiple files and games you will need an external drive. the biggest plus is the battery port in the back, which is way easier to use than the side ports a lot of laptops have. overall this computer works well for the price ( less than $900). the only complaint is that the fan gets loud and gets hot if you do anything intensive, which is a issue most laptops unfortunately have.",5/5,"the biggest plus is the battery port in the back, which is way easier to use than the side ports a lot of laptops have",0.0,['way easier']
5092,i bought one to use for my laser and it is just what i wanted! does the job well and battery life is pretty good for a long burn. it is super compact and light to take anywhere for those quick spur of the moment graphic ideas and get those ideas on the screen. it is all solid state and runs pretty cool. no mechanical hard drive that would eventually fail. boot up is also quick not allot of un-necessary software adds to slow it down. the screen comes up clean ready for you. speakers are pretty decent with the sound coming from underneath the computer. i did not buy it for games so nothing to say about that.,5/5,i bought one to use for my laser and it is just what i wanted! does the job well and battery life is pretty good for a long burn,0.3,['pretty good']
5102,"my hard drive on my desktop pc took a dump and i will need to reinstall the os but have a lot of stuff saved on the drive so i needed something to jump online at home to pay bills and stuff like that. i did not want to use my phone to be doing bills/ordering online so figured i would get this just for simple browsing and i am happy with my purchase. battery life is great but then again i am not on it everyday/all day but when i need it, i just open the lid and it is on and working.",5/5,"battery life is great but then again i am not on it everyday/all day but when i need it, i just open the lid and it is on and working",0.4,['great']
5106,"this thing is amazing. i have owned several windows gaming laptops and this is hands down the best laptop i have ever purchased. the build quality is amazing, the chassis, hinge, keyboard, and mousepad all feel very high quality. the laptop is light and easy to carry around. the battery lasts what feels like a lifetime. the computer does not get hot at all (even after some heavy video editing and transcoding). apple has truly made the best laptop on the market. now to the negatives: i have read that the os excessively uses virtual memory to speed up the system. after doing some initial tests i can confirm that this is true. what does this mean? this means that the internal ssd might not last as long as it should because of the excessive write and read to the solid state drive. i do not know i this is by design or what but it definitely feels kind of crummy for apple to do this. i would still recommend this computer to anyone needing a laptop for school, creative work, or just general use. buy it you will not regret it.",5/5,the battery lasts what feels like a lifetime,0.0,['']
5108,"nowhere was it mentioned that this is the castrated 7 gpu core version. feeling deceived. in addition, the 8 gb ram / 256gb ssd version is nigh useless for anything beyond websurfing. having multiple apps open concurrently almost immediately yields the spinning beach ball of death. with a regular set of apps, like the ms office suite, the disk fills up in no time. now os updates are not working, since they require at least 15 gb disk space. but - battery life is out of this world, with the cpu temp sitting at 36c!",3/5,"but - battery life is out of this world, with the cpu temp sitting at 36c!",0.0,['']
5113,"i was looking to upgrade from my current dual core intel i7 windows laptop and tablet. the 2020 macbook air m1 screen is sharp, the m1 processor performance is similar to intel i7 quad core for most uses . this laptop is fan-less and gets very warm/hot only when constantly exporting very large 5gb+ files - otherwise it runs cool to cold. i edit photos on this laptop and my editing software opens much faster and the edits occur very quickly. the 8gb ram/256 gb ssd combo in this laptop is fast and responsive. the mac os memory management allows 8gb to be more than enough for my projects. the m1 cpu performance and battery life for the macbook air m1 easily exceed those of my dual core i7 windows laptop and tablet. my photo editing software runs faster and is more responsive than on my windows devices. also, the macbook air m1 performance seems the same whether on battery or ac power unlike my windows devices. this laptop is a fantastic entry-level device but hard core gamers and video creators should upgrade to the pro models for the larger/more vibrant screen, richer audio, cooling fans, additional usb-c ports, sd card slot, dual monitor capability, and more ram/ssd options. i purchased this used base model used at a substantial savings over the list price which made it a fantastic value. i would suggest most users get the 512gb or larger internal ssd so you will not need an external ssd for video/music storage. i currently use external ssd drives to store my large files so the small 256gb ssd size in the base model was not an issue. the only possible drawbacks for the macbook air are there are only 2 usb-c data/charging ports so you may need to purchase a dock if you need multiple connection options, (or use older usb accessories), there is no sd card slot, and software apps are still being updated for the m1 cpu. i run microsoft office 365 on my macbook air. i notice that office 365 takes a second or two longer to load but once loaded office 365 runs as fast as it does on windows. i do not use this laptop for gaming, video editing, or to connect multiple monitors so i cannot comment on those uses. i was not expecting this level of performance from an entry-level device. do not get caught up in the hype that this base model can replace the macbook pro models for heavy work loads or professional use - it does not have the heat distribution (fans) to dissipate the heat to prevent thermal throttling under heavy computing or gaming. for most users, just use and enjoy your 2020 macbook air m1!!",5/5,"the m1 cpu performance and battery life for the macbook air m1 easily exceed those of my dual core i7 windows laptop and tablet | also, the macbook air m1 performance seems the same whether on battery or ac power unlike my windows devices",0.22,"['', 'the same']"
5114,"after years of using nothing but pc laptops, the m1 chip compelled me to try macs. and let me tell you, the hype is justified. the new silicon macbooks are simply incredible. the arm-based silicon chip is so amazing that i was able to forgive the laptop for its downsides, which are the 720p webcam, lack of sd card slot, and not being able to upgrade ram or ssd. despite these drawbacks, the battery life is insane and the machine is completely silent because no fan is needed since the laptop is so heat-efficient. you are also getting a powerful laptop that outperforms the vast majority of windows laptops in the market. to top it off, you get a touchpad that puts other laptops to shame, a beautiful aluminum design, and build quality that will last. well done apple.",5/5,"despite these drawbacks, the battery life is insane and the machine is completely silent because no fan is needed since the laptop is so heat-efficient",-0.5,['so completely insane silent efficient']
5119,"the performance of this machine (cpu, memory, ssd, and gpu speed) is outstanding. the battery lasts over 10x longer than my previous laptop, a lenovo thinkpad t490. the display is bright (500 nits) and beautiful. the laptop is ultra-portable, weighing less than 3 lbs. either the cooling fans on this laptop are so quiet that they are inaudible, or else they have never come on! macos big sur is intuitive and feature-rich, and the fact that the os is based on unix makes software development a delight. the only criticism that i have with this machine is that it only has 2 thunderbolt 3 usb-c ports; an external usb-c hub/adapter/dongle is required if one needs hdmi, usb-a, ethernet, sdhc, displayport, or vga connectivity. the price / performance of the m1 macbook pro is hard to beat!",5/5,"the battery lasts over 10x longer than my previous laptop, a lenovo thinkpad t490",-0.17,['lenovo']
5124,"bought this to replace an xps 17 9700 (i7-10875h, 32gb ram, 2tb ssd, rtx 2070 max-q) and while it is not a fast (probably 85% for davinci resolve exports, 90% for after effects, equivalent on those games that will run on windows or macos like the tomb raider series) the battery life is significantly better. i have also never had an xps that would just turn on when you opened it up - both the 17 and my older 13 would take a minute to wake up.",5/5,"bought this to replace an xps 17 9700 (i7-10875h, 32gb ram, 2tb ssd, rtx 2070 max-q) and while it is not a fast (probably 85% for davinci resolve exports, 90% for after effects, equivalent on those games that will run on windows or macos like the tomb raider series) the battery life is significantly better",0.2,['significantly better']
5126,"i got the base 256gb 8gb of ram model and this thing does everything i need it to and more. i consider myself fairly tech savvy, so when i heard all the controversy surrounding this model and its slower ssd, i was a little hesitant. after realizing what i wanted to do with the computer, this become a non-factor. i mostly do school (computer science) a little bit of rendering for my 3d printer and some very light gaming. the ssd has never been an issue in my day to day. if you are editing photos or access large files that will need to be read or written to often, maybe go to the 512gb model to get the faster ssd. if you are not working in cad or video/photo editing all the time you will not care i promise. the rest of this machine has astounded me. 18 hours of battery life is not just marketing, the speed of the m2 is snappy and can handle much more than i thought it would. the new screen is gorgeous. trackpad is the best on the market bar none. the keyboard is the best keyboard i have ever felt on a laptop and is an absolute joy to type on. magsafe is back and amazing as before. probably my favorite thing about this laptop, coming from a windows gaming laptop is the lack of a fan. you will lose a little performance, but not having that noise is absolutely astounding. cannot recommend this thing enough. great job apple.",5/5,"18 hours of battery life is not just marketing, the speed of the m2 is snappy and can handle much more than i thought it would",0.5,['snappy']
5127,"from pc guy to mac guy! the jump was much easier than i thought. thank goodness there is a mac version of all the software i used in the pc world. this mac is a beast compared to the previous pc’s i have owned. everything is much better. battery life, processor’s, compatibility with all my wireless peripherals. it is almost too much. plenty of room to grow. macbook pro 13in. m2 16gbram 1 tb ssd!…",5/5,"battery life, processor’s, compatibility with all my wireless peripherals",0.0,['wireless']
5129,"this is a well built, very impressive machine. web browsing, navigation programs, stock trading, school, light video applications. no fan, very low heat. very light. the back panel appears to be glass filled polycarbonate. the high resolution, matte screen is very sturdy, not at all flimsy. outstanding price, although i noticed it went up today. these only stay in stock for a couple of days, you have to check the asus store every day. excellent keyboard, keypad, there were no cons found. also noticed was how well win10 has become with adjusting text size at higher resolutions. there are a lot of different settings to use, depending upon the application. this laptop will withstand abuse, perfect for school. spec is 12 hour battery, light use shows 8 hours. this is a very low power, but very useful, machine. update: no programs running, 12 hours; navigation program running, including usb gps, 6.5 hours, on line full screen surf cam, 4.5 hours. click on the battery icon on the lower right and the popup screen will tell you how much time is left based on the current program load. update: note that it is easy and free to exit restrictive s mode and enter win10 home without having to download anything. after entering win10 home, there will be approx 30gb left on the ssd.",5/5,"spec is 12 hour battery, light use shows 8 hours | click on the battery icon on the lower right and the popup screen will tell you how much time is left based on the current program load",0.18,"['light', 'lower']"
5138,this thing is a gaming beast. able to run most games on ultra. it does get hot around the upper keyboard but that was my only complaint. battery is good unless using it for heavy tasks or gaming. so your self a favor though and upgrade the ssd to at least 1 terabyte. super easy to install as this comes with a second ssd slot.,5/5,battery is good unless using it for heavy tasks or gaming,0.25,['good']
5139,"i have been a long-time asus fan. i have got a self-built desktop that uses numerous asus components, and have used their laptops in the past (my family business also bought a couple vivobooks). the designs are usually top notch & well built. this one has a solid lcd housing without too-much flex. the battery life is reasonable for this system; the ""silent"" mode keeps things quiet & cool for non-gaming and non-video/audio production tasks. ""performance"" mode (predictably) runs the battery down quickly but this mode is best used when connected to a power outlet. the fans are a little loud under heavy loads, but that is also to be expected in such a slim chassis. the speakers are competent but not stellar. the display has a great refresh rate & good viewing angles. i think the i7-12650h model was the right choice as it still gives you all 6 performance cores compared to the 12700h, you are losing 4 e-cores but as a mostly stationary/occasionally portable gaming system it is not really a loss. the tb4 & multiple usb ports (that do not block each other by being too close) are all usb 3 & up, no usb 2 here. my model has an sk hynix gold p31 ssd (512gb) & i am plenty happy with that performance. i will but putting in a second nvme drive later since the slot on the board is open. keyboard is good, the touchpad has an excellent feel & spacious.",4/5,"the battery life is reasonable for this system; the ""silent"" mode keeps things quiet & cool for non-gaming and non-video/audio production tasks | ""performance"" mode (predictably) runs the battery down quickly but this mode is best used when connected to a power outlet",0.19,"['for reasonable', '']"
5141,"over all oowww awesome power laptop for this price. this is my stock trading laptop 16gb/512gb ssd very fast!!! lightweight and thin, for me the down side is flat keyboard not use to it yet and wish the battery last longer.",5/5,"this is my stock trading laptop 16gb/512gb ssd very fast!!! lightweight and thin, for me the down side is flat keyboard not use to it yet and wish the battery last longer",-0.01,['battery last']
5146,"the screen is sharp and good looking, solid and fast with a big battery. makes for a great travel computer at a exceptional good price. installed a 500gb ssd drive... you must initialize and format it before you can use it but it works well and along with the additional sd micro card of 256gb i have plenty of storage.",5/5,"the screen is sharp and good looking, solid and fast with a big battery",0.15,['and sharp big']
5148,"this laptop is good both in its size and weight. i would say that that everything is fine except the fact you could not add additional ram (4gb soldered to board) you can however add a nvme ssd to it which is a plus if you want to dual boot or have more space, also i could say the tn panel is fine for this price range not a colorful ips display but it suffices. just do not expect to be running to many tabs or almost any game on here i would suggest to keep it light so booting it will not be a problem for the celeron cpu inside. i use it right now for college, and probably will use it after for media consumption. oh and the battery life is great!",5/5,oh and the battery life is great!,1.0,['great']
5164,"wow, i bought this as a budget computer for travel, as i was not comfortable traveling with my main laptop, asus tuf with a ryzen 7 and lots of software. so i bought this acer aspire, knowing it was a little light on ssd and ram. for daily use, email and web, it is perfect. i ask a little more as i do vector art, video editing and graphics, so added an additional ssd and 8 gigs of ram. this machine is super easy to upgrade! ok, so it has a ryzen 3. this cpu is comparable to intel 7 of a couple 2020 according to bench marks. what it lacks in cores it makes up for in speed. same applies to onboard graphics. it is not a gaming machine, the graphics for anyone else are outstanding. battery life is excellent, i run the acer care software and limit the battery charging to 80% to save it. i get 5 hours on 80 %.",5/5,"battery life is excellent, i run the acer care software and limit the battery charging to 80% to save it",1.0,['excellent']
5171,"great laptop for the price, i do not think you can find a laptop this great at this price point. appearance looks great, great build quality, keyboard does not at all feel cheap at all and the keyboard backlight is a great touch. very lightweight. touch pad is large and responsive. i have not tried the fingerprint scanner yet. decently fast boot up times given it has an ssd. battery life is actually pretty great, too. i am happy with the ports, it even has a usb c port. screen gets very bright.",4/5,"battery life is actually pretty great, too",0.53,['pretty great']
5179,"this is the 4th one of these that i have bought! with it being all solid state, battery life is excellent. startup is very fast. i have added a second ssd to two of them with no problems. it even comes with the necessary hardware to add it. it is not fast enough for intensive gaming but plenty fast for games like minecraft, which the kids like. being solid state also makes it quite rugged.",5/5,"this is the 4th one of these that i have bought! with it being all solid state, battery life is excellent",0.5,['excellent']
5185,"this is the best gaming laptop you can buy in its price class. it even outperforms some more expensive options. big screen (for a laptop), strong cpu and gpu, enough memory, and a 1tb ssd. the only downside (and this is very minor): you quickly run out of battery while gaming. but that is the price you pay for a bigger than average screen, coupled with both a strong cpu and gpu.",5/5,the only downside (and this is very minor): you quickly run out of battery while gaming,0.09,['very minor']
5222,the combination between the fast ryzen 7 cpu and the rtx 3050ti gpu make the computer's performance amazing. additionally the 16 gb ram and 512 gb ssd makes it a perfect combination. the reason i am giving this 4 stars is because i had some minor problems with the wifi card and some problems with windows 11. it has amazing battery life and it provides a great gaming experience for what it is worth.,4/5,it has amazing battery life and it provides a great gaming experience for what it is worth,0.57,['worth']
5224,"i will put this first. i am unsure if the ram or solid state drive is set or if you can upgrade them. i did not try to open or upgrade the item. these are the two things you should research before purchasing this. although with the current specification, i am sure you do not need to do that. this acer laptop overall is an average size laptop and the specification are not bad for what you get. this laptop is relatively thin and not too heavy. it has a decent processor (ryzen 7). the ram is 16 gb which is well beyond the suggested nowadays. it will definitely work for most daily usage as well as design and gaming. that being said, it is not the best in terms of battery life. it really only last about three to four hours at most on a full charge. the fan is a bit loud on heavy usage. it is a standard ac charger which can make it a bit annoying to replace in the future if needed. the power brick is okay but does get hot while charging. you will need it plugged in to really game on this device. upon boot up of the acer laptop, the laptop boots up fairly quick. the setup is pretty straight forward and does not require any driver installation. the bloatware is not too terrible. the laptop also has only a 14 inch screen with the max resolution at 1920 x 1080. the screen has an okay brightness but not the best quality. it still keep the traditional two usb port as well so you do not have to buy an adapter for this laptop while also having the type c (non thunderbolt) port. the laptop can be angled back for better viewing but it cannot be pushed back all the way. the laptop surface where the wrist rest is where i do not like the material. it looks nice with the bright silver but with long term use it will fade over time. the keys are okay, but not the best. i am not a fan of typing on them as it just feels a bit on the cheaper end. the external casing of this surface is very easy to scratch (seems to be an issue with all this material) so i would recommend that you get a laptop case for it. the trackpad runs pretty well, it is sensitive and feels smooth to move across. it also does not look like it will wear down easily which is good. there is a camera that will record at at least 720p. you could put a web cam cover on it. the dual microphone makes for a very clear voice and i have not had any issues with any sound issues. it usually does not pick up too much surrounding noise and focuses more on voice. on laptop, there is a 3.5 port to plug in headphones/microphone. it does have dual band wifi built in and no issues with speed/connection. the laptop itself can last about five to six hours or so on a full charge. depending on how much you have open and how much you utilize the laptop capability, you could actually have less than that. best thing to do is just balance the resource as best you can. the overall charge time depends but it can take up to three to charge the laptop to 100% from what i can tell. it is not too long and the charger does get hot so handle with care. it has a decent boot up being less than fifteen seconds to boot up but the bloatware has to go so i would recommend you uninstall that if possible. the speaker system is pretty loud but they do have a bit of a feedback noise that is a bit annoying but that is okay. the 3060 ti runs great! it is a very powerful card that allows you to game very well on this computer although the screen is only 14 inches. the fan also is a bit loud on high usage (gaming). the processor is an ryzen 7 which is more than enough power for what i need it to do on a daily. in terms of video games, it can play many games at very high quality although you do need to have it plugged in. the processing speed is really fast and it works really well for what i need. there is an hdmi port so you are able to connect this to an external screen. i am unsure if there is a dock that is meant for this laptop. overall this laptop is a a very powerful laptop. you get a smaller screen but the gaming on it is not bad. the acer laptop can run a bit hot and the battery life is not the best. the specification is not bad at 16 gb ram and 512 gb ssd drive. the space is decent for what i need it for but for gaming it will fill up fast. it is good for all around use and can easily be made into a work, gaming, or basic computer with a single monitor connection.",5/5,"that being said, it is not the best in terms of battery life | the acer laptop can run a bit hot and the battery life is not the best",0.75,"['the best', 'bit hot']"
5235,"this is a very light laptop, with many high-end features. thanks to the amd ryzen cpu, the battery life is awesome even with 8cores and 16threads. it is also very fast owing to the ssd, 16gb ram, and the ryzen cpu. there is even an nvidia graphics accelerator for playing games or video editing.. if you can part with some of the battery life.",4/5,"thanks to the amd ryzen cpu, the battery life is awesome even with 8cores and 16threads | if you can part with some of the battery life",0.6,"['awesome', '']"
5240,so the one i got does not have a touch screen so i am not sure why it asked to rate a touch screen. this laptop is great if you want to get get work done and play some minecraft for a little bit. if you open up the back you can add an ssd and if you want you can replace the nvme it comes with for a 2280 nvme. it does also have replaceable memory so if you want to upgrade to dual channel you can. now if you do not run it at at full brightness and settings you can get a pretty decent battery life out of it. so for average school work and for having work papers this is a great laptop. with the benefit of being able to play some games.,5/5,now if you do not run it at at full brightness and settings you can get a pretty decent battery life out of it,0.26,['pretty decent']
5243,"i like how lightweight it is, the ram is upgradeable & so is the ssd drive! i have always been partial to hp; my last 4 computers have been hp's. i find them to be reliable and i am hoping this one is too. it drains the battery faster than i would like, but it could be my settings, i will keep you all posted. thank you, amazon!!!",5/5,"it drains the battery faster than i would like, but it could be my settings, i will keep you all posted",0.0,['']
5250,"this laptop was purchased to replace one purchased in 2013. i was not unhappy with my 8+ year old machine, but disk access had slowed down with fragmentation, and the battery needed replacement. the attraction of ssd and price made a device change the only rational choice.",3/5,"i was not unhappy with my 8+ year old machine, but disk access had slowed down with fragmentation, and the battery needed replacement",0.08,['not with unhappy']
5257,"this thing is sweet. for my job as a traveling salesman this thing is perfect with battery, functionality, and weight. super dependable compared to my laptop ssd which would die in an hr. this thing goes iike 10 hrs and is never an issue. super reliable",5/5,"for my job as a traveling salesman this thing is perfect with battery, functionality, and weight",1.0,['with perfect']
5267,"so forget about all the other reviews. this is the skinny from a higher learning teacher: is it fast? yes. if you are browsing the web, watching videos, etc. it is faster than my msi with 16gb ram and rtx 2060 video card. is it silent? yes. it is the whole reason i bought it, so good for me. how is rendering audio or video? good, but…my imac 5k from 2017 with 4gb of video ram is faster with the few renderings i have done. the following is what surprised me (especially after reading all the fab reviews of battery): i put my mac air on sleep mode when i shut it down. did not use it for a couple days, came back to get it and the battery was completely dead. zero! i was very surprised. i can always leave an msi, lenovo, hp, on sleep mode for a week or more. those are the things i have experienced in my first week. hope it helps.",3/5,"the following is what surprised me (especially after reading all the fab reviews of battery): i put my mac air on sleep mode when i shut it down | did not use it for a couple days, came back to get it and the battery was completely dead",-0.04,"['fab', 'completely dead']"
5270,"no complains so far. very fast and performs great. i had a 2020 march version of macbook pro and i think this november release is better. battery life is much better and also, audio and video seem improved compare to older release.",5/5,"battery life is much better and also, audio and video seem improved compare to older release",0.33,['much better']
