,Review,Rating,Hardware Sentences,Hardware Polarity,Hardware Descriptors
4767,"i bought this laptop primarily for web browsing and it is perfect for that. i like the keyboard, and the numpad in the touchpad is a cool feature but a little strange to use. i have watched few videos but the speakers seem decent. the screen is...bland? dull? so i do not know if i would bother with trying to watch netflix or anything, i will stick to my tablet for that. that said, i like that the screen is a matte finish. it is very portable and the battery life is great. there is little storage space (most is taken up right out of the box) so i also got a ~$25 128gb microsd to expand the storage just in case i decide to use it for documents, photos, etc. it comes in ""s mode"" but it is free to switch out to regular windows so you can install stuff that is not in the microsoft store. i do not know why some reviews say it costs money to switch out of s mode. overall, i think this is a great little laptop for when i want to browse the web on something other than my phone.",5/5,"i like the keyboard, and the numpad in the touchpad is a cool feature but a little strange to use",0.04,['little strange']
4768,"4gb of ram and 64gb of storage is not enough for windows 10. it will install and run, but slowly and system updates will eventually eat up all your storage. 4gb of ram is even light for some linux distributions. but i put xubuntu, a lightweight linux distro, on the laptop immediately before ever booting windows. out of the box, wifi does not work. it requires the ""rtl8821ce"" driver, which is on github. without network, this required downloading the ubuntu ""dkms"" package, in addition to the rtl8821ce driver, onto a usb stick and then compiling and installing on the laptop. because this laptop has secure boot, it will create a key for you and enroll it in the laptop's firmware, which must be confirmed after you reboot the machine. this sounds difficult but it is not bad. another reboot later, and you have a perfect working light-usage linux laptop for just a few hundred dollars.",5/5,"without network, this required downloading the ubuntu ""dkms"" package, in addition to the rtl8821ce driver, onto a usb stick and then compiling and installing on the laptop",0.0,['']
4776,"reason i bought this is to be used next to a microscope, so i can write reports while looking through the microscope. screen quality is okay. keyboard is kind of small but you cannot expect much from an 11 inch notebook. storage is just for basic programs (office and edge mostly). the only small backdraw is the numpad on the mousepad sensor thingie.. it gets stuck sometimes but you can just get an external numpad or use the ones in the keyboard. small size storage, but, is just a small lab/biz pc (bought a 128 gb flash drive to store reports)",5/5,"reason i bought this is to be used next to a microscope, so i can write reports while looking through the microscope | small size storage, but, is just a small lab/biz pc (bought a 128 gb flash drive to store reports)",-0.17,"['', '']"
4785,"honestly, it works amazing! the only problem i have is the storage and the touchpad really. the people who say that it is too slow are probably just fake reviews to be honest. it loads pretty slow for the first 2 hours but then after the updates are done, its a pretty fast load-up time. so far, i have played minecraft (with resolution down), and it worked great!",4/5,"honestly, it works amazing! the only problem i have is the storage and the touchpad really",0.39,['amazing']
4794,"everything came just as it looked. setting up was great as well. took a while setting up windows 11 but the performance was great. for users that would like to run games or do graphic designs or any other storage/ram consuming tasks, i would highly recommend purchasing ram and either a 2.5 ssd as it comes with an extra slot to put one in or another m.2 with higher storage as it would be a necessity since 128 gbp of storage would definitely run out fast. i also recommend watching reviews of specs as well as researching the parts compatible before ditching both the laptop and the upgradable parts for it.",5/5,everything came just as it looked,0.0,['']
4796,"has large screen portable, with decent speed, storage and many external ports. slightly heavy but have note pads if i want to be mobile. i really like having a lot of external ports so i do not have to unplug my mouse to use other pieces of hardware which really aggravated me with note pads. cannot hand zoom the screen, but screen is plenty big enough. battery life is fairly long, but cord is very long. storage is excellent and no problems with speed. operates windows 11. i personally love the machine and glad to be back with a real computer.",5/5,"has large screen portable, with decent speed, storage and many external ports | i really like having a lot of external ports so i do not have to unplug my mouse to use other pieces of hardware which really aggravated me with note pads",0.14,"['', 'other']"
4797,"i am far from a computer expert. i bought this computer for work because my job requires me to use a couple of different specific software programs. i needed a computer with a lot of storage, a fairly large screen, a numerical keypad, and most importantly, a cheap price tag. this computer has all of those things. i do not do any gaming or anything really sophisticated on it. just work and some internet browsing. it boots up quickly and has been running smoothly so far. my biggest complaint is that it came with a lot of microsoft bloatware that i had not experienced on my other laptops and by default it uses your microsoft onedrive for storage instead of the computer's ssd. the first time i logged onto the computer it asked me to either sign up for a microsoft account or login to an existing one. my job requires me to take a lot of photos, so i was saving my photos to the computer without realizing it was uploading to my cloud storage account. that was an annoyance because i had to figure out how to switch that off. i unintentionally used up all of my cloud storage space because i did not realize the system was set up that way. once i figured out how to fix it, i was good to go. also, the computer essentially comes in a ""safe mode"" which limits a lot of what you can do. it is designed for you to only use apps from the microsoft app store and not download any software from any other source. it can be turned off, but it is another annoyance. i feel like they were trying to make it like their version of a chromebook, but that makes it just as annoying as a chromebook. overall, it is a great computer once you get past all the microsoft stuff.",4/5,my biggest complaint is that it came with a lot of microsoft bloatware that i had not experienced on my other laptops and by default it uses your microsoft onedrive for storage instead of the computer's ssd,-0.27,['']
4810,"i purchased one of these in july 2022 during a promotion from amazon and bought second today at a deeper discount it is a great little laptop (tabletop) to come home and relax, check emails, keep up with news, play wordl etc. great for sunday morning with coffee news reading :) not for doing work stuff or photoshop etc but i can check emails and know when i have i have to move to my desktops to get some work done . it has 2 ports for charging cord connection, and instead of inserting a mini sd (which is available) i just use a high volume usb stick to transfer my downloads for pdf etc to tidy up the disk storage. great connection to my google drive to read my ebooks or listen to music i have uploaded there. i could get a 10 inch tablet for the same price but prefer the keyboard feature for answering emails, typing out notes etc. just ordered another one today for upstairs for same usage. keyboard works fine; so far no problems...i did download adobe to read pdf files as the built in options were not working well. many android apps work fine on this, you just have to set the view to tablet mode. so far so good.....no problems although i am only 3 months or so into the first one. headphone port sounds awesome !! as well. speakers seem to be on bottom of laptop but sounds fine when playing news videos etc was worried would by muffled but turns out to be totally ok.",5/5,"it has 2 ports for charging cord connection, and instead of inserting a mini sd (which is available) i just use a high volume usb stick to transfer my downloads for pdf etc to tidy up the disk storage",0.39,['available']
4811,"if you primarily stay on a network connection then this could be perfect for you. chromebooks in general have very little storage space and uses the cloud to sync all your items on the go. this one is not any different. my kids are using it for their online school work and i cannot ask for anything better for that purpose. they have all the microsoft office apps downloaded from the play store, video conferences stream without any stuttering at all and it has enough ports to be able to hook up any number of accessories. it also seems like it is built tough enough to survive a drop or two.",5/5,"they have all the microsoft office apps downloaded from the play store, video conferences stream without any stuttering at all and it has enough ports to be able to hook up any number of accessories",0.25,['hook able']
4819,"i like everything about the acer chrome book spin 311. i find the screen to be plenty bright , the speed of loading, the battery life,, all to be first rate. i configured the unit to mirror my 7 inch fire tablet by downloading banking ,email and amazon shopping apps so now i have just what i use daily in a larger screen size with more storage. it is a pleasure to view the quickness of the chrome o s in operation. by the way ,i bought a wireless mouse with it but i must say the touchpad that comes with the acer chrome book makes the purchase sorta redundant. glad to have it anyway. as many have pointed out, if all you use a laptop for is web surfing, email, shopping and bill pay. this is all you want at a very good price point.",5/5,"by the way ,i bought a wireless mouse with it but i must say the touchpad that comes with the acer chrome book makes the purchase sorta redundant",-0.2,['redundant']
4820,"the acer chromebook spin 311 is a huge upgrade from my previous chromebook and it suits most of my needs. i purchased it because of it is price and convertible design. the limited internal storage space and poor camera are the biggest drawbacks in my opinion. depending on what you plan to use his for, this might be a great low cost option. there are a lot of other devices out there in this price range though. i think it is important to find out what features matter most to you before you decide.",4/5,the limited internal storage space and poor camera are the biggest drawbacks in my opinion,-0.16,['']
4827,"i love this laptop, i push my laptop pretty hard, i use blender, daz3d and a few other software's for 3d modeling and rendering. this laptop can handle it pretty well. with blender cycles i could do optix gpu rendering. in daz studio i was able to get a decent render using nivdia iray with pretty good real time feed back. for games i was able to play planetside 2 at a pretty good resolution at a good frame rate probably not like 120 fps on ulta high but it didnt dip below 30. with two m.2 drives on the bottom and a full ssd slot as well (cable is included so if you buy second hand watch out) i was able to get good storage. ram is upgradeable to 32 gbs which in the end is a pretty strong work horse. upgrading it was a bit scary as its not under the keyboard you have to take the bottom off and use a thin of plastic guitar pick or ifixit to open it up. go onto youtube to watch a break down, its not to hard to upgrade. batter life is not great but you could tailor it by having it turn off lights and lower screen brightness. built in bluetooth and full ethernet port 2 usb 3 ports and one usb c. which brings me to my con and that is very little vr support. i played vr games on a even older graphic card than this, and yet this rtx 3050 has no display port or a fast enough usb c to support an adapter. i cant say about the quest but i have a rift s and it will not work on this laptop. if you are looking for a mid workstation laptop this might fill the bill, if you are looking to get this for an artist going into school this one would be a good deal with the dedicated gpu this will extend the life of this computer to be able to handle most 3d and 2d applications.",4/5,"built in bluetooth and full ethernet port 2 usb 3 ports and one usb c | i played vr games on a even older graphic card than this, and yet this rtx 3050 has no display port or a fast enough usb c to support an adapter",0.14,"['', '']"
4828,this computer is awesome! only issue is low storage space but the computer came with an adaptor chord!,5/5,this computer is awesome! only issue is low storage space but the computer came with an adaptor chord!,0.33,['awesome']
4830,"bought this on a deal. it has been a nice entry level gaming laptop for my husband. i like that this can be upgraded with the extra ram slot and an extra ssd slot and 2.5 bay. something to keep in mind, this does not accept anything made by crucial. i do not know why, but i had a crucial nvme m2 internal ssd (4x4 gaming ssd) and a crucial 2.5 ssd and both caused the laptop to stay on a black screen upon boot up. after a lot of research, there were many forums from others saying they also ran into this problem and crucial storage is not compatible with the bios. would i have bought this at full price at around $1000. no. for the deal i got it at, yes. if you can get this during a deal and looking for a great starter gaming laptop, this is a good choice to go with.",5/5,it has been a nice entry level gaming laptop for my husband,0.6,['']
4831,"came on time, upgraded the ram to 32gigs, added a 2tb hdd and a 1tb ssd and it runs nice it you buy it you got to upgrade the ram and storage and it is pretty good for the price.",5/5,"came on time, upgraded the ram to 32gigs, added a 2tb hdd and a 1tb ssd and it runs nice it you buy it you got to upgrade the ram and storage and it is pretty good for the price",0.52,['pretty nice good']
4858,going over the specs i came to realize it was not going to have that much more storage than i already had in my older laptop. so i returned this item.,3/5,going over the specs i came to realize it was not going to have that much more storage than i already had in my older laptop,0.33,['']
4861,"for starters this was a warehouse deals. always know that they are hit or miss. this laptop seemed great at first. booted up. went through the setup process. so good. did the updates. no issues. then i noticed internet speeds slow. weird. forced 5ghz. speeds up. then wifi died. weird. turn off laptop. power button to turn on no response. tried again next day, nothing. 3rd day powers on but wifi still not working so i say ok time to send this back after i do a factory reset. factory reset not working glitch in windows 11. downloaded a usb win11 imagine to do a fresh install but it would not find the storage. had to load the driver manually what a pain.",1/5,downloaded a usb win11 imagine to do a fresh install but it would not find the storage,0.3,['']
4882,"this is the fourth microsoft surface 2-in-1 i have owned, and it is the clearly best. microsoft has checked all the boxes for user's desires resulting in a product that does not disappoint. best features include robust performance, larger display with brilliant colors, good overall battery life and modern peripheral access ports. the new type cover offers a convenient storage/charging slot for the pen and the docking device has been reconfigured and improved, although they are not backward compatible with earlier surface models. prices tend to be at the upper end of the scale but coupled with windows 11 the overall satisfaction has been provided.",5/5,"best features include robust performance, larger display with brilliant colors, good overall battery life and modern peripheral access ports",0.47,['']
4885,"love this lap top but it is ridiculous that it does not have an usb or hdmi, so if you plan to buy macbooks then get the adapter too. otherwise you will not be able to connect your phone to your laptop.",4/5,"love this lap top but it is ridiculous that it does not have an usb or hdmi, so if you plan to buy macbooks then get the adapter too",0.22,['ridiculous']
4886,"no problems with the mac air. easy to transition from my old 2104 macbook pro. i also bought an external hd which was cheaper than upgrading from old 256 to 512. my warning is about office 2019. there was stuff on the web that 2016 would not work, needed 64bit, but while there seemed to be workarounds, i just upgraded and bought 2019. there is a scam site posing as microsoft office/setup that looks legit once on it, but you get an error message and phone number to resolve. after half an hour he explains that it is the firewall and can fix it by downloading one costing only hundreds of dollars. the url is not microsoft but rest looks like it. while i did not fall for it, it is preying on the few who might. so thought i would mention it. the mac is good and worth upgrading especially if, as with mine, hardware faults are developing in old one.",5/5,"there is a scam site posing as microsoft office/setup that looks legit once on it, but you get an error message and phone number to resolve",0.0,['']
4887,"i use this to teach online. overall extremely satisfied. fast, reliable and looks nice. the only two things i am not crazy about are a) the camera is not really hd and b) i ordered gold and it looks more like a rose gold color.",5/5,the only two things i am not crazy about are a) the camera is not really hd and b) i ordered gold and it looks more like a rose gold color,0.26,['not really not about crazy hd']
4890,"i really like my purchase of the macbook pro. it is super fast. the colors on the screen are bright & clear. i love the the 13 inch screen. it is the perfect size for me. since it did not have any usb plug ins i bought me a hub for it that has usb, hdmi, slot for memory card & it has 3.0. love this mac. would recommend it.",5/5,"since it did not have any usb plug ins i bought me a hub for it that has usb, hdmi, slot for memory card & it has 3",0.0,['']
4892,"the performance of this machine (cpu, memory, ssd, and gpu speed) is outstanding. the battery lasts over 10x longer than my previous laptop, a lenovo thinkpad t490. the display is bright (500 nits) and beautiful. the laptop is ultra-portable, weighing less than 3 lbs. either the cooling fans on this laptop are so quiet that they are inaudible, or else they have never come on! macos big sur is intuitive and feature-rich, and the fact that the os is based on unix makes software development a delight. the only criticism that i have with this machine is that it only has 2 thunderbolt 3 usb-c ports; an external usb-c hub/adapter/dongle is required if one needs hdmi, usb-a, ethernet, sdhc, displayport, or vga connectivity. the price / performance of the m1 macbook pro is hard to beat!",5/5,"the only criticism that i have with this machine is that it only has 2 thunderbolt 3 usb-c ports; an external usb-c hub/adapter/dongle is required if one needs hdmi, usb-a, ethernet, sdhc, displayport, or vga connectivity",0.0,['']
4893,"i dont like that the new macbook is not compatible with many older divides such as cd or dvd players from different brands. you have to pay extra for the extension to connect through hdmi or usb etc .i wish i knew all that before i bought it. the rest is good, just like older macbooks.",4/5,you have to pay extra for the extension to connect through hdmi or usb etc,0.0,['extra']
4896,"i really wanted to love this laptop. i have had only macs for years. this was supposed to be an upgrade from my 2014 macbook air. i previously had a 2020 16"" intel based macbook pro for work configured with two hp monitors. no issues with the monitors and connected instantly with zero effort to get the screens to work with the laptop. bought this one and connected to my belkin hub for the hdmis. would only connect a single monitor. googled the issue and found that the new m1 apple chip only supports a single monitor. news to me and i guess i should have researched more. however the low rating stems from the fact that this is a pro laptop. a professional would want two monitors and should not have to google whether a pro laptop supports more than 1 monitor when the intel version does seamlessly. despite this i had planned to keep it and just deal with 1 monitor because of the cost savings over buying the intel based macbook pro and wanted the longer battery life. now brings me to the issue that made me return the laptop. this laptop just would not configure to show a clear resolution with my monitors. the scale was off and the display just stayed blurry no matter what setting i changed it to on the monitor or the laptop's settings. tried and tried and just gave up. returned this and ordered an intel based 13"" macbook pro. no issues, supports dual monitors, and seamlessly integrated to the laptop. no blurry screen and no having to set or change any settings to get it to work. i am floored that apple would produce a pro for business that only supports a single monitor. i love apple but will not buy anything with their chip until the kinks are worked out.",2/5,"googled the issue and found that the new m1 apple chip only supports a single monitor | a professional would want two monitors and should not have to google whether a pro laptop supports more than 1 monitor when the intel version does seamlessly | no issues, supports dual monitors, and seamlessly integrated to the laptop | i am floored that apple would produce a pro for business that only supports a single monitor",0.07,"['', '', '', '']"
4897,"do not be fooled by 'usb-c'. apple wants you to buy more of their products. there is no hdmi port, there is no usb port. there are two plug ins that are not compatible with anything useful except the charging cord. apple does this intentionally to force you to buy more of their products.",1/5,"do not be fooled by 'usb-c' | there is no hdmi port, there is no usb port",0.0,"['', '']"
4898,"nothing has changed, but the increase of price. the computer like most apple products runs on the hot side, and after being fully charged it does not last very long. the new ipad is worse when it comes to charging. i am an apple user for all things so i knew what i was getting myself into. the lack of ports to connect other items to it is very disappointing. you have to spend more money on hubs. with the price being what it is at least give us back the usb, hdmi, and more thunberbolts standard.",2/5,"the lack of ports to connect other items to it is very disappointing | with the price being what it is at least give us back the usb, hdmi, and more thunberbolts standard",-0.12,"['very disappointing', '']"
4899,"coming from a 13"" macbook pro with the m1, this has a chunkier, clunkier form factor, but i got it for one main reason: ports. the m1 could not handle multiple screens, but this 14"" has multiple usb-c ports and an hdmi port, which lets me hook up my two screens to it.",5/5,"coming from a 13"" macbook pro with the m1, this has a chunkier, clunkier form factor, but i got it for one main reason: ports | the m1 could not handle multiple screens, but this 14"" has multiple usb-c ports and an hdmi port, which lets me hook up my two screens to it",0.06,"['', '']"
4901,"m1 pro chip is super powerful - photo/video editing, graphic design - this thing just kills it. compared to previous macbook pro, it is a giant leap ahead. these tasks are a main reason to buy the pro version of the macbook. this particularly model is the lower end of the spec you can get for a pro, but it still kicks butt. you can get the pro max chip and bump up the ram to 64gb if you want - and add tons more storage. the 14 inch macbook pro is the perfect size for a balance of portability and power. it can do pretty much everything the 16 inch version does. the display is stunning. just gorgeous. 120hz capability (pro motion) gets rid of blur when scrolling and makes for clearer action when viewing movies. the brightness and black levels on the display are awesome. real hdr viewing - a big difference. you will hear about ""the notch"" at the top of the screen where the camera is. after 10 minutes i do not even notice it. it means nothing for your experience. its just something critics have chosen to harp about. in most apps the notch is no even visible. camera is now a full 1080p and is a big upgrade over previous macbooks. six speaker sound system with new woofers - sounds incredible. music/movies it feels like surround sound. for video conferencing the microphones are studio quality and you can tell - this is great for video conferencing. the keyboard is a dream to type on. very solid like all macbooks, no spongy feel you get with so many other laptops. the apple magic keyboard is the best - as is the track pad. battery life is amazing. i have gone all day on battery without needing to plug in. at best its spec says 17 hours, which is crazy! especially for this spec...but for real world use with a mix of tasks, it will not be 17 hours but i did a 9 hour session yesterday, and still had a ton of battery left. the power efficiency is ground breaking. they have added back the magsafe power plug - which is great! and added back an sd card slot and and an hdmi port - which many of us hated the previous macs that deleted these ports. i wish it had at least one usb-a old style port - but it does not. you get three usb-c thunderbolt 4 ports that you can use with adapters if needed. they got rid of the touch screen bar at the top of the keyboard from previous pro macbooks and put back the regular mechanical keys for the controls. apparently they listened to a lot of users who did not really like the touch pad. the shape and style of this laptop is great. some say the edge of the laptop looks ""sharp"" where your wrists rest. that is bs. i have been typing most of the day and i do not feel any issue with the edge of the laptop at all. very comfy for typing. some haters may try to find reasons to bash this new macbook pro, but i am telling you - from any perspective, all brand bias aside - this is an amazing laptop - the best apple has ever made, hands down. and i would say you will not find a better power laptop anywhere. all that said - this is not a gamers machine. apple is not for hard core gamers. i mean you can play games on it that you get from the app store. i am a hard core gamer and a pc geek - i have a powerful windows pc for gaming. and always will. but for everything else. this macbook is king. i use to for music, for photo and video editing, for productivity. i can plut into a giant monitor if i want a bigger screen - it works great on my 34 inch ips panel. so if you are wondering if this macbook 14 inch pro is the real deal or not - i am here to tell you, its the real deal. i finally upgraded from my 2015 macbook pro because this new one hits so many sweet spots - revolutionary power and battery life, excellent ergonomic design, great sound, stunning display - its the whole package. if you are thinking of getting one - you will not be disappointed. one last comment. i am an old timer windows guy, and i know all the counter arguments for the mac. many wills say this is overpriced compared to a windows laptop with similar spec. first, show me an intel based laptop that can match these new m1 pro chips - you cannot. and aside from that, the mac os is secure and stable - rock solid - and is intuitive with amazing features - like the ability to copy and paste text from a photo! whaaat? and the design/ergonomics/quality of these macbooks is unmatched. so, yes you pay more - but you get more. my last macbook pro lasted me almost 7 years and it still works great. if you want this laptop - get it! it rocks.",5/5,"you will hear about ""the notch"" at the top of the screen where the camera is | camera is now a full 1080p and is a big upgrade over previous macbooks | they have added back the magsafe power plug - which is great! and added back an sd card slot and and an hdmi port - which many of us hated the previous macs that deleted these ports | i wish it had at least one usb-a old style port - but it does not | you get three usb-c thunderbolt 4 ports that you can use with adapters if needed",0.08,"['', '', 'great', '', '']"
4902,"compre el equipo en color plata con ocho cores es una belleza, muy rápida, la pantalla es nítida, el sonido se escucha más alto que otras laptops pero no llega a ser mejor que un altavoz inalámbrico, la batería me dura entre 6 horas y 8 horas de uso, no llega a las que pone apple hasta 11 horas he llegado pero con apps livianas, los puertos hdmi y sd son importantes ya que los hub fallan y el magsafe es algo que regresó para bien, solo le hace falta un usb a y seria perfecta, la cámara está bien pero no tanto como la de un iphone si deseas comprar una macbook pro esta es la indicada por sus puertos ram de 16gb y disco 500gb, sus ventiladores son una ventaja casi nunca se calienta, prefiero esta a una macbook air",5/5,"compre el equipo en color plata con ocho cores es una belleza, muy rápida, la pantalla es nítida, el sonido se escucha más alto que otras laptops pero no llega a ser mejor que un altavoz inalámbrico, la batería me dura entre 6 horas y 8 horas de uso, no llega a las que pone apple hasta 11 horas he llegado pero con apps livianas, los puertos hdmi y sd son importantes ya que los hub fallan y el magsafe es algo que regresó para bien, solo le hace falta un usb a y seria perfecta, la cámara está bien pero no tanto como la de un iphone si deseas comprar una macbook pro esta es la indicada por sus puertos ram de 16gb y disco 500gb, sus ventiladores son una ventaja casi nunca se calienta, prefiero esta a una macbook air",0.0,['']
4905,"edit: to add to this review. i have noticed some people are complaining about usb ports. please please do your research before you buy! it is all usb c ports. hdmi is great to use a monitor, free's up a usb c port for other devices! the sdhc ports are also available, and absolutely necessary for the everyday photographer, videographers. that do not use a c fast memory card (which most computers you will need an adapter anyways, but anyone that used normal sd chips for their camera's, it is a great to use! my last windows computer did not have one, and i absolutely needed it, (it is all i could get at that time and luckily i had a usb adapter) and really no cons. i am always on this computer, always needing to edit something, and it is been great to have! otherwise refer to my original review below this edit.",5/5,"i have noticed some people are complaining about usb ports | please please do your research before you buy! it is all usb c ports | hdmi is great to use a monitor, free's up a usb c port for other devices! the sdhc ports are also available, and absolutely necessary for the everyday photographer, videographers | that do not use a c fast memory card (which most computers you will need an adapter anyways, but anyone that used normal sd chips for their camera's, it is a great to use! my last windows computer did not have one, and i absolutely needed it, (it is all i could get at that time and luckily i had a usb adapter) and really no cons",0.25,"['', '', 'great available', '']"
4911,"had it for almost a month. works like a dream. two issue that i have are the fan noise, it can get very loud at times and the ports, sometimes the hdmi port and the audio jack ports act up but nothing too bad.",5/5,"two issue that i have are the fan noise, it can get very loud at times and the ports, sometimes the hdmi port and the audio jack ports act up but nothing too bad",-0.28,['very loud']
4924,"first one received would not turn on; after a call to tech, a replacement was quickly sent! this is exactly what i was looking for as a travel laptop; small, not much larger than an ipad; w10 os so can load my norton, office 365, zoom, and everything else without hitches. screen quality was great for the size of the unit. small memory, but likely perfect for a road unit and the price. have not got the innovative keypad or touchscreen to work yet (thus no rating), but that is on me and it is not important for the purpose of this unit for me. older processor; wont be mining bitcoin on it, but exactly what i wanted when i purchased. 1 note - it does have an hdmi to connect with a better display. in the photos of the unit at the time when i bought it showed no such connector so i bought a converter...unnecesary as this unit has hdmi, usb 2.0, usb 3.2 and usb 3.2 c.",5/5,"unnecesary as this unit has hdmi, usb 2 | 0, usb 3 | 2 and usb 3",0.0,"['', '', '']"
4942,"this budget laptop features windows 11, and a nice display. it is a familiar wedge shape, and weight is moderate. the top part is made of aluminum for stiffness, the bottom part is plastic. the nice, bright 1080p display has thin borders on two side to give the laptop a clean, modern look. there are plenty of ports, including usb-a and usb-c, plus hdmi and ethernet. sound quality is decent for watching streaming videos - good at reproducing voices. the trackpad is a nice size and the keyboard has a good enough feel for typing.",5/5,"there are plenty of ports, including usb-a and usb-c, plus hdmi and ethernet | the trackpad is a nice size and the keyboard has a good enough feel for typing",0.43,"['', '']"
4944,"i bought an acer laptop in 2014 because my last laptop broke due to one of my toddlers stepping on it. so i knew i needed an unbreakable, durable laptop, and acer came to the rescue. at that time, i pay around $280 for a 1 tb rom with 4 gb ram, 11.6 inch touchscreen. in comparison, this newer chromebook by acer boasts similar unbreakable and drop resistant material, also waits more heavily compared to other chromebooks, has similar 4 gb ram but only 32 gb rom. all of this for $200, non touchscreen (full specs acer chromebook 512 | intel celeron n4020 processor | 12"" hd+ display | intel uhd graphics 600 | 4gb lpddr4 | 32gb emmc | intel 9560 802.11ac gigabit wifi 5 | mil-std 810g | chrome os | cb512-c1kj).",4/5,"so i knew i needed an unbreakable, durable laptop, and acer came to the rescue",0.0,['']
4948,"i first purchased a toshiba chromebook in 2015, it is still going strong. decided to update and i cannot fault this acer version in any way. display size and resolution is great. the majority of chromebooks on the market are hd. but this version is full hd, there is a major difference between the two. bonus is that it is complete with both usb a and usb c inputs.",5/5,bonus is that it is complete with both usb a and usb c inputs,0.1,['with complete']
4951,"i purchased the chromebook because my wife needs a basic computer and my kid also needs one for his remote learning. by creating a primary account and a supervised account, the chromebook serves both purposes. the touchscreen makes it easy to interact with many apps. the keyboard and touchpad are usable. the battery usually lasts a full day (8 hours) with mixed use. the sound is loud and clear. the usb c and usb a ports are nice, but i hope there is a hdmi port. i bought a usb-c to hmdi adapter to output to an monitor. the chromebook is light and never gets hot. my only complain is the thick benzel, making the small screen look even smaller.",5/5,"the keyboard and touchpad are usable | the usb c and usb a ports are nice, but i hope there is a hdmi port | i bought a usb-c to hmdi adapter to output to an monitor",0.6,"['usable', 'nice', '']"
4955,"i picked up one of these on a cyber monday deal, and it is my second acer. the first was a real workhorse so i felt safe with the brand, and sure enough i love this one too. i use it mainly for word processing, and for those purposes it gets the job done nicely. i love the keyboard, and i love how light this laptop is. the trackpad works smoothly too. those are pretty much the most important features for me. the screen is plain old hd, but you cannot have everything at that price point and type is still reasonably crisp. it has a micro sd card slot, the keyword there being micro. i had a bunch of sd cards but had to shell out for a micro sd, although it was not very expensive. i am not sure how much i will flip it into tablet mode and use that, but it is nice to know the option is there. if i had to nitpick i would say that i do not like that the acer logo is so prominent in the bezel, or that it says corning gorilla glass at the top of the screen--i do not need logos and type drawing my focus when i am on task. a little black tape fixed that. but overall i could not be happier with this excellent and affordable chromebook!",5/5,the trackpad works smoothly too,0.4,['']
4956,"my husband had to attend a training out of state. so, i got him this as a birthday/ enjoy your training gift.",5/5,my husband had to attend a training out of state,0.0,['']
4959,whole purpose of buying was so husband could watch hd sports while outside. chrome does not support direct tv. waste of $250,2/5,whole purpose of buying was so husband could watch hd sports while outside,0.1,['']
4960,whole purpose of buying was so husband could watch hd sports while outside. chrome does not support direct tv. waste of $250,2/5,whole purpose of buying was so husband could watch hd sports while outside,0.1,['']
4966,"acer has been a big competing brand on par with dell, asus, hp, etc... in the recent year, they have ventured in gaming laptop and actually becomes one of the leading budget gaming laptop maker. though i have not been playing game for a while, i decided to pick this up after reading rave reviews about it online and i must admit that it is a very good gaming laptop and comes at a very affordable price, just shy of one grand. the red accent lighting on this laptop make it looks very intimidating but also very stealthy (black on read lettering). i like that all the ports (hdmi, usb, type c, rj45, etc...) are placed on the sides, and only the power adaptor port is in the back, which makes lot more sense. the 15.6"" screen is decent for some games but not ideal, however, having a smaller screen makes it more versatile and lighter to bring around. the screen has awesome graphic, super bright, colorful and sharp images. this laptop runs on the 11th gen of core i7 cpu, plus its geforce rtx 3050 ti makes it a beast of a gaming laptop to play word of warcrafts. i have not tested it on those first person shooter game (not a fan) so i cannot vouch for those games, but i would definitely buy this again or recommend it to any of my friends (in my wow guild). awesome gaming laptop at a very affordable price!!!",5/5,"i like that all the ports (hdmi, usb, type c, rj45, etc",0.0,['']
4970,"many people have complaints about the computer not working upon arrival. the quick start manual does cover the problem of putting in the power plug. you need to follow those simple directions. the complaints about the microphone or the headphone port not working are due to the default windows 11 software settings. you need to mess about with various settings to get them to work. this information should be in the startup guide. there is also a user manual that can be downloaded from acer. the manual has some good points but needed to go into more depth. some folks complain about the product being damaged in transit. the box that the computer comes in is of good quality (perhaps it has been recently improved).. the outer package (the one that amazon provides) needs more protective foam or bubble wrap around the computer box. some people complained in other reviews about the heat output from the computer -- it runs so hot that they needed a cooling mat. in normal operation the variable speed cooling fans ('coolboost') seem to do a good job of handling the heat. however, if you are running computer calculation intensive programs you will need to look for a cooling mat. you can easily tell when the computer is getting too hot -- the cooling fans speed up and you can feel the heat coming out of the exhaust ports. in normal operation the computer draws about 65 watts and in heavy use it is less than 100 watts. alert: the ""coolboost"" software works for windows 10 but as soon as you update to windows 11 the software stops working. i called the acer repair service and they said that the problem will be fixed in an update but that update is not going to be available until april. the power supply is a ""stepmode"" type and that is very good if you need to run your computer ""off the grid."" the power supply works with voltages from 100vac to 220 vac and from 50 to 60 cps. the stepmode power supply can deal with the rather high total harmonic distortion (thd) produced by a standby generator. overall, this 17 inch computer is well worth the price (($1199).",5/5,you can easily tell when the computer is getting too hot -- the cooling fans speed up and you can feel the heat coming out of the exhaust ports,0.34,['too hot']
4971,"came on time, upgraded the ram to 32gigs, added a 2tb hdd and a 1tb ssd and it runs nice it you buy it you got to upgrade the ram and storage and it is pretty good for the price.",5/5,"came on time, upgraded the ram to 32gigs, added a 2tb hdd and a 1tb ssd and it runs nice it you buy it you got to upgrade the ram and storage and it is pretty good for the price",0.52,['pretty nice good']
